TransactionID,OrderID,Amount,Date,Type,DiscountApplied,DiscountID
574280,519314,546.24,2022-07-15,Sale,False,
710645,116011,431.21,2021-12-25,Sale,True,574707.0
272885,244722,2325.3,2023-07-18,Sale,False,
610302,248333,1555.91,2022-05-29,Sale,False,
25432,527799,794.23,2022-08-23,Sale,True,253835.0
530723,826677,3067.92,2023-09-25,Sale,False,
444112,483582,1212.25,2023-06-05,Sale,False,
460683,497970,2456.74,2022-09-27,Sale,False,
474851,568072,4297.9,2023-03-12,Sale,False,
434878,187041,3662.4,2023-01-28,Sale,False,
945885,655189,279.55,2022-08-17,Sale,False,
871168,175778,2399.78,2022-11-10,Sale,False,
76802,647867,2449.16,2021-11-27,Sale,True,594216.0
94107,527708,3399.82,2023-08-29,Sale,True,894444.0
778703,623443,2363.36,2023-09-13,Sale,False,
24240,866763,4192.75,2023-04-18,Sale,False,
337610,860727,3463.17,2023-04-23,Sale,False,
341912,460928,4293.1,2023-12-19,Processing,True,79329.0
697185,218152,4486.06,2022-07-08,Sale,False,
255035,767230,3852.75,2022-04-19,Sale,False,
374470,314268,3372.23,2022-04-12,Sale,False,
677681,328985,3287.01,2022-10-01,Sale,False,
771380,347082,2374.87,2023-05-09,Sale,False,
798819,310564,4735.71,2023-08-19,Sale,False,
113543,26910,1796.9,2022-03-01,Sale,False,
980889,437279,3043.03,2023-07-21,Sale,False,
632883,953934,2008.26,2023-07-04,Sale,False,
708840,170543,4420.73,2022-09-02,Sale,True,253835.0
371476,186454,3344.64,2022-04-12,Sale,False,
606639,459540,2447.64,2023-11-18,Sale,False,
219510,912904,2576.39,2023-06-15,Sale,False,
941894,236375,2363.32,2022-05-26,Sale,False,
824393,442117,1170.68,2022-10-01,Sale,False,
612871,406596,802.57,2023-03-30,Sale,False,
674152,473195,1488.21,2022-05-22,Sale,False,
313459,113887,3460.34,2023-12-19,Processing,True,79329.0
692450,881755,1348.42,2022-03-25,Sale,False,
784239,618995,3430.94,2023-07-06,Sale,False,
529336,701367,247.41,2022-08-13,Sale,False,
286022,963516,2361.36,2023-06-11,Sale,False,
187662,102632,4309.26,2023-01-17,Sale,False,
830799,646723,1169.01,2023-10-27,Sale,False,
749527,816744,2926.75,2022-08-26,Sale,True,253835.0
582700,176185,4197.95,2023-12-12,Processing,True,79329.0
202106,601085,4977.8,2022-10-24,Sale,False,
543427,934563,1910.86,2023-09-30,Sale,False,
85774,399315,1271.97,2022-02-19,Sale,False,
551959,633787,1020.0,2022-01-28,Sale,False,
288608,60910,2640.97,2023-09-24,Sale,False,
665652,22313,2683.04,2021-11-18,Sale,False,
93069,381590,2928.93,2021-12-13,Sale,True,574707.0
723840,24271,1204.28,2023-01-29,Sale,False,
931045,717109,4166.32,2022-09-12,Sale,False,
104189,301239,3654.63,2021-11-21,Sale,False,
387036,314932,2854.04,2022-12-08,Sale,False,
135766,855889,2272.5,2023-10-25,Sale,False,
379031,908185,1253.72,2022-06-30,Sale,False,
966836,13983,3896.4,2023-05-12,Sale,False,
281676,59669,1860.51,2021-11-22,Sale,False,
748379,971321,1646.23,2022-10-15,Sale,False,
116029,283604,413.52,2023-01-21,Sale,False,
344295,809567,4355.01,2023-07-04,Sale,False,
952765,944018,2962.48,2021-11-19,Sale,False,
370732,367615,337.07,2021-11-27,Sale,True,594216.0
148115,380578,4793.63,2023-01-01,Sale,True,328677.0
84512,850074,4119.8,2022-04-15,Sale,False,
597718,613361,4020.81,2022-11-04,Sale,False,
244715,534106,1186.04,2022-09-18,Sale,False,
679002,487765,3926.46,2023-02-22,Sale,False,
187636,839627,1795.92,2022-10-24,Sale,False,
504455,336528,1548.71,2022-03-06,Sale,False,
365403,825712,4023.49,2022-02-07,Sale,False,
843411,369174,1555.67,2023-02-12,Sale,False,
786514,690284,2248.44,2022-06-11,Sale,False,
882068,96613,1388.97,2021-11-22,Sale,False,
737379,124552,678.27,2021-12-21,Sale,True,574707.0
393279,983168,947.61,2023-06-03,Sale,False,
798625,408177,4903.36,2022-04-25,Sale,False,
10530,180600,3507.79,2022-09-07,Sale,True,253835.0
316949,225365,1304.51,2022-12-25,Sale,True,167905.0
194979,601507,2162.74,2022-08-10,Sale,False,
455164,430134,140.57,2022-07-04,Sale,False,
884316,901465,2946.75,2022-11-15,Sale,False,
222587,666416,2578.88,2022-01-25,Sale,False,
143970,202398,2508.29,2023-10-05,Sale,False,
416773,132969,2774.0,2021-11-28,Sale,True,594216.0
448837,995978,827.95,2023-03-15,Sale,False,
44021,353192,2938.44,2022-10-15,Sale,False,
592437,87858,339.99,2022-11-03,Sale,False,
145585,878186,4190.79,2023-12-05,Processing,False,
574511,350218,3586.54,2023-12-15,Processing,False,
241155,571564,1842.98,2022-04-14,Sale,False,
54646,344093,1311.99,2022-04-09,Sale,False,
781536,995200,3741.92,2023-06-14,Sale,False,
435080,592041,3960.23,2023-12-25,Refund,True,79329.0
803742,338778,1098.56,2023-03-21,Sale,False,
790303,96977,854.68,2022-12-14,Sale,True,167905.0
446397,445594,93.01,2023-06-08,Sale,False,
230838,758771,3908.69,2023-07-16,Sale,False,
58337,309886,3153.15,2022-07-05,Sale,False,
705703,655630,718.84,2022-02-20,Sale,False,
265336,232203,1108.7,2022-06-25,Sale,False,
59683,968416,4696.57,2023-02-24,Sale,False,
469304,241996,749.54,2023-12-13,Processing,True,79329.0
167831,824821,3739.49,2023-06-14,Sale,False,
644026,132666,785.0,2022-06-28,Sale,False,
26087,322987,4246.53,2022-02-08,Sale,False,
131821,8621,643.07,2022-08-25,Sale,True,253835.0
790212,688911,505.24,2021-12-06,Sale,False,
217406,878574,2764.89,2022-10-05,Sale,False,
868976,560980,2040.55,2023-08-07,Sale,False,
886493,712277,3306.5,2022-01-28,Sale,False,
80709,766522,1580.24,2022-03-01,Sale,False,
303634,923084,4854.8,2023-01-13,Sale,False,
187326,697691,3501.44,2022-01-11,Sale,False,
222540,659364,3113.54,2023-05-25,Sale,False,
55674,40720,2287.08,2022-10-27,Sale,False,
533344,474532,4216.65,2023-10-17,Sale,False,
458580,614097,763.77,2021-11-18,Sale,False,
995035,424214,135.73,2022-12-11,Sale,True,167905.0
706904,348227,1726.95,2023-01-10,Sale,False,
853528,649069,4141.71,2022-06-21,Sale,False,
54627,623985,4669.89,2022-12-30,Sale,False,
562563,543351,4268.0,2022-04-02,Sale,False,
647252,528179,80.22,2022-01-04,Sale,True,546000.0
98903,883615,2664.78,2022-04-05,Sale,False,
94539,890002,3152.51,2022-03-31,Sale,False,
226398,448350,4255.86,2022-04-10,Sale,False,
738000,449290,1271.58,2023-05-17,Sale,False,
997788,307343,728.75,2023-06-28,Sale,False,
962243,406091,3842.34,2023-01-05,Sale,True,328677.0
725892,461051,4014.66,2022-02-16,Sale,False,
770111,569750,2540.92,2022-04-21,Sale,False,
915656,888994,3563.1,2022-01-19,Sale,False,
225615,729020,1873.5,2022-04-14,Sale,False,
217663,328452,2596.72,2023-06-20,Sale,False,
545027,295235,4816.39,2023-03-03,Sale,False,
276869,474196,1610.63,2023-11-08,Sale,False,
789277,398063,967.43,2022-10-09,Sale,False,
263078,418414,2161.43,2023-12-22,Processing,True,79329.0
723850,492317,4189.24,2023-01-02,Sale,True,328677.0
941500,439988,519.5,2023-08-16,Sale,False,
836506,617955,4106.16,2023-11-02,Sale,False,
990209,577601,1297.1,2023-12-12,Processing,True,79329.0
327205,697409,1669.67,2023-05-06,Sale,False,
43574,16271,2949.09,2022-12-26,Sale,False,
495138,950093,72.31,2022-03-15,Sale,False,
926978,773383,592.07,2022-08-27,Sale,True,253835.0
257352,63591,2710.99,2023-12-12,Processing,True,79329.0
177732,393200,789.74,2022-07-12,Sale,False,
991495,427519,428.3,2023-01-19,Sale,False,
748481,147710,4262.16,2023-09-23,Sale,False,
635834,174120,3279.82,2022-09-05,Sale,True,253835.0
291774,846673,4645.7,2022-09-06,Sale,True,253835.0
43987,791961,865.62,2022-08-16,Sale,False,
772228,629419,4591.48,2022-01-01,Sale,True,546000.0
453652,521689,150.97,2023-10-25,Sale,False,
831703,257564,250.81,2023-08-15,Sale,False,
84659,169683,2038.18,2023-04-17,Sale,False,
586742,341488,410.95,2022-10-17,Sale,False,
602981,407954,4173.39,2022-07-09,Sale,False,
125823,426024,2987.58,2022-12-07,Sale,False,
428452,294193,4339.0,2021-12-27,Sale,False,
906291,469277,3917.46,2022-09-06,Sale,True,253835.0
345337,306898,4377.26,2022-09-24,Sale,False,
904604,645696,2317.2,2022-12-18,Sale,True,167905.0
10132,482404,1258.67,2022-05-24,Sale,False,
410762,799845,2321.02,2023-07-05,Sale,False,
209734,526047,2937.68,2022-08-27,Sale,True,253835.0
673024,913705,102.91,2022-02-09,Sale,False,
210354,241947,4884.47,2023-11-10,Sale,False,
787072,720370,4953.5,2022-01-14,Sale,False,
334056,868549,1730.69,2023-11-13,Sale,False,
445400,774440,4262.74,2022-09-19,Sale,False,
116748,306499,275.16,2023-07-17,Sale,False,
69274,245412,1635.58,2023-08-04,Sale,False,
652869,493933,686.85,2022-04-09,Sale,False,
479077,642177,3267.77,2023-09-08,Sale,True,894444.0
692525,890162,2922.95,2023-10-17,Sale,False,
655642,913827,3398.4,2022-08-07,Sale,False,
389973,402742,2043.04,2022-06-29,Sale,False,
313052,429882,2037.05,2022-07-14,Sale,False,
413783,555859,2896.73,2021-11-28,Sale,True,594216.0
938934,339243,4882.95,2022-06-08,Sale,False,
238512,727334,1662.35,2022-07-22,Sale,False,
432648,229283,3057.35,2022-09-14,Sale,False,
302404,562994,4001.28,2023-01-26,Sale,False,
925431,167505,3509.97,2022-04-07,Sale,False,
917566,852614,3657.46,2023-12-11,Processing,True,79329.0
356003,459533,2719.85,2022-06-22,Sale,False,
141599,84118,3113.99,2022-09-11,Sale,False,
191108,13469,4236.31,2022-02-11,Sale,False,
795182,466910,4738.89,2022-12-08,Sale,False,
871777,969906,4270.5,2023-02-13,Sale,False,
735432,278440,1590.3,2022-01-22,Sale,False,
845703,700212,704.74,2022-06-05,Sale,False,
933675,365895,2005.94,2022-03-10,Sale,False,
684123,43792,1678.45,2023-01-13,Sale,False,
464667,804299,2441.2,2022-05-30,Sale,False,
783817,648454,608.29,2022-07-07,Sale,False,
137595,55094,2570.88,2022-02-24,Sale,False,
182037,93344,4220.27,2023-11-18,Sale,False,
333906,466880,306.64,2023-10-31,Sale,False,
377962,552098,1119.96,2022-04-27,Sale,False,
438162,216456,1927.75,2022-07-11,Sale,False,
41800,916282,4879.89,2022-07-17,Sale,False,
33806,198543,1291.76,2022-08-23,Sale,True,253835.0
252295,130021,3577.09,2022-02-27,Sale,False,
16622,378985,3774.61,2022-08-25,Sale,True,253835.0
931122,501729,79.58,2023-02-15,Sale,False,
207899,431011,2645.68,2021-12-11,Sale,True,574707.0
509939,648133,1714.28,2023-10-11,Sale,False,
399436,79331,1074.32,2023-04-17,Sale,False,
73795,200544,1847.46,2023-10-12,Sale,False,
512785,491216,2982.54,2023-01-17,Sale,False,
133255,134904,4219.47,2022-11-23,Sale,False,
609870,239690,3784.45,2022-04-14,Sale,False,
740721,808837,3437.32,2022-03-26,Sale,False,
373804,669835,4264.43,2023-04-28,Sale,False,
908138,517839,2696.05,2023-03-23,Sale,False,
322941,219490,4683.27,2023-07-13,Sale,False,
232964,200086,3305.57,2022-07-21,Sale,False,
109341,79915,1595.01,2022-05-06,Sale,False,
163384,907209,4338.21,2023-08-18,Sale,False,
868376,681236,1222.65,2023-03-10,Sale,False,
576444,201770,2575.7,2023-06-04,Sale,False,
515886,561201,3866.16,2023-05-19,Sale,False,
322195,330951,1037.35,2022-02-09,Sale,False,
307257,440304,4362.38,2023-08-12,Sale,False,
588918,206891,1404.01,2022-08-16,Sale,False,
787767,518286,2733.65,2022-02-01,Sale,False,
103266,620564,398.45,2023-09-27,Sale,False,
614368,456908,761.82,2022-10-13,Sale,False,
573225,440885,4537.43,2022-04-03,Sale,False,
485366,284787,4349.8,2022-04-16,Sale,False,
767497,944748,1778.26,2023-01-30,Sale,False,
807278,880442,750.81,2021-11-21,Sale,False,
915797,615703,3954.39,2023-01-22,Sale,False,
902196,671604,1346.5,2022-07-05,Sale,False,
189311,904492,4018.85,2023-08-19,Sale,False,
125364,988007,1123.88,2023-03-17,Sale,False,
708300,833960,378.21,2022-12-11,Sale,True,167905.0
839415,3763,4187.57,2022-07-26,Sale,False,
139391,676576,3714.85,2022-04-26,Sale,False,
726953,780794,2345.17,2023-11-19,Sale,False,
786386,622299,3656.11,2023-12-10,Processing,True,79329.0
323570,674001,1914.39,2021-11-23,Sale,False,
950220,961249,3633.94,2023-03-01,Sale,False,
977934,892236,4391.65,2022-11-20,Sale,False,
33916,360580,3699.7,2023-05-27,Sale,False,
836681,83271,3621.99,2022-02-04,Sale,False,
788918,848263,3765.81,2023-05-06,Sale,False,
180748,174078,822.23,2023-08-01,Sale,False,
460036,914616,248.8,2023-12-21,Processing,False,
59677,464632,1894.3,2022-10-11,Sale,False,
500016,994324,787.97,2023-07-07,Sale,False,
114524,759587,4351.44,2023-06-01,Sale,False,
907748,180180,4983.02,2023-05-07,Sale,False,
854306,975900,3796.65,2021-12-31,Sale,False,
373101,199724,1265.2,2023-09-14,Sale,False,
638391,697858,87.31,2022-11-15,Sale,False,
751960,756496,3414.55,2021-12-20,Sale,True,574707.0
546703,948300,1390.75,2022-05-08,Sale,False,
192054,826616,1762.86,2022-12-16,Sale,True,167905.0
263587,69692,521.65,2022-05-26,Sale,False,
691662,203935,3205.56,2021-12-24,Sale,True,574707.0
98690,131081,1029.63,2023-07-24,Sale,False,
942436,850876,1692.82,2022-03-23,Sale,False,
87698,522042,1516.61,2022-03-06,Sale,False,
71807,984140,4343.85,2022-12-26,Sale,False,
794581,199367,78.98,2022-04-02,Sale,False,
163054,621042,2692.17,2023-06-20,Sale,False,
72077,778175,3037.49,2023-11-28,Sale,True,17178.0
793133,786315,690.89,2023-06-17,Sale,False,
827432,325153,2267.6,2022-06-12,Sale,False,
249364,275489,4310.22,2023-05-28,Sale,False,
964179,674040,352.53,2022-07-08,Sale,False,
450680,34831,4492.81,2023-05-15,Sale,False,
181405,87767,541.71,2023-03-18,Sale,False,
246229,655674,1142.31,2023-08-01,Sale,False,
48491,63380,764.42,2023-06-01,Sale,False,
995849,430020,3213.19,2023-03-07,Sale,False,
912887,988049,4083.55,2022-08-17,Sale,False,
515555,483873,2238.91,2023-04-22,Sale,False,
365137,825836,2241.77,2022-05-04,Sale,False,
847944,552248,683.47,2023-03-26,Sale,False,
754453,536504,2907.52,2023-12-16,Processing,True,79329.0
946696,228798,1410.4,2022-08-28,Sale,True,253835.0
763342,434313,2576.77,2021-12-25,Sale,True,574707.0
61337,30103,2528.15,2022-03-01,Sale,False,
563119,378843,2159.12,2022-11-25,Sale,True,631882.0
425525,574243,423.54,2023-12-16,Processing,True,79329.0
11123,6057,2803.82,2022-10-19,Sale,False,
988392,43585,1334.28,2023-01-30,Sale,False,
497699,755511,2333.75,2022-01-07,Sale,False,
861230,149290,3377.17,2023-04-16,Sale,False,
155717,253882,2292.17,2023-01-25,Sale,False,
440914,857197,602.2,2022-01-26,Sale,False,
343837,599153,3253.68,2022-10-27,Sale,False,
124876,271565,4775.97,2023-07-07,Sale,False,
73724,927982,2113.83,2022-06-14,Sale,False,
468859,846695,4355.81,2021-12-19,Sale,True,574707.0
606066,276,4586.27,2023-05-15,Sale,False,
714436,713196,313.8,2022-12-22,Sale,True,167905.0
326414,556854,4698.38,2022-12-17,Sale,True,167905.0
163860,910287,2642.64,2023-05-26,Sale,False,
945430,100325,1994.78,2023-09-21,Sale,False,
632920,535057,3412.83,2023-09-17,Sale,False,
21246,502372,2892.76,2022-11-03,Sale,False,
794000,716292,1898.86,2022-06-04,Sale,False,
754936,937019,4969.49,2022-02-22,Sale,False,
604848,749143,3646.63,2023-03-28,Sale,False,
986463,173200,1506.22,2022-03-18,Sale,False,
527808,152651,958.78,2023-05-25,Sale,False,
855071,785861,4106.97,2023-10-06,Sale,False,
821346,86589,583.1,2021-12-19,Sale,True,574707.0
491941,578446,2051.78,2023-06-06,Sale,False,
537888,301229,2788.79,2022-10-10,Sale,False,
397009,601615,2839.61,2023-01-15,Sale,False,
11833,769216,62.49,2023-11-03,Sale,False,
956868,441271,403.02,2023-10-26,Sale,False,
807312,247212,1333.91,2022-08-18,Sale,False,
667919,142528,4542.59,2023-01-10,Sale,False,
437225,201265,3074.49,2022-04-10,Sale,False,
332854,584388,944.64,2023-10-18,Sale,False,
589334,464137,2259.83,2023-04-05,Sale,False,
164504,95119,1403.85,2023-09-15,Sale,False,
443041,934714,1692.02,2023-01-15,Sale,False,
653358,243443,4197.24,2023-02-21,Sale,False,
319427,233675,1657.06,2023-09-07,Sale,True,894444.0
568708,433295,1167.06,2022-10-06,Sale,False,
52497,372928,1325.53,2023-02-05,Sale,False,
236232,762030,1312.81,2021-12-15,Sale,True,574707.0
650393,859099,1566.4,2022-02-25,Sale,False,
861698,253169,2467.27,2022-07-15,Sale,False,
361347,710270,779.43,2022-11-04,Sale,False,
564938,87859,3501.44,2021-12-27,Sale,False,
53248,878299,2373.77,2022-03-21,Sale,False,
225762,154414,3465.77,2023-12-03,Processing,False,
938752,854284,4816.04,2022-07-07,Sale,False,
635812,5051,3665.85,2021-11-28,Sale,True,594216.0
453434,116504,4404.15,2023-03-30,Sale,False,
804398,309596,849.61,2023-06-09,Sale,False,
389572,201876,758.43,2022-03-09,Sale,False,
528245,241773,1711.58,2022-10-03,Sale,False,
495180,530652,3581.66,2022-08-29,Sale,True,253835.0
543431,102801,3511.71,2023-06-23,Sale,False,
414810,707854,396.46,2023-11-02,Sale,False,
555818,480925,4133.36,2023-06-03,Sale,False,
895668,580423,4168.77,2022-05-01,Sale,False,
449629,275040,593.2,2022-11-11,Sale,False,
884929,673789,4488.24,2022-11-25,Sale,True,631882.0
168294,265949,3701.69,2022-09-25,Sale,False,
452779,528703,3884.91,2023-05-23,Sale,False,
985240,113419,1452.61,2023-11-13,Sale,False,
847821,408691,1426.86,2021-12-19,Sale,True,574707.0
599634,372624,2123.71,2023-03-25,Sale,False,
571413,452314,1695.08,2022-02-04,Sale,False,
316281,209016,1611.51,2023-02-03,Sale,False,
920432,844713,4382.79,2023-01-04,Sale,True,328677.0
10552,664860,3514.01,2021-11-23,Sale,False,
441667,117003,4805.81,2023-02-16,Sale,False,
552071,287289,2555.08,2023-02-15,Sale,False,
915295,730012,4821.82,2022-01-24,Sale,False,
3300,646425,2223.28,2023-06-14,Sale,False,
595918,335731,4331.54,2022-03-04,Sale,False,
921783,623077,1892.21,2023-06-24,Sale,False,
117503,775798,2222.61,2023-07-16,Sale,False,
61246,860578,1486.39,2022-06-28,Sale,False,
497921,794494,4473.57,2022-10-04,Sale,False,
500845,603910,2204.1,2023-05-13,Sale,False,
884769,379625,3967.96,2023-09-12,Sale,False,
954998,456252,1831.18,2022-10-13,Sale,False,
756426,902249,911.94,2022-12-01,Sale,False,
754689,921295,488.95,2022-08-08,Sale,False,
296085,325410,595.0,2022-12-24,Sale,True,167905.0
352808,439655,3345.26,2023-07-12,Sale,False,
464315,16931,3023.74,2023-06-20,Sale,False,
339593,726874,2733.17,2022-11-23,Sale,False,
542244,292823,4882.0,2022-08-24,Sale,False,
536044,881642,4739.84,2023-06-16,Sale,False,
352237,202785,4699.63,2023-11-19,Sale,False,
184861,828392,1315.05,2023-09-28,Sale,False,
34517,722397,923.59,2023-08-24,Sale,True,894444.0
945212,495620,3050.07,2023-12-10,Processing,True,79329.0
682332,896075,3543.53,2023-11-01,Sale,False,
916395,599483,2337.05,2023-08-01,Sale,False,
316960,997661,349.66,2022-05-28,Sale,False,
51062,881949,4014.53,2023-05-25,Sale,False,
395178,650390,2488.3,2023-12-01,Sale,False,
162386,673559,2436.28,2023-10-03,Sale,False,
609357,769863,589.95,2023-07-15,Sale,False,
292897,819527,386.54,2022-03-29,Sale,False,
595565,945835,596.55,2022-12-14,Sale,True,167905.0
976186,909750,1005.48,2023-09-19,Sale,False,
665126,520880,585.82,2022-09-05,Sale,True,253835.0
90224,610349,2141.68,2022-04-02,Sale,False,
34812,867133,547.99,2022-10-15,Sale,False,
962118,935839,1727.62,2023-01-20,Sale,False,
425460,860029,333.73,2022-05-16,Sale,False,
436076,601728,3158.49,2022-02-12,Sale,False,
28875,372205,355.64,2022-12-26,Sale,False,
811354,852844,3623.98,2023-05-30,Sale,False,
107026,452262,4722.53,2022-10-17,Sale,False,
759494,873096,4309.3,2023-08-30,Sale,True,894444.0
876742,526299,2643.46,2023-04-27,Sale,False,
701957,947355,4015.48,2022-01-26,Sale,False,
894164,926677,849.42,2022-04-05,Sale,False,
641439,711960,3147.25,2023-11-27,Sale,True,17178.0
99343,378603,427.74,2023-04-12,Sale,False,
467270,469196,874.15,2023-01-27,Sale,False,
929498,740451,760.8,2023-11-29,Sale,False,
316606,319524,2776.77,2021-12-24,Sale,True,574707.0
544261,468263,4127.33,2023-03-06,Sale,False,
205385,805373,1306.67,2023-03-21,Sale,False,
898615,973533,1395.08,2023-10-29,Sale,False,
505043,403451,2162.65,2023-08-25,Sale,True,894444.0
565312,136948,2381.86,2022-01-07,Sale,False,
674855,925187,1270.31,2023-08-11,Sale,False,
784702,346935,4115.52,2022-09-22,Sale,False,
836698,692721,334.41,2022-09-25,Sale,False,
530555,152760,2830.16,2022-12-28,Sale,False,
171807,637812,3906.34,2021-12-02,Sale,False,
423408,937367,1492.36,2023-09-02,Sale,True,894444.0
972847,888861,1447.48,2023-06-16,Sale,False,
58430,273854,939.02,2022-04-15,Sale,False,
993131,977255,760.52,2022-02-23,Sale,False,
294841,199485,925.53,2023-06-13,Sale,False,
823671,522450,2994.78,2022-09-26,Sale,False,
742596,33283,3361.29,2023-07-01,Sale,False,
854656,396157,2082.84,2021-12-25,Sale,True,574707.0
166269,313404,2447.18,2023-08-29,Sale,True,894444.0
737150,43711,1114.4,2022-12-04,Sale,False,
593760,31632,4155.56,2021-12-08,Sale,False,
