OrderDetailID,OrderID,ProductID,Quantity,Price,TotalAmount
739737,320052,2579,2,1152.56,2305.12
848533,320052,9407,1,267.44,267.44
620919,320052,2059,5,1455.41,7277.05
171005,997319,1219,1,967.23,967.23
225751,465146,4248,1,525.49,525.49
807569,465146,6770,3,752.17,2256.5099999999998
698428,465146,5324,3,1495.85,4487.549999999999
547289,346919,4755,1,220.96,220.96
814443,905338,584,1,1194.22,1194.22
884018,905338,6612,1,247.03,247.03
751707,489789,9407,2,267.44,534.88
714050,245479,217,3,101.36,304.08
828855,323473,4131,1,1449.82,1449.82
849418,13247,8769,4,192.04,768.16
140758,820681,8784,2,550.3,1100.6
18938,820681,7566,3,335.17,1005.51
702515,820681,5274,2,528.05,1056.1
964893,179652,8854,2,365.99,731.98
188955,179652,4339,1,176.89,176.89
260405,179652,4755,3,220.96,662.88
448066,380529,6766,1,1327.85,1327.85
632254,380529,4131,1,1449.82,1449.82
743322,380529,8241,3,1102.11,3306.33
164555,915371,5531,2,1023.65,2047.3
161439,125449,9677,3,845.49,2536.4700000000003
167527,125449,5726,1,636.42,636.42
99362,292763,7174,3,223.3,669.9000000000001
842623,360198,7774,1,1078.55,1078.55
473885,745897,1219,3,967.23,2901.69
507572,745897,661,1,861.91,861.91
108100,745897,5962,2,207.05,414.1
800147,575397,9120,2,1483.46,2966.92
18979,575397,9536,2,1208.91,2417.82
56213,164842,7883,3,1179.77,3539.31
327597,718171,3090,2,130.39,260.78
979340,881214,4518,2,315.01,630.02
386847,172913,9280,2,669.08,1338.16
900675,724090,5274,1,528.05,528.05
368754,724090,8746,2,236.28,472.56
895561,724090,1219,1,967.23,967.23
723749,609638,5274,1,528.05,528.05
374406,417609,6536,2,629.12,1258.24
934955,417609,6520,2,1359.76,2719.52
264869,681482,2107,2,854.64,1709.28
729868,681482,4969,3,889.71,2669.13
971896,148833,835,4,895.44,3581.76
27134,148833,6149,1,1189.75,1189.75
402654,148833,4462,1,1294.08,1294.08
636054,257135,6446,1,98.32,98.32
354435,884987,8875,3,398.36,1195.08
491385,457324,8101,1,1148.2,1148.2
435600,457324,6927,1,856.41,856.41
338028,457324,7750,1,1477.17,1477.17
320677,934898,8559,3,356.76,1070.28
620242,934898,6892,2,1370.66,2741.32
612905,934898,9280,2,669.08,1338.16
736302,649535,3687,1,969.4,969.4
389192,649535,4131,3,1449.82,4349.46
942063,649535,5157,1,916.11,916.11
316051,104834,7550,1,211.52,211.52
948543,104834,8769,1,192.04,192.04
562458,641897,7140,3,383.44,1150.32
105675,641897,5157,1,916.11,916.11
545966,546331,9891,2,1002.8,2005.6
955102,546331,2579,2,1152.56,2305.12
668243,858685,9832,1,1020.06,1020.06
485795,858685,8017,2,917.44,1834.88
571954,630966,4455,1,771.96,771.96
406761,630966,8875,1,398.36,398.36
67137,697405,3401,1,211.19,211.19
16848,697405,485,1,333.43,333.43
557283,304907,8559,1,356.76,356.76
93514,304907,9677,3,845.49,2536.4700000000003
99092,304907,6766,4,1327.85,5311.4
220812,592267,6290,2,210.04,420.08
990102,592267,3449,1,103.22,103.22
547236,592267,9415,1,986.66,986.66
557888,244131,8762,2,1070.52,2141.04
38290,244131,9536,1,1208.91,1208.91
217013,244131,4592,1,1198.67,1198.67
242385,977155,4882,1,893.12,893.12
472402,977155,7883,2,1179.77,2359.54
2374,714634,9677,1,845.49,845.49
355788,100095,5239,4,947.58,3790.32
763954,100095,3687,1,969.4,969.4
314377,100095,5549,1,360.98,360.98
829628,997893,6165,1,611.83,611.83
155721,997893,7140,2,383.44,766.88
946968,262254,8831,1,328.9,328.9
394727,262254,9502,1,57.03,57.03
607997,842484,9120,1,1483.46,1483.46
690375,842484,8746,1,236.28,236.28
627838,381215,3962,4,582.1,2328.4
991401,381215,7774,1,1078.55,1078.55
210886,484832,6986,1,1198.17,1198.17
798893,484832,4339,5,176.89,884.4499999999999
456269,484832,5704,3,590.77,1772.31
95084,157683,9891,2,1002.8,2005.6
241305,157683,8971,2,402.55,805.1
776764,519314,1799,1,1367.5,1367.5
858645,116011,4462,3,1294.08,3882.24
814800,116011,5274,1,528.05,528.05
492524,244722,7550,2,211.52,423.04
641445,244722,1073,1,1184.89,1184.89
390235,248333,5998,1,1431.07,1431.07
573837,527799,7453,1,1298.95,1298.95
268666,527799,1308,1,193.92,193.92
325631,527799,661,2,861.91,1723.82
69844,826677,8971,1,402.55,402.55
321413,826677,6963,2,703.49,1406.98
317546,826677,835,1,895.44,895.44
994388,483582,6770,2,752.17,1504.34
526932,497970,8076,1,655.6,655.6
176721,497970,1308,4,193.92,775.68
477177,497970,6612,1,247.03,247.03
677367,568072,9832,1,1020.06,1020.06
839362,568072,9415,1,986.66,986.66
620808,187041,8241,2,1102.11,2204.22
658135,655189,6687,1,805.97,805.97
73373,175778,9407,2,267.44,534.88
355418,175778,9194,1,544.04,544.04
373851,647867,5759,1,1355.49,1355.49
625334,647867,7795,3,856.06,2568.18
963323,647867,8134,3,142.15,426.45000000000005
601541,527708,7177,1,883.85,883.85
703238,623443,9832,1,1020.06,1020.06
106798,623443,6149,3,1189.75,3569.25
192678,623443,5704,4,590.77,2363.08
41720,866763,4438,2,1256.48,2512.96
461903,860727,4248,1,525.49,525.49
562209,460928,4337,3,391.66,1174.98
211394,460928,8769,1,192.04,192.04
551007,218152,8875,1,398.36,398.36
825777,218152,3952,2,790.0,1580.0
655746,767230,1530,2,1056.51,2113.02
446857,767230,4270,2,1471.99,2943.98
350979,314268,9410,1,594.08,594.08
101503,314268,4755,1,220.96,220.96
599914,328985,8241,1,1102.11,1102.11
195083,328985,4307,1,1006.95,1006.95
576922,347082,1819,3,627.02,1881.06
398287,347082,9280,2,669.08,1338.16
430622,310564,2489,2,1246.39,2492.78
786357,310564,3246,4,1464.29,5857.16
668836,26910,4335,1,420.54,420.54
370494,26910,2489,1,1246.39,1246.39
759625,437279,159,2,102.22,204.44
943067,437279,4248,2,525.49,1050.98
29528,953934,7774,3,1078.55,3235.6499999999996
930561,170543,2202,1,995.02,995.02
327584,186454,1871,1,966.19,966.19
574260,459540,5726,3,636.42,1909.2599999999998
512423,912904,6770,1,752.17,752.17
14437,912904,2107,2,854.64,1709.28
780332,236375,6986,1,1198.17,1198.17
156727,236375,1043,3,1360.73,4082.19
231897,236375,4339,1,176.89,176.89
92111,442117,2489,1,1246.39,1246.39
768491,406596,5549,2,360.98,721.96
183964,473195,7747,1,740.59,740.59
176228,473195,3144,1,876.59,876.59
624090,113887,1738,2,483.88,967.76
438577,113887,6446,2,98.32,196.64
206597,113887,5157,1,916.11,916.11
907446,881755,1869,1,1174.09,1174.09
268038,881755,159,2,102.22,204.44
725536,618995,9410,2,594.08,1188.16
522756,701367,9120,1,1483.46,1483.46
862472,701367,5239,1,947.58,947.58
765370,701367,8017,1,917.44,917.44
517513,963516,217,2,101.36,202.72
623164,102632,7566,2,335.17,670.34
398605,646723,1893,3,705.31,2115.93
481220,646723,7883,1,1179.77,1179.77
595299,816744,3892,1,1324.62,1324.62
230394,816744,6436,3,351.84,1055.52
142085,176185,2107,1,854.64,854.64
879814,601085,12,4,1460.7,5842.8
600430,601085,6856,1,733.48,733.48
792424,934563,876,1,430.56,430.56
626887,399315,6970,1,1322.29,1322.29
224849,633787,2202,3,995.02,2985.06
8626,633787,3942,1,658.25,658.25
96234,633787,5475,4,182.27,729.08
368879,60910,4339,1,176.89,176.89
196932,60910,661,2,861.91,1723.82
748999,60910,3892,3,1324.62,3973.8599999999997
683899,22313,2202,3,995.02,2985.06
597665,22313,688,2,1114.22,2228.44
377757,22313,8971,1,402.55,402.55
27023,381590,9450,2,103.25,206.5
316767,24271,12,1,1460.7,1460.7
569592,24271,4755,2,220.96,441.92
831268,717109,8167,1,183.11,183.11
430328,717109,158,3,1018.56,3055.68
83512,717109,2456,1,741.07,741.07
186462,301239,6927,1,856.41,856.41
2021,314932,6165,1,611.83,611.83
76021,314932,4500,4,748.89,2995.56
359697,855889,3687,1,969.4,969.4
112039,855889,6536,2,629.12,1258.24
10630,908185,7453,1,1298.95,1298.95
241760,13983,1073,1,1184.89,1184.89
299580,13983,8017,1,917.44,917.44
213682,59669,3401,1,211.19,211.19
703528,59669,5967,2,494.37,988.74
62695,971321,12,1,1460.7,1460.7
501265,971321,1161,1,1186.47,1186.47
985682,283604,7866,1,1210.48,1210.48
46380,809567,617,2,884.1,1768.2
871467,809567,5619,1,1312.08,1312.08
54675,809567,5188,2,889.98,1779.96
514573,944018,6070,2,1154.63,2309.26
776407,944018,5239,2,947.58,1895.16
47980,367615,2427,1,1322.63,1322.63
906905,380578,6162,1,1018.48,1018.48
801695,380578,4766,2,143.42,286.84
752224,850074,3952,1,790.0,790.0
758219,613361,1819,2,627.02,1254.04
633428,613361,158,2,1018.56,2037.12
550361,613361,9502,3,57.03,171.09
538471,534106,4882,3,893.12,2679.36
811740,487765,835,2,895.44,1790.88
857597,839627,9436,2,344.19,688.38
499297,336528,835,2,895.44,1790.88
312584,825712,7774,1,1078.55,1078.55
744251,369174,3449,1,103.22,103.22
712041,690284,1958,2,411.77,823.54
511703,96613,4462,5,1294.08,6470.4
623634,96613,1756,1,705.37,705.37
375202,124552,6001,3,1150.41,3451.2300000000005
459978,983168,1530,1,1056.51,1056.51
220825,983168,1871,1,966.19,966.19
274971,408177,6927,1,856.41,856.41
375799,408177,2107,2,854.64,1709.28
548115,408177,5099,1,320.43,320.43
627386,180600,3144,1,876.59,876.59
130663,180600,3246,1,1464.29,1464.29
159380,180600,3090,1,130.39,130.39
205069,225365,7174,1,223.3,223.3
519573,601507,2323,1,163.41,163.41
104396,601507,7635,1,678.72,678.72
451823,601507,4969,3,889.71,2669.13
34056,430134,4131,3,1449.82,4349.46
242888,430134,3401,3,211.19,633.5699999999999
607843,901465,1161,2,1186.47,2372.94
869280,901465,5967,1,494.37,494.37
925761,901465,2512,1,1277.95,1277.95
9112,666416,217,3,101.36,304.08
873045,202398,2512,2,1277.95,2555.9
328988,132969,7866,3,1210.48,3631.44
980906,132969,4438,1,1256.48,1256.48
345119,995978,3892,1,1324.62,1324.62
813658,353192,4755,2,220.96,441.92
652416,87858,232,3,314.82,944.46
256322,87858,2886,1,1362.09,1362.09
384994,87858,8456,3,537.95,1613.8500000000001
758085,878186,1043,3,1360.73,4082.19
588979,878186,7453,1,1298.95,1298.95
954839,878186,6963,1,703.49,703.49
530726,350218,3797,5,862.43,4312.15
950483,571564,5099,1,320.43,320.43
728189,571564,3952,2,790.0,1580.0
216282,344093,7550,1,211.52,211.52
707349,344093,5531,4,1023.65,4094.6
112548,995200,9536,5,1208.91,6044.55
419338,995200,5963,2,1175.81,2351.62
209979,592041,9410,1,594.08,594.08
429405,592041,8831,1,328.9,328.9
979110,592041,9891,2,1002.8,2005.6
358878,338778,2614,1,638.09,638.09
349650,338778,4518,1,315.01,315.01
975602,96977,2523,1,58.5,58.5
604818,445594,2614,1,638.09,638.09
723845,758771,2579,2,1152.56,2305.12
934882,758771,7174,1,223.3,223.3
776163,309886,8017,2,917.44,1834.88
311248,309886,4969,1,889.71,889.71
107603,309886,2523,3,58.5,175.5
402976,655630,5141,2,847.68,1695.36
277312,655630,3401,1,211.19,211.19
256917,232203,4882,4,893.12,3572.48
295971,232203,3797,1,862.43,862.43
813241,968416,4313,1,1464.61,1464.61
753330,968416,661,3,861.91,2585.73
568736,241996,5806,1,1451.93,1451.93
485353,824821,3401,3,211.19,633.5699999999999
48036,824821,5382,1,993.32,993.32
49823,824821,9502,5,57.03,285.15
62266,132666,2512,1,1277.95,1277.95
504932,132666,7566,2,335.17,670.34
144931,322987,4537,1,641.1,641.1
181200,322987,2206,1,1483.74,1483.74
205029,322987,1089,1,1373.0,1373.0
919560,8621,4270,2,1471.99,2943.98
500237,688911,876,1,430.56,430.56
915479,688911,5999,2,143.62,287.24
768770,688911,4292,1,182.94,182.94
992399,878574,4339,2,176.89,353.78
458517,878574,7140,3,383.44,1150.32
424526,560980,6686,1,661.35,661.35
335035,560980,5026,1,753.2,753.2
316608,712277,7795,3,856.06,2568.18
122852,766522,3952,2,790.0,1580.0
82473,766522,2436,2,358.96,717.92
673014,923084,6856,2,733.48,1466.96
857811,697691,223,1,241.64,241.64
771208,697691,8456,1,537.95,537.95
621668,697691,8040,1,1262.0,1262.0
475757,659364,9280,4,669.08,2676.32
632556,659364,3687,1,969.4,969.4
586752,659364,5157,1,916.11,916.11
428147,40720,8875,1,398.36,398.36
446495,474532,217,1,101.36,101.36
125599,474532,6290,1,210.04,210.04
44280,614097,5239,2,947.58,1895.16
950921,614097,3449,1,103.22,103.22
102194,614097,8762,3,1070.52,3211.56
852050,424214,5099,2,320.43,640.86
192894,424214,4766,2,143.42,286.84
625065,348227,6446,1,98.32,98.32
36284,649069,1043,2,1360.73,2721.46
665493,649069,4270,1,1471.99,1471.99
57974,623985,174,2,510.78,1021.56
390609,543351,7566,1,335.17,335.17
705428,528179,223,4,241.64,966.56
989112,883615,4455,1,771.96,771.96
523726,883615,4500,1,748.89,748.89
773271,890002,8746,2,236.28,472.56
595002,890002,6165,3,611.83,1835.4900000000002
423501,890002,8188,1,267.66,267.66
993255,448350,1530,4,1056.51,4226.04
983180,448350,8241,2,1102.11,2204.22
443716,449290,6766,1,1327.85,1327.85
398058,449290,7174,1,223.3,223.3
709470,449290,8831,2,328.9,657.8
641184,307343,5324,1,1495.85,1495.85
661481,307343,5726,1,636.42,636.42
929683,307343,6927,1,856.41,856.41
935759,406091,2523,1,58.5,58.5
57364,406091,8167,1,183.11,183.11
33262,461051,8854,1,365.99,365.99
458395,461051,8762,1,1070.52,1070.52
195175,569750,1308,1,193.92,193.92
96415,569750,4969,2,889.71,1779.42
656050,888994,7550,3,211.52,634.5600000000001
444926,729020,7174,2,223.3,446.6
990376,729020,5619,1,1312.08,1312.08
376891,729020,8559,2,356.76,713.52
513361,328452,8076,2,655.6,1311.2
976755,295235,7620,1,1131.83,1131.83
142640,474196,2323,1,163.41,163.41
479373,474196,3144,1,876.59,876.59
474290,398063,7795,1,856.06,856.06
659221,418414,2523,1,58.5,58.5
579887,418414,159,2,102.22,204.44
32664,418414,9280,2,669.08,1338.16
467690,492317,5274,2,528.05,1056.1
540186,492317,9194,1,544.04,544.04
317460,492317,12,1,1460.7,1460.7
501605,439988,2579,4,1152.56,4610.24
263634,439988,5274,2,528.05,1056.1
610297,439988,4882,1,893.12,893.12
271547,617955,5619,3,1312.08,3936.24
85955,617955,7453,4,1298.95,5195.8
248557,577601,8241,2,1102.11,2204.22
409946,577601,5962,1,207.05,207.05
27332,577601,4592,1,1198.67,1198.67
507399,697409,1219,2,967.23,1934.46
301039,16271,2579,1,1152.56,1152.56
90178,950093,5564,2,837.22,1674.44
977126,773383,5963,2,1175.81,2351.62
584608,773383,2523,2,58.5,117.0
866860,63591,4500,4,748.89,2995.56
570271,393200,1566,1,591.2,591.2
713083,393200,7747,1,740.59,740.59
512293,427519,4339,2,176.89,353.78
253599,427519,2949,1,1392.35,1392.35
883884,147710,2579,3,1152.56,3457.68
19181,147710,5026,1,753.2,753.2
634092,174120,5963,3,1175.81,3527.43
388713,846673,8134,2,142.15,284.3
942684,846673,2059,1,1455.41,1455.41
127999,791961,9832,1,1020.06,1020.06
791210,791961,1512,1,950.25,950.25
160468,791961,1308,2,193.92,387.84
413651,629419,6927,1,856.41,856.41
785148,629419,7774,2,1078.55,2157.1
570765,629419,4131,1,1449.82,1449.82
100106,521689,6446,1,98.32,98.32
509359,521689,5324,5,1495.85,7479.25
70427,257564,5475,2,182.27,364.54
873631,257564,5998,2,1431.07,2862.14
2728,169683,3892,1,1324.62,1324.62
987112,341488,2202,3,995.02,2985.06
15876,407954,1887,2,801.03,1602.06
166584,426024,6612,2,247.03,494.06
279181,294193,3962,2,582.1,1164.2
228847,294193,8456,2,537.95,1075.9
406674,469277,5157,3,916.11,2748.33
742857,469277,2059,2,1455.41,2910.82
792787,306898,8831,1,328.9,328.9
143467,306898,5099,2,320.43,640.86
386894,306898,9410,1,594.08,594.08
755962,645696,9536,1,1208.91,1208.91
587093,645696,2323,2,163.41,326.82
920597,645696,7620,1,1131.83,1131.83
167320,482404,3797,1,862.43,862.43
676587,482404,876,1,430.56,430.56
522600,799845,835,1,895.44,895.44
652411,526047,5759,1,1355.49,1355.49
394736,913705,835,2,895.44,1790.88
754508,913705,7550,1,211.52,211.52
760051,241947,5864,2,1417.44,2834.88
147635,241947,6165,2,611.83,1223.66
546543,720370,5998,1,1431.07,1431.07
122994,720370,7747,1,740.59,740.59
953878,720370,584,4,1194.22,4776.88
453136,868549,4339,2,176.89,353.78
38153,868549,8241,1,1102.11,1102.11
292122,774440,8463,1,295.87,295.87
144054,306499,2949,3,1392.35,4177.049999999999
217859,306499,4882,1,893.12,893.12
3683,306499,7750,1,1477.17,1477.17
548529,245412,8076,1,655.6,655.6
131311,245412,9832,1,1020.06,1020.06
803330,493933,5998,1,1431.07,1431.07
326578,642177,5382,1,993.32,993.32
657927,890162,7635,1,678.72,678.72
282438,913827,9415,1,986.66,986.66
708868,913827,3962,1,582.1,582.1
90686,913827,6290,2,210.04,420.08
33731,402742,9854,4,716.26,2865.04
777094,402742,5704,1,590.77,590.77
887915,402742,5274,3,528.05,1584.1499999999999
816334,429882,3966,2,1442.35,2884.7
185695,429882,8241,2,1102.11,2204.22
366420,429882,1756,2,705.37,1410.74
577742,555859,6749,2,969.27,1938.54
781542,555859,3966,1,1442.35,1442.35
993712,339243,876,2,430.56,861.12
848751,727334,5999,2,143.62,287.24
640493,727334,1530,3,1056.51,3169.5299999999997
360990,229283,584,4,1194.22,4776.88
786247,229283,5963,3,1175.81,3527.43
949201,562994,5726,2,636.42,1272.84
255811,562994,1089,2,1373.0,2746.0
719128,562994,4270,2,1471.99,2943.98
639312,167505,3966,2,1442.35,2884.7
139626,852614,3401,2,211.19,422.38
439740,459533,4248,2,525.49,1050.98
928700,84118,4592,2,1198.67,2397.34
981245,84118,8784,2,550.3,1100.6
868806,84118,159,2,102.22,204.44
347584,13469,1095,1,1349.17,1349.17
444075,466910,6832,1,1094.28,1094.28
313656,466910,4766,1,143.42,143.42
880482,969906,1073,1,1184.89,1184.89
6698,969906,8971,1,402.55,402.55
366538,969906,1738,1,483.88,483.88
134182,278440,1089,2,1373.0,2746.0
189747,700212,5239,1,947.58,947.58
847164,700212,485,1,333.43,333.43
612922,700212,835,4,895.44,3581.76
859554,365895,8971,2,402.55,805.1
122701,43792,4592,1,1198.67,1198.67
580310,43792,7795,1,856.06,856.06
273965,804299,2456,2,741.07,1482.14
475303,804299,3246,3,1464.29,4392.87
936516,804299,223,2,241.64,483.28
861978,648454,7177,1,883.85,883.85
276934,648454,4071,1,956.73,956.73
833335,648454,688,1,1114.22,1114.22
850676,55094,8971,1,402.55,402.55
582948,55094,5999,1,143.62,143.62
190141,55094,5549,2,360.98,721.96
520338,93344,5864,1,1417.44,1417.44
869246,93344,6536,1,629.12,629.12
230800,466880,7022,1,846.92,846.92
368808,466880,4438,3,1256.48,3769.44
274998,552098,4339,1,176.89,176.89
253098,552098,2614,1,638.09,638.09
307071,216456,4339,2,176.89,353.78
225237,216456,7566,2,335.17,670.34
375960,216456,7140,1,383.44,383.44
987005,916282,2456,2,741.07,1482.14
205716,198543,5759,4,1355.49,5421.96
981508,198543,6970,1,1322.29,1322.29
495571,198543,6001,2,1150.41,2300.82
29947,130021,9832,1,1020.06,1020.06
336467,130021,9854,1,716.26,716.26
139023,130021,7140,3,383.44,1150.32
837884,378985,7866,1,1210.48,1210.48
421184,378985,7550,2,211.52,423.04
152277,378985,4438,2,1256.48,2512.96
510093,501729,3144,1,876.59,876.59
303293,501729,345,1,1220.68,1220.68
830634,431011,9891,2,1002.8,2005.6
529317,431011,5337,1,181.97,181.97
595687,648133,7795,2,856.06,1712.12
315791,648133,6070,1,1154.63,1154.63
160567,648133,2059,1,1455.41,1455.41
966958,79331,7774,2,1078.55,2157.1
618222,200544,617,1,884.1,884.1
259574,491216,5337,3,181.97,545.91
199789,491216,7750,2,1477.17,2954.34
832473,491216,6290,3,210.04,630.12
893187,134904,223,1,241.64,241.64
859406,134904,8746,2,236.28,472.56
916661,134904,7453,1,1298.95,1298.95
844787,239690,8076,1,655.6,655.6
725303,239690,1512,1,950.25,950.25
81852,239690,4500,1,748.89,748.89
967652,808837,4307,2,1006.95,2013.9
998898,808837,8831,1,328.9,328.9
374579,669835,1871,3,966.19,2898.57
85683,669835,2456,1,741.07,741.07
983600,669835,2066,1,1364.6,1364.6
920364,517839,9891,2,1002.8,2005.6
95841,219490,617,1,884.1,884.1
851908,200086,4455,2,771.96,1543.92
633351,79915,5864,2,1417.44,2834.88
6970,907209,5337,1,181.97,181.97
405498,907209,5549,2,360.98,721.96
351808,907209,232,1,314.82,314.82
388215,681236,5564,1,837.22,837.22
958682,201770,6070,1,1154.63,1154.63
819518,201770,5157,2,916.11,1832.22
376675,561201,8044,4,521.48,2085.92
555986,561201,4337,2,391.66,783.32
425248,561201,2489,4,1246.39,4985.56
527375,330951,6970,1,1322.29,1322.29
237066,330951,5141,4,847.68,3390.72
254378,330951,1530,2,1056.51,2113.02
47412,440304,8134,1,142.15,142.15
287817,440304,6612,1,247.03,247.03
452004,440304,8463,2,295.87,591.74
776356,206891,6963,1,703.49,703.49
781336,206891,4313,1,1464.61,1464.61
875352,206891,3144,2,876.59,1753.18
913227,518286,8076,2,655.6,1311.2
451273,518286,7795,1,856.06,856.06
841549,620564,6070,1,1154.63,1154.63
862332,620564,8027,1,1430.95,1430.95
926250,456908,2523,1,58.5,58.5
705726,456908,9415,4,986.66,3946.64
708113,456908,5239,2,947.58,1895.16
974908,440885,8831,2,328.9,657.8
231086,440885,6927,1,856.41,856.41
685418,440885,4131,4,1449.82,5799.28
168167,284787,8746,4,236.28,945.12
635982,284787,3090,1,130.39,130.39
261965,284787,6149,1,1189.75,1189.75
337577,944748,6766,1,1327.85,1327.85
669588,944748,217,1,101.36,101.36
473551,944748,1073,2,1184.89,2369.78
197330,880442,4455,1,771.96,771.96
14399,615703,6711,2,265.31,530.62
324513,615703,1756,2,705.37,1410.74
740471,671604,1095,3,1349.17,4047.51
951798,671604,5967,1,494.37,494.37
365317,904492,2508,3,579.92,1739.7599999999998
164140,904492,8241,2,1102.11,2204.22
184465,988007,3966,4,1442.35,5769.4
823834,988007,4337,2,391.66,783.32
482979,833960,1073,1,1184.89,1184.89
323315,833960,3966,2,1442.35,2884.7
499547,3763,584,5,1194.22,5971.1
989447,3763,3952,1,790.0,790.0
959676,3763,3797,2,862.43,1724.86
952566,676576,8746,2,236.28,472.56
422378,676576,3246,5,1464.29,7321.45
61117,676576,1512,1,950.25,950.25
318201,780794,1161,2,1186.47,2372.94
756133,780794,4248,2,525.49,1050.98
344328,622299,8762,2,1070.52,2141.04
281768,622299,6162,1,1018.48,1018.48
947153,674001,1089,1,1373.0,1373.0
821842,674001,8121,1,330.78,330.78
194934,674001,8971,4,402.55,1610.2
