ShipmentID,OrderID,OrderDate,ShippedDate,DeliveryDate,ReturnDate,EstimatedDelivery,Carrier,TrackingNumber
8819321,244722,2023-07-18,2023-07-21,2023-07-31,,2023-08-01,USPS,Aag704515935
6412426,248333,2022-05-29,2022-05-30,2022-06-01,,2022-06-11,USPS,rFk894304668
2015626,527799,2022-08-23,2022-08-24,2022-09-03,,2022-08-26,Royal Mail,DXt693050219
5567880,826677,2023-09-25,2023-09-27,2023-09-27,,2023-10-03,DHL,OHJ916497341
7016963,483582,2023-06-05,2023-06-07,2023-06-08,,2023-06-20,UPS,Hrh926751253
4193955,497970,2022-09-27,2022-09-28,2022-10-09,,2022-10-10,UPS,ZDc124273398
6838567,568072,2023-03-12,2023-03-15,2023-03-20,,2023-03-20,FedEx,eyG830150678
7639659,187041,2023-01-28,2023-01-30,2023-01-31,,2023-02-09,DHL,RlE484538551
6418741,655189,2022-08-17,2022-08-19,2022-08-27,,2022-08-26,DHL,OkP771905364
3683855,175778,2022-11-10,2022-11-13,2022-11-21,,2022-11-25,DHL,Ste723143215
1943325,647867,2021-11-27,2021-11-30,2021-12-11,,2021-12-04,Royal Mail,WON847125490
14887,527708,2023-08-29,2023-08-30,2023-09-10,,2023-09-06,DHL,fvp654898954
733885,623443,2023-09-13,2023-09-14,2023-09-20,,2023-09-21,Royal Mail,VtC305656812
7465845,866763,2023-04-18,2023-04-20,2023-04-25,,2023-05-03,Royal Mail,lAm913968405
7514590,860727,2023-04-23,2023-04-26,2023-04-27,,2023-04-28,FedEx,VaO082487724
8693995,218152,2022-07-08,2022-07-11,2022-07-14,,2022-07-21,DHL,DrC503655044
2510308,767230,2022-04-19,2022-04-20,2022-05-01,,2022-04-23,UPS,BlC098298070
258223,314268,2022-04-12,2022-04-13,2022-04-17,,2022-04-14,DHL,ABD160786416
2653252,328985,2022-10-01,2022-10-02,2022-10-04,,2022-10-13,DHL,dQu419703124
7488088,347082,2023-05-09,2023-05-11,2023-05-11,,2023-05-17,Royal Mail,fdW369440617
1472483,310564,2023-08-19,2023-08-22,2023-09-01,,2023-09-04,Royal Mail,nNr298635142
4283328,26910,2022-03-01,2022-03-02,2022-03-11,,2022-03-06,FedEx,fBK443421978
5756379,437279,2023-07-21,2023-07-22,2023-07-23,,2023-07-29,DHL,vLB381703458
5087807,953934,2023-07-04,2023-07-06,2023-07-18,,2023-07-14,Royal Mail,njl387007613
4617362,170543,2022-09-02,2022-09-05,2022-09-12,,2022-09-09,UPS,iXz000853630
3464840,186454,2022-04-12,2022-04-13,2022-04-19,,2022-04-25,USPS,NNL365478004
3165015,459540,2023-11-18,2023-11-20,,,2023-12-03,DHL,wzc088670346
1210199,912904,2023-06-15,2023-06-18,2023-06-29,,2023-06-29,USPS,gJz814327867
9077492,236375,2022-05-26,2022-05-27,2022-06-04,,2022-06-01,USPS,Wty988425235
5586261,442117,2022-10-01,2022-10-03,2022-10-13,,2022-10-16,DHL,eIv356046141
7594439,406596,2023-03-30,2023-04-02,2023-04-05,,2023-04-14,DHL,XFY840124360
8582581,473195,2022-05-22,2022-05-24,2022-05-27,,2022-06-05,FedEx,QAm945633880
9378061,881755,2022-03-25,2022-03-26,2022-04-04,,2022-03-30,FedEx,DpN133166709
6815869,618995,2023-07-06,2023-07-07,2023-07-14,,2023-07-10,FedEx,Qmd364911188
964062,701367,2022-08-13,2022-08-16,2022-08-24,,2022-08-29,Royal Mail,avu704723582
5806338,963516,2023-06-11,2023-06-12,2023-06-13,,2023-06-18,FedEx,VFy759478130
1550404,102632,2023-01-17,2023-01-18,2023-01-31,,2023-01-22,DHL,oZl691389795
5751196,646723,2023-10-27,2023-10-29,2023-10-30,,2023-11-01,FedEx,Dss579374939
135412,816744,2022-08-26,2022-08-28,2022-09-03,,2022-09-06,USPS,SnJ607400261
1075054,601085,2022-10-24,2022-10-27,2022-10-26,,2022-11-09,USPS,Dgi429883621
2890975,934563,2023-09-30,2023-10-03,2023-10-05,,2023-10-08,UPS,uwG995358074
3310132,399315,2022-02-19,2022-02-21,2022-02-27,,2022-02-27,Royal Mail,LVz046959993
1276557,633787,2022-01-28,2022-01-31,2022-02-04,,2022-02-04,UPS,QSu895849659
6664631,60910,2023-09-24,2023-09-26,2023-10-05,,2023-10-10,USPS,Wrr231869340
3359113,22313,2021-11-18,2021-11-19,2021-11-29,,2021-11-30,USPS,UTv619384841
3313995,381590,2021-12-13,2021-12-14,2021-12-20,,2021-12-22,FedEx,HEC208644256
8452405,24271,2023-01-29,2023-01-30,2023-02-10,,2023-02-03,USPS,uPj310698153
8783474,717109,2022-09-12,2022-09-14,2022-09-22,,2022-09-23,DHL,GOQ997566817
7894609,301239,2021-11-21,2021-11-22,2021-11-29,,2021-11-28,Royal Mail,rSb544470905
6286766,314932,2022-12-08,2022-12-09,2022-12-20,,2022-12-15,USPS,zZj376539244
3075265,855889,2023-10-25,2023-10-27,2023-11-05,,2023-11-05,DHL,fIa501052694
26124,908185,2022-06-30,2022-07-02,2022-07-03,,2022-07-16,DHL,OGV915862770
2342195,13983,2023-05-12,2023-05-15,2023-05-16,,2023-05-26,Royal Mail,zpC351923025
25190,59669,2021-11-22,2021-11-24,2021-12-05,,2021-11-26,UPS,KUS574709897
6587953,971321,2022-10-15,2022-10-18,2022-10-25,,2022-10-31,USPS,Irb224004505
5030069,283604,2023-01-21,2023-01-23,2023-02-04,,2023-01-27,USPS,KGJ196209572
2431253,809567,2023-07-04,2023-07-06,2023-07-18,,2023-07-16,DHL,MNJ756032417
1576656,944018,2021-11-19,2021-11-20,2021-11-24,,2021-11-30,DHL,LGu275388661
9652638,367615,2021-11-27,2021-11-28,2021-11-30,,2021-12-09,USPS,zKA707862499
623974,380578,2023-01-01,2023-01-04,2023-01-11,,2023-01-12,UPS,kUE017842842
8153276,850074,2022-04-15,2022-04-18,2022-04-21,,2022-05-02,DHL,aHL267322642
923705,613361,2022-11-04,2022-11-07,2022-11-18,,2022-11-14,Royal Mail,SYJ650982055
4305913,534106,2022-09-18,2022-09-20,2022-10-01,,2022-09-25,UPS,kCJ586745648
3476535,487765,2023-02-22,2023-02-24,2023-03-06,,2023-03-10,DHL,SIi266582334
3794504,839627,2022-10-24,2022-10-27,2022-11-02,,2022-11-10,DHL,Lrs360753318
5814480,336528,2022-03-06,2022-03-07,2022-03-15,,2022-03-08,Royal Mail,lIY990307898
7957930,825712,2022-02-07,2022-02-09,2022-02-19,,2022-02-10,Royal Mail,sUv630354341
7862608,369174,2023-02-12,2023-02-13,2023-02-19,,2023-02-15,DHL,awA752582193
7227102,690284,2022-06-11,2022-06-12,2022-06-24,,2022-06-22,Royal Mail,opz642143770
4275613,96613,2021-11-22,2021-11-24,2021-11-30,,2021-12-07,USPS,NSW751518347
3432843,124552,2021-12-21,2021-12-24,2021-12-29,,2022-01-06,DHL,cif924572636
8532519,983168,2023-06-03,2023-06-06,2023-06-05,,2023-06-20,Royal Mail,FFS764974753
29869,408177,2022-04-25,2022-04-26,2022-04-29,,2022-04-29,FedEx,sJF556433037
4424683,180600,2022-09-07,2022-09-10,2022-09-21,,2022-09-14,Royal Mail,OTS057647841
8528460,225365,2022-12-25,2022-12-28,2023-01-08,,2023-01-09,Royal Mail,pBE632738193
2169044,601507,2022-08-10,2022-08-11,2022-08-18,,2022-08-21,Royal Mail,MKd065419681
4177473,430134,2022-07-04,2022-07-05,2022-07-17,,2022-07-14,UPS,Ewb595305525
521260,901465,2022-11-15,2022-11-17,2022-11-28,,2022-11-29,UPS,yzG961873203
4418755,666416,2022-01-25,2022-01-27,2022-01-27,,2022-02-08,UPS,Xcn630083308
1551641,202398,2023-10-05,2023-10-07,2023-10-11,,2023-10-11,FedEx,ZLM192379929
5100867,132969,2021-11-28,2021-12-01,2021-12-11,,2021-12-05,USPS,BVO837235944
2604871,995978,2023-03-15,2023-03-17,2023-03-28,,2023-03-31,UPS,xId516090955
4731638,353192,2022-10-15,2022-10-17,2022-10-18,,2022-10-18,USPS,REa091317893
1403516,87858,2022-11-03,2022-11-04,2022-11-15,,2022-11-12,DHL,ahp242330488
7762362,571564,2022-04-14,2022-04-17,2022-04-20,,2022-04-19,Royal Mail,yCW181024520
587331,344093,2022-04-09,2022-04-10,2022-04-22,,2022-04-14,Royal Mail,goG499254641
3180217,995200,2023-06-14,2023-06-15,2023-06-22,,2023-06-25,DHL,CQn783244667
9333551,338778,2023-03-21,2023-03-24,2023-04-02,,2023-04-06,USPS,Cxr617472833
272203,96977,2022-12-14,2022-12-17,2022-12-16,,2022-12-24,USPS,Tok056005850
5413256,445594,2023-06-08,2023-06-10,2023-06-10,,2023-06-21,DHL,lXw359472194
7796,758771,2023-07-16,2023-07-18,2023-07-26,,2023-07-20,UPS,sKx379950872
4270569,309886,2022-07-05,2022-07-08,2022-07-16,,2022-07-20,FedEx,GvX443489045
5409264,655630,2022-02-20,2022-02-23,2022-03-02,,2022-03-07,USPS,ROg878893885
5938364,232203,2022-06-25,2022-06-27,2022-07-07,,2022-07-08,Royal Mail,OdU507211566
5066441,968416,2023-02-24,2023-02-25,2023-03-08,,2023-03-10,USPS,IKZ439050608
3078388,824821,2023-06-14,2023-06-17,2023-06-16,,2023-06-21,UPS,TKB884383298
5148057,132666,2022-06-28,2022-06-30,2022-07-09,,2022-07-05,Royal Mail,jyS432259523
924270,322987,2022-02-08,2022-02-11,2022-02-20,,2022-02-13,USPS,xjs488544681
523310,8621,2022-08-25,2022-08-28,2022-08-29,,2022-09-08,FedEx,IFN512690144
7048462,688911,2021-12-06,2021-12-08,2021-12-14,,2021-12-13,Royal Mail,vnc765499422
6807019,878574,2022-10-05,2022-10-06,2022-10-11,,2022-10-14,FedEx,tWs088809068
1119661,560980,2023-08-07,2023-08-10,2023-08-09,,2023-08-20,USPS,KVT228657897
6055156,712277,2022-01-28,2022-01-30,2022-02-07,,2022-02-12,FedEx,tCm555531139
4392382,766522,2022-03-01,2022-03-02,2022-03-04,,2022-03-11,Royal Mail,ZSJ295470594
8360860,923084,2023-01-13,2023-01-16,2023-01-24,,2023-01-26,UPS,dsy346445800
2332238,697691,2022-01-11,2022-01-13,2022-01-25,,2022-01-18,USPS,nVA665416505
2143525,659364,2023-05-25,2023-05-28,2023-05-31,,2023-06-08,Royal Mail,bcv626161251
609063,40720,2022-10-27,2022-10-29,2022-11-03,,2022-11-03,UPS,eca176619733
1873838,474532,2023-10-17,2023-10-19,2023-10-21,,2023-10-20,DHL,XBW562582171
6209389,614097,2021-11-18,2021-11-19,2021-11-28,,2021-11-22,DHL,lCP234866362
6595574,424214,2022-12-11,2022-12-13,2022-12-14,,2022-12-14,FedEx,zgF752719304
4566413,348227,2023-01-10,2023-01-13,2023-01-19,,2023-01-19,FedEx,QkZ514794817
2810820,649069,2022-06-21,2022-06-22,2022-06-25,,2022-06-27,DHL,NLe980942274
7481782,623985,2022-12-30,2023-01-02,2023-01-04,,2023-01-11,USPS,NbK964653596
4902370,543351,2022-04-02,2022-04-03,2022-04-10,,2022-04-04,USPS,Rge344479186
3839801,528179,2022-01-04,2022-01-06,2022-01-16,,2022-01-13,DHL,IPe249241835
1665139,883615,2022-04-05,2022-04-06,2022-04-10,,2022-04-20,Royal Mail,jDe923897321
5976132,890002,2022-03-31,2022-04-01,2022-04-12,,2022-04-12,FedEx,SGQ159114626
5201579,448350,2022-04-10,2022-04-12,2022-04-24,,2022-04-25,DHL,sNH633953535
3471265,449290,2023-05-17,2023-05-19,2023-05-29,,2023-05-31,UPS,Khl454485855
7608196,307343,2023-06-28,2023-07-01,2023-07-07,,2023-07-04,UPS,LkF691258795
4102073,406091,2023-01-05,2023-01-06,2023-01-12,,2023-01-13,USPS,ICe344854420
2837137,461051,2022-02-16,2022-02-19,2022-02-27,,2022-02-23,USPS,giU681030074
5301320,569750,2022-04-21,2022-04-23,2022-04-26,,2022-04-26,USPS,lON166577590
6124668,888994,2022-01-19,2022-01-21,2022-01-26,,2022-01-27,Royal Mail,uDx320484307
8794273,729020,2022-04-14,2022-04-16,2022-04-22,,2022-04-30,Royal Mail,Icq928193240
8968935,328452,2023-06-20,2023-06-21,2023-06-24,,2023-07-05,FedEx,WiW725550848
508071,295235,2023-03-03,2023-03-05,2023-03-05,,2023-03-11,DHL,yCG864131755
1121190,474196,2023-11-08,2023-11-11,2023-11-14,,2023-11-16,Royal Mail,MQb909637688
3987697,398063,2022-10-09,2022-10-10,2022-10-14,,2022-10-16,Royal Mail,CKM316963126
7603086,492317,2023-01-02,2023-01-03,2023-01-13,,2023-01-12,UPS,fBE237607781
9417586,439988,2023-08-16,2023-08-17,2023-08-30,,2023-08-19,UPS,Hzy541781824
3826177,617955,2023-11-02,2023-11-03,2023-11-16,,2023-11-12,Royal Mail,qAy962940780
8637804,697409,2023-05-06,2023-05-09,2023-05-09,,2023-05-10,FedEx,GzS625175550
5237031,16271,2022-12-26,2022-12-29,2023-01-06,,2023-01-07,Royal Mail,eFm566886650
414430,950093,2022-03-15,2022-03-18,2022-03-21,,2022-03-20,UPS,lmP701610798
4650499,773383,2022-08-27,2022-08-30,2022-09-03,,2022-09-06,UPS,ubP849613034
3280474,393200,2022-07-12,2022-07-15,2022-07-14,,2022-07-21,Royal Mail,fBW810455623
3972226,427519,2023-01-19,2023-01-20,2023-01-21,,2023-01-25,Royal Mail,HYz251102280
157732,147710,2023-09-23,2023-09-25,2023-10-04,,2023-09-28,FedEx,PvV816170027
8141812,174120,2022-09-05,2022-09-06,2022-09-17,,2022-09-19,DHL,oau686366232
2572325,846673,2022-09-06,2022-09-09,2022-09-16,,2022-09-19,FedEx,fCv538769935
5349962,791961,2022-08-16,2022-08-17,2022-08-20,,2022-08-31,DHL,dqa961564599
4893391,629419,2022-01-01,2022-01-03,2022-01-06,,2022-01-16,Royal Mail,ZLt772448064
1061192,521689,2023-10-25,2023-10-26,2023-10-29,,2023-11-09,Royal Mail,DOP293028507
2948951,257564,2023-08-15,2023-08-18,2023-08-19,,2023-08-21,Royal Mail,WDO281460639
6958261,169683,2023-04-17,2023-04-19,2023-05-01,,2023-04-30,FedEx,RVz788629599
2220158,341488,2022-10-17,2022-10-18,2022-10-21,,2022-10-19,UPS,Oub085483681
873590,407954,2022-07-09,2022-07-10,2022-07-23,,2022-07-13,UPS,BHZ271645952
2684009,426024,2022-12-07,2022-12-10,2022-12-10,,2022-12-18,DHL,dHO785094711
4410287,294193,2021-12-27,2021-12-30,2022-01-08,,2022-01-13,FedEx,qNQ419749118
4090703,469277,2022-09-06,2022-09-07,2022-09-09,,2022-09-11,FedEx,zMD561135924
1410984,306898,2022-09-24,2022-09-27,2022-10-03,,2022-09-29,FedEx,Lot815619617
1345274,645696,2022-12-18,2022-12-21,2022-12-22,,2022-12-22,DHL,FWo562755719
1006913,482404,2022-05-24,2022-05-25,2022-06-03,,2022-06-02,FedEx,ycB875962986
6401976,799845,2023-07-05,2023-07-06,2023-07-16,,2023-07-18,USPS,zjH216966901
2106642,526047,2022-08-27,2022-08-30,2022-09-04,,2022-09-03,FedEx,UlY069354329
3271183,913705,2022-02-09,2022-02-11,2022-02-13,,2022-02-19,UPS,jKb228295229
4685053,241947,2023-11-10,2023-11-12,,,2023-11-13,Royal Mail,dIx019732177
875064,720370,2022-01-14,2022-01-17,2022-01-25,,2022-01-20,UPS,yOz532893637
609101,868549,2023-11-13,2023-11-16,,,2023-11-19,UPS,Ibr006720281
4274787,774440,2022-09-19,2022-09-21,2022-09-24,,2022-10-03,UPS,GMP789720110
593458,306499,2023-07-17,2023-07-20,2023-07-31,,2023-07-28,FedEx,DEs443551100
2075470,245412,2023-08-04,2023-08-05,2023-08-18,,2023-08-10,DHL,Loe410903886
5601246,493933,2022-04-09,2022-04-10,2022-04-17,,2022-04-21,DHL,tBr348331842
2177267,642177,2023-09-08,2023-09-09,2023-09-11,,2023-09-14,DHL,Akt517311869
9829005,890162,2023-10-17,2023-10-18,2023-10-28,,2023-10-29,UPS,xQl766101368
168410,913827,2022-08-07,2022-08-08,2022-08-09,,2022-08-21,USPS,uji889530179
1466817,402742,2022-06-29,2022-07-02,2022-07-10,,2022-07-10,DHL,cZH826109391
8227325,429882,2022-07-14,2022-07-16,2022-07-16,,2022-07-18,UPS,uCp255235405
3322799,555859,2021-11-28,2021-11-30,2021-12-12,,2021-12-12,Royal Mail,sel617360667
9875977,339243,2022-06-08,2022-06-09,2022-06-19,,2022-06-16,FedEx,trE508490609
2740857,727334,2022-07-22,2022-07-23,2022-07-26,,2022-08-02,FedEx,pqI141689648
7527732,229283,2022-09-14,2022-09-17,2022-09-28,,2022-09-19,UPS,HiU093667566
8705137,562994,2023-01-26,2023-01-29,2023-01-30,,2023-01-31,USPS,ocs315605282
7994617,167505,2022-04-07,2022-04-08,2022-04-09,,2022-04-12,UPS,olr639039198
5118673,459533,2022-06-22,2022-06-23,2022-06-28,,2022-06-26,USPS,RpJ951196125
3671261,84118,2022-09-11,2022-09-14,2022-09-19,,2022-09-19,DHL,jQf494542208
1114887,13469,2022-02-11,2022-02-12,2022-02-13,,2022-02-23,FedEx,IjW831555089
8975887,466910,2022-12-08,2022-12-10,2022-12-11,,2022-12-17,UPS,WRI385549716
1092883,969906,2023-02-13,2023-02-15,2023-02-17,,2023-02-19,DHL,AGs240225538
8927775,278440,2022-01-22,2022-01-23,2022-01-27,,2022-02-03,Royal Mail,hCJ903309937
