InventoryLogID,ProductID,QuantityChange,ChangeDate,Reason
d8d28849-74d7-4320-a7e0-95cc8db5b4f9,3090,-2,01-02-2023,Sale
fbc6892b-62e4-4821-93e2-92bc814e6d98,1958,-2,23-11-2022,Sale
02fdc0c8-a27e-4ef6-b9f6-1cce4583abf2,7453,-3,02-03-2023,Sale
1ad5c0da-22d5-4993-bd33-aff61e69391b,1219,-2,16-10-2023,Sale
109a3894-220d-4e6a-8849-23ce01bc76a1,3687,-3,03-09-2022,Sale
ea95f2f2-d273-43ab-a4b8-e2bdb1956eea,8188,-1,25-09-2022,Sale
43656d72-9e53-4d52-a494-d84041e7925b,1738,-2,04-08-2022,Sale
d8e2b029-84eb-48b8-bf59-db0e63ee2d4d,6687,-1,26-11-2021,Sale
2d91d584-201b-4600-8fc5-5b929af47f1d,5337,-1,08-07-2022,Sale
59f45f3a-125f-4271-98ab-36c60e9a8717,8134,-1,04-05-2023,Sale
5164d148-38f8-449d-a8cf-4e5a22c86093,2427,-1,17-01-2022,Sale
46fee0e6-8b3d-49dd-830e-c836cd489aa5,7795,-3,03-04-2023,Sale
129c780d-f513-41a0-98a5-edfc33b6dd87,2456,-1,14-02-2023,Sale
feeebc72-e832-4c44-bfa3-b9e13d3e2844,4292,-3,26-04-2023,Sale
c44f89bd-c1c5-487b-91ba-0cd8e4cdd102,4335,-2,24-12-2022,Sale
2afef5f9-2bce-4e2f-82e4-6728fa469888,4248,-1,10-10-2022,Sale
20b87e40-d8d0-4dab-94f5-81cf822e135d,9450,-1,08-05-2023,Sale
25e5e793-c423-4035-abba-294f41a53f67,688,-3,20-03-2023,Sale
377d2726-7a54-4393-ba0c-71901b6e53cd,5962,-2,29-12-2021,Sale
ef4abaac-82db-4383-a358-2ccf13b493e5,6832,-2,07-01-2023,Sale
a9a3616c-cf89-4f51-befa-b22b57a66c79,5914,-1,07-11-2022,Sale
3874b132-f9f1-440f-9aa9-5a173ad5c1eb,7620,-4,05-09-2022,Sale
a2dd4a1c-731f-49a6-b910-30643914bcde,1819,-2,25-07-2023,Sale
ac1ccadc-9d11-4763-8386-aea5bbdef1ed,3449,-2,27-02-2023,Sale
2fa8ae80-1b2b-4819-bc4c-aa6e9aec67b5,9280,-5,01-07-2022,Sale
79f25225-e41b-425d-a831-463b86c79750,5549,-2,10-12-2022,Sale
c2fc570f-d55d-482a-b78d-3ec02a0350a4,5564,-3,26-10-2022,Sale
97119628-bc08-479b-8ae8-a6210e2c4b11,9415,-2,30-08-2022,Sale
32c9b905-1a3c-46b3-a7d0-efdd3c9d02d0,6986,-1,25-02-2022,Sale
1ae23c33-6a2d-4bb6-b052-2a2a68bf620d,9450,-3,04-07-2023,Sale
3176e9f7-6212-4ac4-bc37-5eb01d27cccd,1043,-4,09-11-2023,Sale
4256c836-c562-4d05-9a7f-4a343f4febbc,6927,-1,08-09-2023,Sale
0ff15543-39a1-4ec5-9fbb-a96db957bf2e,6749,-2,13-12-2022,Sale
bf82c892-9e1c-4f82-bae3-05a1a64eb55f,8875,-1,23-10-2022,Sale
4eb66ea7-5e99-4b26-b0c2-eac72f380f20,793,-2,23-08-2023,Sale
ec80fd0c-24a6-4e08-88e9-4f1eee10abcc,4292,-1,22-07-2022,Sale
350972b9-25cb-44dd-be38-aaccb4a2281c,1089,-1,28-03-2023,Sale
a5e5a95b-3a6c-426f-8094-7de3332eddd6,4500,-1,12-09-2022,Sale
11546db8-0d95-45dd-b321-a05d42c4402c,4537,-2,15-05-2023,Sale
a010c5cc-b2c9-45b2-b0a0-4baa2cbfd59c,5624,-4,16-07-2023,Sale
9aca18ed-d5f2-4049-a7b8-9ed658ef8867,641,-1,23-07-2022,Sale
f9d0cc19-57ad-4e10-a48f-f973072c19a9,6520,-1,17-12-2021,Sale
b9b9e33f-3cee-48ee-82ed-68e0446075aa,2886,-1,20-06-2023,Sale
8b44fe00-2685-473d-9357-136439d86d1f,7635,-1,01-07-2022,Sale
cce28a89-d5b0-4728-afd2-1900121b4450,8762,-3,06-03-2023,Sale
f792f5f3-a1a2-4d47-8d04-ec4ce37c073e,9436,-3,09-05-2023,Sale
c4da86b7-3b3c-4bdb-bff8-83ef2744c645,485,-1,25-09-2022,Sale
9e5571d4-3f36-4a8f-9da3-345c68d252ac,6970,-1,15-05-2023,Sale
840ecef0-7c7b-467d-9e5d-822f085dfecc,7550,-2,28-07-2023,Sale
709d281f-5711-4ad2-9140-f339c1fe84c8,5967,-2,21-07-2023,Sale
6623f082-426f-4636-ac7a-e1e2553854f7,8784,-1,23-03-2023,Sale
3a2e25ed-62fe-435e-91d0-311e0add58a7,4766,-1,17-06-2022,Sale
97c68813-654a-457f-96b1-6c74f37102be,3962,-1,07-04-2022,Sale
cf8cbdf1-023a-4d1b-8e7a-e7b0a77c9357,3962,-2,18-09-2022,Sale
16d54804-090e-4933-9d26-a31813422a2c,3966,-3,07-03-2022,Sale
17731620-65ee-48f7-b9d2-e2028ae0fd8c,7635,-1,29-06-2023,Sale
177e57ac-9972-486b-ab9b-d8be0a9729a0,7795,-2,29-09-2023,Sale
8df29448-421c-4ace-a2e6-a975e1275617,345,-3,20-05-2023,Sale
85ecdeda-2d21-4f8c-be35-a8a8e5a10b75,8076,-1,11-08-2023,Sale
5e247b8b-f573-4f04-aa9a-0c09e0b2c755,8784,-2,23-11-2021,Sale
4e0526ff-4932-493f-9760-9336f3a0d357,4335,-2,13-07-2023,Sale
af1af39c-9857-416c-92d5-c3b6ab787525,8134,-1,11-08-2023,Sale
79198198-4421-4f20-b4b4-953720f74e87,2523,-2,29-07-2022,Sale
47e3ddfa-a718-4b19-bb3b-c0922843818e,4339,-4,12-04-2023,Sale
ead98759-f015-44b2-88cc-08625946d476,8831,-2,30-12-2021,Sale
3af69919-322b-428d-acab-a0195a92e327,688,-1,27-10-2022,Sale
c441bc43-7fd1-4539-adac-29a68dd2a439,9677,-2,07-07-2022,Sale
1c4171ef-6801-493a-9d8a-ad4d17530da3,8241,-4,07-11-2022,Sale
6bda69f2-b635-41bb-9baf-e697107ce57c,6059,-1,02-12-2021,Sale
1ccb09ec-e154-4a5b-81c9-3d4cba6d3362,3687,-2,15-12-2022,Sale
5b758a72-4ff8-40b5-ae2e-78cd90604690,7883,-3,26-01-2022,Sale
9d2ae769-df3b-444b-8b64-68ff44bc685c,7177,-1,14-01-2023,Sale
38977316-4d2d-4f2c-a429-d9e014cae723,1089,-2,17-11-2023,Sale
fd3baed1-de65-463e-967d-637ae2d2cc9b,6766,-3,26-04-2023,Sale
10670d66-2d92-40c9-ae77-2bc23006afb5,6520,-3,02-08-2022,Sale
9000b93a-cf37-462b-8eb2-f1923c434006,8463,-5,26-08-2022,Sale
948f299f-4817-4977-a54b-c3a4268e0e90,3966,-1,05-09-2022,Sale
fad216d4-2619-4f6e-934d-d9c389d436a3,835,-5,24-08-2023,Sale
91886968-7498-467f-988b-c59f826a6f13,9502,-3,09-09-2023,Sale
34a5fec7-18ef-4c10-8e3c-371954901ebf,8188,-1,29-10-2022,Sale
46b1c6b7-c4c8-4a44-a198-6d9d096e44bb,3966,-1,22-08-2022,Sale
63c68eca-c703-47e1-a940-aa48c1260991,8076,-2,05-08-2023,Sale
f9c3ce60-5c18-4945-8b26-b321e1b5da09,9502,-3,17-12-2022,Sale
d25d86f0-d089-413b-882f-f040b6301d94,9891,-1,06-02-2022,Sale
eb70a312-375f-4d5d-8f84-aa8e63051c96,6162,-1,06-02-2022,Sale
10ab9ee0-d511-4865-b5d7-0c3966706dd1,7453,-3,14-05-2023,Sale
9b802fa8-b2b4-47bf-9c08-fe01a8d5f40e,8784,-1,05-09-2023,Sale
54571156-f6f7-4a07-87ec-c5685420d802,6436,-1,01-11-2023,Sale
a3d7c101-5827-4149-a0b7-8509336d20d4,5864,-1,12-07-2023,Sale
25e7eaea-bf57-41d9-9b12-2f3d06ff28d2,223,-1,30-12-2021,Sale
b4411bb9-bad3-41dc-b52b-5fed43b13188,5188,-1,17-11-2021,Sale
ad240dba-ed5d-4213-adea-c2fa1be2c3cb,6165,-2,11-12-2021,Sale
9a2997ef-26e3-4d4a-a897-595c464d9427,2614,-1,24-09-2023,Sale
e784c242-63e0-44aa-bb3b-9e5d2d7426b2,6963,-3,16-06-2022,Sale
03b02979-6b64-4886-a10c-4297c10dc90e,6687,-1,01-08-2023,Sale
bbcc2d9b-def3-42f6-a35a-e2205470bc6f,5864,-1,28-06-2023,Sale
56aaf4a4-89b4-4de3-b81e-67b08d9ba486,2427,-1,18-11-2023,Sale
3cf9be3a-6433-4d77-9b92-81f2be695e55,485,-1,06-01-2023,Sale
c3dbafe3-087d-469f-adcb-4117130d1816,2202,-2,01-04-2022,Sale
8b5b5ee5-8a0b-4e29-9182-c3eca689198c,1871,-2,28-11-2021,Sale
27dcdc74-fc80-4196-bf24-3d48f8600225,6927,-1,09-01-2022,Sale
f8ad2d45-2dcc-454c-9cea-267523210cca,4518,-3,05-07-2022,Sale
0e10e5e0-181d-4aeb-a685-ca3284e42b6c,2427,-1,23-11-2021,Sale
da60d796-ef5a-4403-b70d-b54629cb5db4,4337,-2,06-08-2022,Sale
7cebce1d-3037-4b58-890a-e77fa44336eb,876,-1,31-03-2023,Sale
a0f7a72f-09e9-47a6-aaba-659ee579f73e,223,-3,30-01-2022,Sale
d6da5ce0-2dd5-4e3a-bcc4-3a9189992cae,7866,-1,28-11-2022,Sale
54fde48c-83cc-427c-8c98-37b999c66c1f,5564,-1,14-11-2022,Sale
8e24f308-2bc4-454c-9e06-9f20af551142,5624,-2,28-08-2022,Sale
242ed034-80de-45a9-b3d0-e857349083b4,5963,-2,14-06-2023,Sale
ba8db4fc-0283-4e49-a2dd-22b094681682,2066,-2,15-01-2022,Sale
9b1ea5e2-75fa-4e7c-88c6-46c439603a8b,5475,-1,28-02-2023,Sale
5b1d9e47-383d-4f89-9ab1-177f25d573ab,5239,-2,08-11-2023,Sale
8a9fe1ac-084e-42c5-a219-58a811953118,5914,-2,30-07-2023,Sale
dd5532a8-307d-438a-bc26-ac570c1dc19d,641,-3,15-08-2022,Sale
7fa36d57-0fb1-4af5-883b-24a11ab90039,2059,-3,04-09-2023,Sale
09b4dd7d-2418-40b7-a81c-1793341bc65b,3962,-1,21-03-2023,Sale
26a88fc5-9a32-4440-b88d-86aad3f3e2bd,9120,-1,31-08-2022,Sale
15db609e-ed27-4d9d-be33-647941181ee7,4455,-3,04-10-2022,Sale
101e8274-2d62-4046-a6c5-147f1cb45786,6770,-1,16-12-2021,Sale
8a237e7b-a6b7-4fc1-b2d1-12252b388e4a,2579,-2,15-03-2023,Sale
ae35c4e1-052a-4a06-931f-4e09c62bd2a1,217,-1,25-05-2022,Sale
eabd4bd7-3486-4725-ae03-db8d5c1c2b05,8875,-3,27-05-2023,Sale
e349ffbe-fb8c-4eef-ad7a-2055ee0b08f8,5157,-1,09-02-2022,Sale
fc853cba-cba1-4d4a-a5fb-5e3a1693d5d6,2512,-2,24-07-2022,Sale
13df7eed-475e-4835-8acc-cb9cfee0b553,8769,-2,16-06-2022,Sale
741ec10f-fd31-4f92-9656-78bf9e386b58,2994,-2,10-09-2023,Sale
d7640f41-3092-45d5-bf38-157bf62a3dd6,8862,-2,07-09-2022,Sale
31dcb871-6f76-4bf6-bdb5-6b74c479285d,5963,-4,22-09-2022,Sale
d140a9c7-fe40-4aec-a974-f4359c276650,5999,-2,29-03-2022,Sale
905d5f97-3eb4-4055-b7fa-ad5ffb5230fc,2614,-2,14-03-2023,Sale
a9684a83-3885-4315-840e-0e20da8ba249,6686,-1,05-09-2023,Sale
a05e1253-378a-4c14-a649-9ed254cb10d1,4462,-2,19-04-2023,Sale
98937a40-0fb6-4ae9-a5b8-d6b47ad4fb84,8746,-1,01-01-2022,Sale
908a5ef7-3991-4968-b0e2-66b1fa99f3f5,7774,-1,25-07-2023,Sale
986c2f7d-0601-4967-8cca-24bcb2d872cb,7774,-3,22-10-2023,Sale
4b487f85-0df7-43ef-8dbb-47a38cb4f9c5,7635,-1,30-11-2021,Sale
c8cc04ba-a832-42de-9309-a74ca0491406,9280,-1,26-01-2023,Sale
c5c6dc67-b675-4c7c-9359-de741992bf1d,8076,-3,15-11-2022,Sale
134c3e6f-1ff1-4a75-8f07-fd81d9308b4b,6749,-2,17-06-2022,Sale
4d35fbf9-20d5-4e15-827b-c8d903fef4da,2107,-1,25-02-2022,Sale
19486e74-f356-49ac-9aa8-42a310ed351a,4755,-1,04-01-2023,Sale
20896190-f308-4fe1-9928-f40498436721,8044,-4,20-07-2022,Sale
330cf83a-75ff-4345-be5d-b670c2895dd8,1869,-2,09-09-2023,Sale
ef3b97bd-3657-428e-b0c7-9479e4c66a9b,8188,-2,20-03-2023,Sale
a0ba1ce1-b606-4349-8c4d-220d1015f54b,4313,-1,02-01-2022,Sale
39a24228-d78e-4e0e-8f1d-5025e3c1b87f,3090,-1,02-02-2023,Sale
8d2cb84b-be9d-426a-af43-db05a503cdf2,5914,-1,17-07-2023,Sale
48bebc7f-bc42-4339-9189-d15c2983f795,1893,-2,17-11-2022,Sale
9bff1384-36e5-4f6d-bba0-71bd6a6eaec9,223,-1,06-09-2022,Sale
d02d3b60-9a6a-4e72-9c91-388624659f63,4131,-1,12-08-2022,Sale
c8c57b53-6cde-4bc1-ba7b-b55c7278ee27,1819,-1,03-05-2023,Sale
53f4fdae-57a1-444c-9332-7706e33ff394,2059,-3,12-09-2023,Sale
c0939aca-7725-41bd-89b6-5d1d8c2389b6,2206,-1,16-09-2023,Sale
ec4f42ca-25c1-4641-a525-e7301480bc2b,9536,-1,29-10-2022,Sale
2bd9415b-71bf-48cc-8358-26c34ccd79fd,2206,-1,12-10-2023,Sale
c73d7bd7-cf1a-48c2-8270-13341d5da3c1,6686,-3,26-08-2022,Sale
d83ecbc4-bae3-4456-95de-578d16eb9850,7174,-1,03-05-2022,Sale
c2faa5eb-f2be-423a-a043-9d5bfd6aeec5,5157,-2,10-01-2023,Sale
97ebad92-c913-4ed7-90b1-549ab15ffe50,1958,-3,25-01-2023,Sale
3cf8b042-cbdb-4121-a674-0d7cb81c6b6c,5475,-2,16-12-2021,Sale
a8f5f885-53c6-443d-abd3-dbfa409f315a,6766,-1,17-06-2022,Sale
919b5df5-b837-470a-a79c-f591114ea7d8,1043,-2,31-01-2023,Sale
9e09fc75-a81f-4419-aed5-2ff23c64e4d5,5157,-1,20-08-2023,Sale
7e9c6b28-8b3f-440c-b8ad-e76ef1a7794e,159,-1,02-03-2023,Sale
56695213-f40a-4da9-af1a-3e88157dc1c1,3449,-1,07-12-2021,Sale
55832fc3-efb8-4419-8bf0-f2f34537779a,7022,-4,22-09-2023,Sale
584312f6-bf56-4966-8bdc-a05e9f5a91a2,4335,-3,15-04-2022,Sale
eb0de611-d932-43bc-88f8-be4efe143693,1043,-3,29-07-2023,Sale
d7420dbc-f07d-4072-8584-93c3784731cf,6766,-4,07-11-2022,Sale
af8a9e34-5dfc-44ea-a5fe-7d2cb53b64bb,5914,-2,27-05-2022,Sale
12ccbb06-a8d1-41ea-b11f-e4bc96ff3c20,5999,-2,21-07-2023,Sale
8315e8d6-3cae-4f23-938e-65f5e91dea11,1738,-1,27-11-2023,Sale
43067cc2-3693-4808-9f0b-5ee44961565c,8027,-1,08-01-2022,Sale
2eea0e9f-ba38-41dd-896b-bf9553c5d731,6749,-2,07-12-2022,Sale
1fc90f91-2704-445f-98ff-f431508b519b,7177,-2,02-09-2023,Sale
d92d00e0-cfc3-4448-a95f-a6993c371149,6290,-4,25-11-2021,Sale
c2ed8e1d-55f5-4a90-ad96-a1b90d2d6b8d,5806,-5,11-10-2023,Sale
a60d3e8c-ddb4-44dd-a78a-4d17700a8495,5619,-4,07-05-2022,Sale
7bb399d8-d8e7-436c-88e0-fca6d1fc7719,1819,-2,25-08-2022,Sale
6ae7dcb2-d5fd-4826-8158-06ba6f69172f,9415,-1,11-12-2022,Sale
c0e5cb89-346d-49a5-8962-7c9724a4c5b6,1161,-2,20-11-2021,Sale
18484a09-0d8d-46a1-ac50-8c41c8cdff04,6436,-1,08-10-2023,Sale
2c9c0509-b418-44b1-9bbc-2b7446f9c750,8862,-1,29-04-2023,Sale
d06b4c81-98d2-4efe-a999-e689cdf85a9f,3962,-4,18-08-2022,Sale
f63ff814-3647-4412-86ea-790620cebffc,159,-3,29-04-2023,Sale
a01cedd8-f733-4a0e-97f9-31a23fda0c00,4339,-1,27-03-2023,Sale
7cdc3fa1-a1ac-477a-aa35-3b52cd373579,3962,-3,02-08-2022,Sale
b4e082f4-c37a-43d1-b97c-c27de28e1548,8854,-1,18-06-2022,Sale
0eae0824-0b63-47a5-ac8f-f797f7399e0b,8456,-2,23-01-2023,Sale
06b194db-ba85-4989-b5e0-da3c7d9b634e,7140,-2,12-10-2022,Sale
4c0c02e4-b5f3-4dbf-b6cd-74263b8d93f8,2427,-1,23-08-2022,Sale
9911242b-9c09-4810-bc07-f8f19bb62b42,1073,-2,23-12-2021,Sale
2f89cfb1-b04d-4c9c-b071-42bdef9a1048,6001,-1,19-05-2023,Sale
b184a3c8-3355-47ea-9a6b-dc5d6301ad0d,8769,-1,31-12-2022,Sale
6ae87d93-71cc-4781-862b-bceb59fe5ad5,6001,-3,29-12-2022,Sale
74b528f0-f261-4982-87b5-dbbef5ffe4a3,6770,-1,30-07-2023,Sale
aeb10454-b0fc-44fd-9ae2-aceccb88168d,2323,-1,10-12-2022,Sale
e5af31ae-bcb2-45e2-aa03-1c1a420f192e,7550,-3,21-11-2021,Sale
f9fe13a7-7935-4dd7-a945-e33ce7b0f173,9436,-1,17-12-2021,Sale
f75a29cc-baf3-4add-9b26-a8d14d09a6df,6302,-2,12-02-2022,Sale
4b2f3406-4715-4c7d-a9f8-437b4f6e9d55,617,-3,22-03-2023,Sale
fb996b6c-50c0-4e36-889d-8365b010aa1b,223,-1,27-03-2023,Sale
32730283-7980-4940-aff5-5a318d418c28,7569,-1,28-08-2022,Sale
3e2e70ac-536a-41aa-8dc5-2f84a4797f17,8746,-1,16-11-2023,Sale
27c6d13f-b8f4-4671-982a-05613c01f9ca,1161,-2,06-04-2022,Sale
e31d07b5-2e83-4f97-b5fc-b0f4eb85d083,1958,-1,26-01-2022,Sale
5a8263a8-936e-42ca-83bf-25b7f9aebeb5,5099,-1,29-10-2023,Sale
c70c5295-db6b-4480-a66f-9b72b5054e6f,6162,-1,20-02-2023,Sale
3ba25b61-8ecb-4c21-8b9c-ed80c169f54e,4292,-1,17-02-2022,Sale
f6c7a620-ffcf-4f85-a7bb-396b3a0ed2d2,3797,-1,03-09-2022,Sale
e515a749-4843-4f37-a597-67925e33ba4e,5099,-4,07-07-2023,Sale
448ec253-6da2-453c-9646-3ea0e321dbf1,7761,-1,19-08-2022,Sale
53b1e001-c1fe-49b4-b516-d3255d9a0d28,1799,-5,26-05-2022,Sale
bb9dfc84-24d2-436f-94e5-e1fc356a383b,584,-1,23-11-2022,Sale
da470bc0-4f2d-4556-bf24-c939a0ef87e7,9415,-1,02-01-2023,Sale
95de1321-12ac-4bfc-9a64-3b7330580657,9407,-2,12-08-2023,Sale
4400bfa0-cb1c-405f-b544-497ae47696bd,9677,-1,09-05-2023,Sale
992ff0c6-ee2e-435c-8763-0349c6707d56,345,-1,28-01-2023,Sale
532eb7d4-7790-42f6-aeee-2613ba29fd9b,9194,-2,29-05-2022,Sale
363672ab-0d2e-4f8b-aedd-197be63ae1e8,174,-3,26-06-2023,Sale
ea25ccf1-427e-46c2-83c9-d8f24d06635d,2865,-2,12-10-2023,Sale
6dde1112-71a8-4cc3-8be9-b677a7e51c91,9502,-1,02-05-2022,Sale
f6048384-f641-44c5-acec-11d1ebce8e2b,2994,-4,23-12-2022,Sale
8e04f82b-7fa8-46c7-80ac-904ad0b67bba,4248,-1,29-06-2023,Sale
695f24cd-d308-4fb6-8b4e-62ed925b73f9,8831,-1,10-07-2022,Sale
e7233044-3bb3-4117-bcc1-0238c942c0d1,2508,-3,09-01-2023,Sale
503e58d8-cf60-4b96-92d0-2fa3441f51c7,4537,-5,06-07-2022,Sale
d195b7e4-3441-40fc-9e24-d3a49ad4dbf2,8831,-2,16-07-2023,Sale
d268990d-8e4d-468f-866a-7dc8bf1e11aa,4307,-1,07-07-2023,Sale
ea3b1b45-cc7d-432a-a44e-25601aedda72,876,-1,19-11-2022,Sale
5e87e808-3e1b-4df7-8ed5-1adcb7c7eca1,7883,-4,27-11-2023,Sale
35a02cc7-8631-42b1-935e-bd39ef02d47c,1819,-2,05-09-2023,Sale
baa221ea-f3ce-4668-bd48-8ed7c6c707f7,3962,-1,22-04-2022,Sale
92bb287d-c2e4-4d53-97bf-ebee4e4e15d1,8040,-3,28-05-2022,Sale
88eb7a2c-e681-4b91-b486-de0d497ebc28,7795,-2,24-03-2022,Sale
fa4c5a8a-9310-49f4-93dc-3199f350bc77,8762,-1,16-03-2022,Sale
8347047c-8df0-42aa-8453-ca547043abb9,6986,-2,10-12-2022,Sale
5ed1c68f-8e27-4178-870b-ba9da0f6ab4f,4337,-1,09-08-2023,Sale
46b1a5e0-661f-456f-a67a-7fd986388a77,98,-2,13-04-2022,Sale
3dc96df5-8de0-4578-a94f-33215d0d1faf,6686,-1,02-04-2022,Sale
4d55b20e-40ec-4545-8978-f444936cd4db,6165,-1,12-04-2023,Sale
5b2fe671-ad6a-4f2c-a1fc-4dbcf58c799e,8769,-1,23-09-2022,Sale
f54559eb-d3e7-43c7-a0b4-70b233c4ab6d,4335,-1,07-11-2022,Sale
aafd3feb-272f-45ee-a217-bc342e5a6092,1161,-1,27-02-2022,Sale
b4e0474f-a358-475a-857a-e4573ac47f66,8746,-4,10-03-2023,Sale
90865650-2339-451c-bc90-c5ed52eb509d,6770,-2,28-11-2023,Sale
bbb61c2c-8147-4a9f-be20-2d020c001dcd,4292,-1,13-03-2023,Sale
ee6f7903-ddbe-4233-a07e-ae25aa9d6387,5157,-2,29-12-2022,Sale
7a3fb8c7-b81e-4c30-ac87-6e9ad556262c,12,-2,19-05-2022,Sale
82d06849-afe1-4b68-9782-2180acd875fd,9415,-1,05-04-2023,Sale
9d34055e-aef5-48e9-876b-6d89e29e5fd2,5026,-2,03-04-2022,Sale
612dfdf9-fa44-48bf-9455-f8a0ce4432a2,8938,-3,15-01-2022,Sale
e2b652a1-6c77-420b-bd3b-b9e08291d4fc,159,-1,19-12-2021,Sale
1a0a9eb8-4674-41e6-b7f2-077ebf13dcab,8875,-4,26-11-2022,Sale
3b08204a-9753-4a81-8bda-a3e4d7dcdce2,4270,-3,19-11-2021,Sale
58d12128-65d7-4be5-8012-1145e1ffc812,4337,-2,17-12-2021,Sale
2d9460c8-6145-4c7c-97e5-760eaa8ad5dd,7795,-1,19-12-2021,Sale
581c4a7b-da1e-4a78-8230-624291e6d875,8769,-1,09-03-2022,Sale
