,OrderID,CustomerID,OrderDate,TotalAmount,Status,OrderYearMonth
76,292763,972155,2022-06-15,4874.1,Delivered,2023-01
77,360198,371731,2022-01-16,1068.22,Delivered,2023-04
78,745897,501861,2023-01-14,600.59,Delivered,2023-05
79,575397,827037,2022-01-08,4119.28,Delivered,2023-04
80,164842,326402,2023-02-13,3921.22,Delivered,2023-11
81,718171,241108,2022-11-29,2588.81,Delivered,2022-12
82,881214,560238,2022-03-19,880.91,Delivered,2023-08
83,172913,802953,2023-10-01,2778.73,Delivered,2023-10
84,724090,954161,2023-10-21,2419.91,Delivered,2022-06
85,609638,486853,2023-08-05,2162.41,Delivered,2022-11
86,417609,876681,2021-11-28,4041.72,Delivered,2023-07
87,681482,580562,2022-05-19,759.35,Delivered,2022-02
88,148833,401260,2022-03-07,2794.23,Delivered,2023-02
89,257135,977445,2023-06-01,566.15,Delivered,2021-12
90,884987,827436,2023-06-24,165.36,Delivered,2023-09
91,457324,627503,2022-11-30,2991.02,Delivered,2022-09
92,934898,427632,2022-01-22,4266.31,Delivered,2021-12
93,649535,144590,2022-07-29,1062.25,Delivered,2021-12
94,104834,528273,2022-08-22,1094.77,Delivered,2023-06
95,641897,782188,2023-04-10,3729.19,Delivered,2023-08
96,546331,893458,2022-03-15,368.95,Delivered,2022-10
97,858685,330565,2023-11-18,3638.88,Shipped,2023-12
98,630966,395568,2023-04-26,3454.58,Delivered,2023-04
99,697405,866294,2023-01-26,231.71,Delivered,2022-12
100,304907,651230,2022-11-04,2690.37,Delivered,2022-05
101,592267,953762,2023-01-21,928.07,Delivered,2023-09
102,244131,963830,2022-05-08,4639.03,Delivered,2022-08
103,977155,803473,2023-10-21,1915.22,Delivered,2023-04
104,714634,654711,2023-12-20,1885.51,Processing,2022-05
105,100095,524161,2022-11-30,2238.66,Delivered,2022-01
106,997893,211057,2023-12-17,1659.01,Processing,2023-11
107,262254,673588,2023-07-19,3391.38,Delivered,2022-07
108,842484,325537,2022-11-22,3944.33,Delivered,2022-01
109,381215,99152,2022-03-27,2334.16,Delivered,2023-03
110,484832,235192,2022-08-10,1527.38,Delivered,2023-11
111,157683,21043,2022-12-22,144.09,Delivered,2022-04
112,519314,118162,2022-07-15,546.24,Delivered,2021-12
113,116011,782188,2021-12-25,431.21,Delivered,2022-02
114,244722,921080,2023-07-18,2325.3,Delivered,2022-06
115,248333,471906,2022-05-29,1555.91,Delivered,2023-09
116,527799,182417,2022-08-23,794.23,Delivered,2023-10
117,826677,697653,2023-09-25,3067.92,Delivered,2023-11
118,483582,102578,2023-06-05,1212.25,Delivered,2023-04
119,497970,656508,2022-09-27,2456.74,Delivered,2023-08
120,568072,144677,2023-03-12,4297.9,Delivered,2023-08
121,187041,423910,2023-01-28,3662.4,Delivered,2022-11
122,655189,733198,2022-08-17,279.55,Delivered,2023-03
123,175778,512156,2022-11-10,2399.78,Delivered,2022-04
124,647867,421159,2021-11-27,2449.16,Delivered,2023-01
125,527708,453322,2023-08-29,3399.82,Delivered,2022-09
126,623443,766297,2023-09-13,2363.36,Delivered,2022-06
127,866763,411106,2023-04-18,4192.75,Delivered,2023-08
128,860727,584365,2023-04-23,3463.17,Delivered,2023-11
129,460928,27157,2023-12-19,4293.1,Processing,2022-07
130,218152,993208,2022-07-08,4486.06,Delivered,2022-04
131,767230,548213,2022-04-19,3852.75,Delivered,2021-12
132,314268,694570,2022-04-12,3372.23,Delivered,2023-07
133,328985,582711,2022-10-01,3287.01,Delivered,2023-12
134,347082,319703,2023-05-09,2374.87,Delivered,2022-09
135,310564,896374,2023-08-19,4735.71,Delivered,2022-02
136,26910,3187,2022-03-01,1796.9,Delivered,2022-02
137,437279,810763,2023-07-21,3043.03,Delivered,2023-01
138,953934,694570,2023-07-04,2008.26,Delivered,2022-12
139,170543,710696,2022-09-02,4420.73,Delivered,2022-07
140,186454,21018,2022-04-12,3344.64,Delivered,2021-12
141,459540,714565,2023-11-18,2447.64,Shipped,2023-10
142,912904,748019,2023-06-15,2576.39,Delivered,2021-12
143,236375,4048,2022-05-26,2363.32,Delivered,2022-01
144,442117,323535,2022-10-01,1170.68,Delivered,2022-02
145,406596,182646,2023-03-30,802.57,Delivered,2023-07
146,473195,373623,2022-05-22,1488.21,Delivered,2022-04
147,113887,831354,2023-12-19,3460.34,Processing,2023-09
148,881755,493419,2022-03-25,1348.42,Delivered,2022-06
149,618995,546288,2023-07-06,3430.94,Delivered,2021-11
150,701367,912846,2022-08-13,247.41,Delivered,2022-06
151,963516,577663,2023-06-11,2361.36,Delivered,2023-02
152,102632,799249,2023-01-17,4309.26,Delivered,2023-05
153,646723,642393,2023-10-27,1169.01,Delivered,2023-01
154,816744,668358,2022-08-26,2926.75,Delivered,2022-04
155,176185,750378,2023-12-12,4197.95,Processing,2022-08
156,601085,742429,2022-10-24,4977.8,Delivered,2023-11
157,934563,296110,2023-09-30,1910.86,Delivered,2022-12
158,399315,776925,2022-02-19,1271.97,Delivered,2023-09
159,633787,397450,2022-01-28,1020.0,Delivered,2022-10
160,60910,3594,2023-09-24,2640.97,Delivered,2023-02
161,22313,410749,2021-11-18,2683.04,Delivered,2023-06
162,381590,419533,2021-12-13,2928.93,Delivered,2022-12
163,24271,63604,2023-01-29,1204.28,Delivered,2023-08
164,717109,660131,2022-09-12,4166.32,Delivered,2023-02
165,301239,576272,2021-11-21,3654.63,Delivered,2023-02
166,314932,254694,2022-12-08,2854.04,Delivered,2023-09
167,855889,63972,2023-10-25,2272.5,Delivered,2022-01
168,908185,354575,2022-06-30,1253.72,Delivered,2023-01
169,13983,176622,2023-05-12,3896.4,Delivered,2022-05
170,59669,23523,2021-11-22,1860.51,Delivered,2022-12
171,971321,5418,2022-10-15,1646.23,Delivered,2023-05
172,283604,697019,2023-01-21,413.52,Delivered,2021-11
173,809567,943127,2023-07-04,4355.01,Delivered,2022-02
174,944018,769270,2021-11-19,2962.48,Delivered,2023-09
175,367615,257234,2021-11-27,337.07,Delivered,2023-11
176,380578,44848,2023-01-01,4793.63,Delivered,2023-02
177,850074,188953,2022-04-15,4119.8,Delivered,2022-03
178,613361,441815,2022-11-04,4020.81,Delivered,2023-10
179,534106,269611,2022-09-18,1186.04,Delivered,2023-11
180,487765,132918,2023-02-22,3926.46,Delivered,2021-12
181,839627,484668,2022-10-24,1795.92,Delivered,2022-10
182,336528,899714,2022-03-06,1548.71,Delivered,2022-06
183,825712,124919,2022-02-07,4023.49,Delivered,2022-12
184,369174,816336,2023-02-12,1555.67,Delivered,2023-08
185,690284,152767,2022-06-11,2248.44,Delivered,2023-11
186,96613,239974,2021-11-22,1388.97,Delivered,2023-12
187,124552,964368,2021-12-21,678.27,Delivered,2023-09
188,983168,655848,2023-06-03,947.61,Delivered,2023-07
189,408177,738801,2022-04-25,4903.36,Delivered,2022-07
190,180600,967653,2022-09-07,3507.79,Delivered,2023-08
191,225365,507641,2022-12-25,1304.51,Delivered,2022-07
192,601507,414884,2022-08-10,2162.74,Delivered,2023-12
193,430134,526757,2022-07-04,140.57,Delivered,2023-03
194,901465,494161,2022-11-15,2946.75,Delivered,2022-12
195,666416,536823,2022-01-25,2578.88,Delivered,2022-07
196,202398,287123,2023-10-05,2508.29,Delivered,2023-07
197,132969,443281,2021-11-28,2774.0,Delivered,2021-12
198,995978,8910,2023-03-15,827.95,Delivered,2022-08
199,353192,307602,2022-10-15,2938.44,Delivered,2023-08
200,87858,829551,2022-11-03,339.99,Delivered,2023-02
201,878186,499062,2023-12-05,4190.79,Processing,2022-08
202,350218,933054,2023-12-15,3586.54,Processing,2023-03
203,571564,968213,2022-04-14,1842.98,Delivered,2023-08
204,344093,417194,2022-04-09,1311.99,Delivered,2022-04
205,995200,128971,2023-06-14,3741.92,Delivered,2023-03
206,592041,802162,2023-12-25,3960.23,Cancelled,2023-12
207,338778,227703,2023-03-21,1098.56,Delivered,2021-11
208,96977,55780,2022-12-14,854.68,Delivered,2023-10
209,445594,376171,2023-06-08,93.01,Delivered,2021-11
210,758771,248583,2023-07-16,3908.69,Delivered,2022-12
211,309886,277337,2022-07-05,3153.15,Delivered,2023-12
212,655630,853449,2022-02-20,718.84,Delivered,2022-05
213,232203,149360,2022-06-25,1108.7,Delivered,2022-04
214,968416,304669,2023-02-24,4696.57,Delivered,2022-02
215,241996,259797,2023-12-13,749.54,Processing,2023-04
216,824821,222738,2023-06-14,3739.49,Delivered,2023-02
217,132666,780918,2022-06-28,785.0,Delivered,2023-12
218,322987,515466,2022-02-08,4246.53,Delivered,2023-11
219,8621,515040,2022-08-25,643.07,Delivered,2023-04
220,688911,211958,2021-12-06,505.24,Delivered,2022-01
221,878574,717384,2022-10-05,2764.89,Delivered,2023-04
222,560980,558275,2023-08-07,2040.55,Delivered,2023-10
223,712277,723951,2022-01-28,3306.5,Delivered,2022-10
224,766522,814792,2022-03-01,1580.24,Delivered,2022-08
225,923084,955961,2023-01-13,4854.8,Delivered,2023-10
226,697691,500909,2022-01-11,3501.44,Delivered,2023-08
227,659364,493681,2023-05-25,3113.54,Delivered,2023-01
228,40720,560512,2022-10-27,2287.08,Delivered,2021-11
229,474532,104814,2023-10-17,4216.65,Delivered,2023-02
230,614097,978769,2021-11-18,763.77,Delivered,2023-09
231,424214,18615,2022-12-11,135.73,Delivered,2022-05
232,348227,166624,2023-01-10,1726.95,Delivered,2023-03
233,649069,325537,2022-06-21,4141.71,Delivered,2022-12
234,623985,745449,2022-12-30,4669.89,Delivered,2023-06
235,543351,325650,2022-04-02,4268.0,Delivered,2023-12
236,528179,327955,2022-01-04,80.22,Delivered,2023-03
237,883615,386025,2022-04-05,2664.78,Delivered,2023-03
238,890002,738422,2022-03-31,3152.51,Delivered,2022-09
239,448350,471776,2022-04-10,4255.86,Delivered,2023-03
240,449290,576272,2023-05-17,1271.58,Delivered,2022-01
241,307343,242767,2023-06-28,728.75,Delivered,2023-09
242,406091,496656,2023-01-05,3842.34,Delivered,2022-07
243,461051,464969,2022-02-16,4014.66,Delivered,2022-01
244,569750,57449,2022-04-21,2540.92,Delivered,2021-12
245,888994,735798,2022-01-19,3563.1,Delivered,2022-03
246,729020,964728,2022-04-14,1873.5,Delivered,2022-07
247,328452,823602,2023-06-20,2596.72,Delivered,2023-10
248,295235,636401,2023-03-03,4816.39,Delivered,2023-08
249,474196,606953,2023-11-08,1610.63,Delivered,2022-09
250,398063,604041,2022-10-09,967.43,Delivered,2023-06
251,418414,791660,2023-12-22,2161.43,Processing,2023-12
252,492317,831722,2023-01-02,4189.24,Delivered,2023-02
253,439988,95710,2023-08-16,519.5,Delivered,2022-11
254,617955,594165,2023-11-02,4106.16,Delivered,2022-08
255,577601,110885,2023-12-12,1297.1,Processing,2022-12
256,697409,617964,2023-05-06,1669.67,Delivered,2023-11
257,16271,428413,2022-12-26,2949.09,Delivered,2023-08
258,950093,520436,2022-03-15,72.31,Delivered,2022-08
259,773383,926445,2022-08-27,592.07,Delivered,2022-11
260,63591,125391,2023-12-12,2710.99,Processing,2022-09
261,393200,75022,2022-07-12,789.74,Delivered,2023-02
262,427519,553916,2023-01-19,428.3,Delivered,2022-09
263,147710,41650,2023-09-23,4262.16,Delivered,2022-09
264,174120,861587,2022-09-05,3279.82,Delivered,2022-02
265,846673,854907,2022-09-06,4645.7,Delivered,2022-06
266,791961,100752,2022-08-16,865.62,Delivered,2022-05
267,629419,791754,2022-01-01,4591.48,Delivered,2023-05
268,521689,560212,2023-10-25,150.97,Delivered,2023-06
269,257564,475730,2023-08-15,250.81,Delivered,2023-07
270,169683,308096,2023-04-17,2038.18,Delivered,2022-08
271,341488,230796,2022-10-17,410.95,Delivered,2022-09
272,407954,183451,2022-07-09,4173.39,Delivered,2023-11
273,426024,429044,2022-12-07,2987.58,Delivered,2022-03
274,294193,859354,2021-12-27,4339.0,Delivered,2022-10
275,469277,139552,2022-09-06,3917.46,Delivered,2021-12
276,306898,753494,2022-09-24,4377.26,Delivered,2023-07
277,645696,428539,2022-12-18,2317.2,Delivered,2021-12
278,482404,482122,2022-05-24,1258.67,Delivered,2021-12
279,799845,966696,2023-07-05,2321.02,Delivered,2023-07
280,526047,104041,2022-08-27,2937.68,Delivered,2023-10
281,913705,338789,2022-02-09,102.91,Delivered,2023-01
282,241947,193842,2023-11-10,4884.47,Shipped,2022-12
283,720370,977234,2022-01-14,4953.5,Delivered,2022-01
284,868549,924723,2023-11-13,1730.69,Shipped,2023-08
285,774440,303865,2022-09-19,4262.74,Delivered,2022-05
286,306499,998064,2023-07-17,275.16,Delivered,2022-12
287,245412,175071,2023-08-04,1635.58,Delivered,2022-07
288,493933,815769,2022-04-09,686.85,Delivered,2023-10
289,642177,721397,2023-09-08,3267.77,Delivered,2023-05
290,890162,228914,2023-10-17,2922.95,Delivered,2023-11
291,913827,859579,2022-08-07,3398.4,Delivered,2023-05
292,402742,218698,2022-06-29,2043.04,Delivered,2023-06
293,429882,280687,2022-07-14,2037.05,Delivered,2022-03
294,555859,416115,2021-11-28,2896.73,Delivered,2022-09
295,339243,831792,2022-06-08,4882.95,Delivered,2022-01
296,727334,641652,2022-07-22,1662.35,Delivered,2022-06
297,229283,595508,2022-09-14,3057.35,Delivered,2022-08
298,562994,171542,2023-01-26,4001.28,Delivered,2023-01
299,167505,190413,2022-04-07,3509.97,Delivered,2023-07
300,852614,298420,2023-12-11,3657.46,Processing,2022-01
301,459533,571238,2022-06-22,2719.85,Delivered,2022-06
302,84118,230986,2022-09-11,3113.99,Delivered,2023-10
303,13469,99152,2022-02-11,4236.31,Delivered,2022-08
304,466910,959679,2022-12-08,4738.89,Delivered,2022-10
305,969906,864144,2023-02-13,4270.5,Delivered,2022-06
306,278440,121752,2022-01-22,1590.3,Delivered,2023-09
307,700212,209864,2022-06-05,704.74,Delivered,2023-04
308,365895,532191,2022-03-10,2005.94,Delivered,2023-02
309,43792,319735,2023-01-13,1678.45,Delivered,2022-12
310,804299,77516,2022-05-30,2441.2,Delivered,2022-02
311,648454,547504,2022-07-07,608.29,Delivered,2023-02
312,55094,987247,2022-02-24,2570.88,Delivered,2023-12
313,93344,520860,2023-11-18,4220.27,Shipped,2022-07
314,466880,878499,2023-10-31,306.64,Delivered,2023-02
315,552098,230019,2022-04-27,1119.96,Delivered,2022-06
316,216456,223859,2022-07-11,1927.75,Delivered,2022-02
317,916282,737309,2022-07-17,4879.89,Delivered,2023-12
318,198543,279557,2022-08-23,1291.76,Delivered,2022-12
319,130021,871675,2022-02-27,3577.09,Delivered,2023-11
320,378985,823016,2022-08-25,3774.61,Delivered,2023-02
321,501729,96103,2023-02-15,79.58,Delivered,2022-09
322,431011,402349,2021-12-11,2645.68,Delivered,2023-06
323,648133,713613,2023-10-11,1714.28,Delivered,2022-09
324,79331,223364,2023-04-17,1074.32,Delivered,2022-06
325,200544,961645,2023-10-12,1847.46,Delivered,2022-08
326,491216,487631,2023-01-17,2982.54,Delivered,2023-07
327,134904,427746,2022-11-23,4219.47,Delivered,2022-12
328,239690,621143,2022-04-14,3784.45,Delivered,2023-08
329,808837,525958,2022-03-26,3437.32,Delivered,2022-10
330,669835,960748,2023-04-28,4264.43,Delivered,2023-01
331,517839,641496,2023-03-23,2696.05,Delivered,2023-07
332,219490,737613,2023-07-13,4683.27,Delivered,2023-02
333,200086,780965,2022-07-21,3305.57,Delivered,2021-12
334,79915,37592,2022-05-06,1595.01,Delivered,2023-07
335,907209,584674,2023-08-18,4338.21,Delivered,2023-08
336,681236,570468,2023-03-10,1222.65,Delivered,2023-02
337,201770,883861,2023-06-04,2575.7,Delivered,2022-04
338,561201,490755,2023-05-19,3866.16,Delivered,2022-12
339,330951,824441,2022-02-09,1037.35,Delivered,2021-12
340,440304,569754,2023-08-12,4362.38,Delivered,2023-06
341,206891,907199,2022-08-16,1404.01,Delivered,2023-06
342,518286,750144,2022-02-01,2733.65,Delivered,2023-07
343,620564,802682,2023-09-27,398.45,Delivered,2022-03
344,456908,298737,2022-10-13,761.82,Delivered,2023-12
345,440885,486390,2022-04-03,4537.43,Delivered,2022-10
346,284787,952588,2022-04-16,4349.8,Delivered,2022-03
347,944748,37957,2023-01-30,1778.26,Delivered,2023-02
348,880442,575305,2021-11-21,750.81,Delivered,2023-02
349,615703,950945,2023-01-22,3954.39,Delivered,2022-06
350,671604,466707,2022-07-05,1346.5,Delivered,2023-09
351,904492,287123,2023-08-19,4018.85,Delivered,2023-03
352,988007,397891,2023-03-17,1123.88,Delivered,2023-12
353,833960,164688,2022-12-11,378.21,Delivered,2022-05
354,3763,151991,2022-07-26,4187.57,Delivered,2023-01
355,676576,42410,2022-04-26,3714.85,Delivered,2022-10
356,780794,711939,2023-11-19,2345.17,Shipped,2022-09
357,622299,819020,2023-12-10,3656.11,Processing,2023-12
358,674001,454274,2021-11-23,1914.39,Delivered,2022-11
359,961249,568406,2023-03-01,3633.94,Delivered,2023-09
360,892236,411409,2022-11-20,4391.65,Delivered,2023-06
361,360580,616490,2023-05-27,3699.7,Delivered,2022-12
362,83271,871786,2022-02-04,3621.99,Delivered,2022-09
363,848263,53652,2023-05-06,3765.81,Delivered,2023-07
364,174078,722711,2023-08-01,822.23,Delivered,2023-11
365,914616,971887,2023-12-21,248.8,Processing,2022-01
366,464632,968466,2022-10-11,1894.3,Delivered,2022-04
367,994324,883032,2023-07-07,787.97,Delivered,2023-02
368,759587,585455,2023-06-01,4351.44,Delivered,2022-04
369,180180,733481,2023-05-07,4983.02,Delivered,2023-02
370,975900,338789,2021-12-31,3796.65,Delivered,2022-01
371,199724,992066,2023-09-14,1265.2,Delivered,2023-04
372,697858,730204,2022-11-15,87.31,Delivered,2023-03
373,756496,532473,2021-12-20,3414.55,Delivered,2022-01
374,948300,916007,2022-05-08,1390.75,Delivered,2023-12
375,826616,132055,2022-12-16,1762.86,Delivered,2023-08
376,69692,454052,2022-05-26,521.65,Delivered,2022-07
377,203935,7438,2021-12-24,3205.56,Delivered,2021-12
378,131081,63972,2023-07-24,1029.63,Delivered,2022-03
379,850876,812832,2022-03-23,1692.82,Delivered,2023-02
380,522042,405786,2022-03-06,1516.61,Delivered,2023-12
381,984140,968349,2022-12-26,4343.85,Delivered,2022-04
382,199367,262326,2022-04-02,78.98,Delivered,2022-10
383,621042,618727,2023-06-20,2692.17,Delivered,2022-12
384,778175,485866,2023-11-28,3037.49,Shipped,2023-04
385,786315,320943,2023-06-17,690.89,Delivered,2023-09
386,325153,623421,2022-06-12,2267.6,Delivered,2022-08
387,275489,952303,2023-05-28,4310.22,Delivered,2022-07
388,674040,883861,2022-07-08,352.53,Delivered,2023-08
389,34831,365286,2023-05-15,4492.81,Delivered,2022-03
390,87767,415501,2023-03-18,541.71,Delivered,2022-08
391,655674,280362,2023-08-01,1142.31,Delivered,2023-10
392,63380,462767,2023-06-01,764.42,Delivered,2023-02
393,430020,714177,2023-03-07,3213.19,Delivered,2023-08
394,988049,299707,2022-08-17,4083.55,Delivered,2022-06
395,483873,374819,2023-04-22,2238.91,Delivered,2023-01
396,825836,47641,2022-05-04,2241.77,Delivered,2022-11
397,552248,721204,2023-03-26,683.47,Delivered,2021-12
398,536504,771259,2023-12-16,2907.52,Processing,2022-12
399,228798,186226,2022-08-28,1410.4,Delivered,2023-01
400,434313,402415,2021-12-25,2576.77,Delivered,2023-02
401,30103,470527,2022-03-01,2528.15,Delivered,2023-07
402,378843,951390,2022-11-25,2159.12,Delivered,2023-04
403,574243,970837,2023-12-16,423.54,Processing,2023-06
404,6057,525816,2022-10-19,2803.82,Delivered,2022-03
405,43585,224338,2023-01-30,1334.28,Delivered,2023-08
406,755511,352932,2022-01-07,2333.75,Delivered,2022-05
407,149290,85471,2023-04-16,3377.17,Delivered,2021-12
408,253882,859639,2023-01-25,2292.17,Delivered,2023-10
409,857197,348845,2022-01-26,602.2,Delivered,2023-06
410,599153,165457,2022-10-27,3253.68,Delivered,2021-12
411,271565,759908,2023-07-07,4775.97,Delivered,2023-02
412,927982,206010,2022-06-14,2113.83,Delivered,2023-02
413,846695,516311,2021-12-19,4355.81,Delivered,2023-03
414,276,799254,2023-05-15,4586.27,Delivered,2023-01
415,713196,527594,2022-12-22,313.8,Delivered,2022-12
416,556854,261598,2022-12-17,4698.38,Delivered,2022-06
417,910287,333091,2023-05-26,2642.64,Delivered,2022-09
418,100325,518529,2023-09-21,1994.78,Delivered,2023-01
419,535057,527688,2023-09-17,3412.83,Delivered,2022-12
420,502372,41169,2022-11-03,2892.76,Delivered,2023-10
421,716292,298760,2022-06-04,1898.86,Delivered,2023-02
422,937019,664917,2022-02-22,4969.49,Delivered,2022-04
423,749143,238546,2023-03-28,3646.63,Delivered,2022-09
424,173200,850487,2022-03-18,1506.22,Delivered,2023-12
425,152651,560624,2023-05-25,958.78,Delivered,2023-06
426,785861,57738,2023-10-06,4106.97,Delivered,2022-07
427,86589,75289,2021-12-19,583.1,Delivered,2022-10
428,578446,131432,2023-06-06,2051.78,Delivered,2023-02
429,301229,698246,2022-10-10,2788.79,Delivered,2023-08
430,601615,322243,2023-01-15,2839.61,Delivered,2023-06
431,769216,368246,2023-11-03,62.49,Delivered,2022-05
432,441271,341774,2023-10-26,403.02,Delivered,2023-10
433,247212,591880,2022-08-18,1333.91,Delivered,2023-04
434,142528,57527,2023-01-10,4542.59,Delivered,2023-08
435,201265,240629,2022-04-10,3074.49,Delivered,2023-10
436,584388,729740,2023-10-18,944.64,Delivered,2022-08
437,464137,509190,2023-04-05,2259.83,Delivered,2022-09
438,95119,403608,2023-09-15,1403.85,Delivered,2023-09
439,934714,797800,2023-01-15,1692.02,Delivered,2023-05
440,243443,987316,2023-02-21,4197.24,Delivered,2023-04
441,233675,355599,2023-09-07,1657.06,Delivered,2022-07
442,433295,476460,2022-10-06,1167.06,Delivered,2023-04
443,372928,257608,2023-02-05,1325.53,Delivered,2022-11
444,762030,11101,2021-12-15,1312.81,Delivered,2023-01
445,859099,901812,2022-02-25,1566.4,Delivered,2023-07
446,253169,302568,2022-07-15,2467.27,Delivered,2022-06
447,710270,879707,2022-11-04,779.43,Delivered,2022-01
448,87859,555465,2021-12-27,3501.44,Delivered,2023-08
449,878299,740446,2022-03-21,2373.77,Delivered,2022-09
450,154414,6661,2023-12-03,3465.77,Processing,2023-06
451,854284,882000,2022-07-07,4816.04,Delivered,2023-06
452,5051,384639,2021-11-28,3665.85,Delivered,2022-07
453,116504,283176,2023-03-30,4404.15,Delivered,2022-06
454,309596,584480,2023-06-09,849.61,Delivered,2022-10
455,201876,302194,2022-03-09,758.43,Delivered,2023-12
456,241773,298760,2022-10-03,1711.58,Delivered,2022-07
457,530652,503614,2022-08-29,3581.66,Delivered,2022-05
458,102801,690834,2023-06-23,3511.71,Delivered,2022-06
459,707854,57013,2023-11-02,396.46,Delivered,2023-06
460,480925,80945,2023-06-03,4133.36,Delivered,2022-08
461,580423,691341,2022-05-01,4168.77,Delivered,2023-08
462,275040,482165,2022-11-11,593.2,Delivered,2023-10
463,673789,266525,2022-11-25,4488.24,Delivered,2022-04
464,265949,833646,2022-09-25,3701.69,Delivered,2022-09
465,528703,994448,2023-05-23,3884.91,Delivered,2023-06
466,113419,195804,2023-11-13,1452.61,Shipped,2022-05
