OrderID,CustomerID,OrderDate,TotalAmount,Status,OrderYearMonth
304907,651230,2022-11-04,2690.37,Processing,2022-05
592267,953762,2023-01-21,928.07,Processing,2023-09
244131,963830,2022-05-08,4639.03,Shipped,2022-08
977155,803473,2023-10-21,1915.22,Shipped,2023-04
714634,654711,2023-12-20,1885.51,Processing,2022-05
100095,524161,2022-11-30,2238.66,Cancelled,2022-01
997893,211057,2023-12-17,1659.01,Shipped,2023-11
262254,673588,2023-07-19,3391.38,Returned,2022-07
842484,325537,2022-11-22,3944.33,Cancelled,2022-01
381215,99152,2022-03-27,2334.16,Delivered,2023-03
484832,235192,2022-08-10,1527.38,Delivered,2023-11
157683,21043,2022-12-22,144.09,Cancelled,2022-04
519314,118162,2022-07-15,546.24,Delivered,2021-12
116011,782188,2021-12-25,431.21,Delivered,2022-02
244722,921080,2023-07-18,2325.3,Returned,2022-06
248333,471906,2022-05-29,1555.91,Processing,2023-09
527799,182417,2022-08-23,794.23,Processing,2023-10
826677,697653,2023-09-25,3067.92,Processing,2023-11
483582,102578,2023-06-05,1212.25,Shipped,2023-04
497970,656508,2022-09-27,2456.74,Processing,2023-08
568072,144677,2023-03-12,4297.9,Cancelled,2023-08
187041,423910,2023-01-28,3662.4,Shipped,2022-11
655189,733198,2022-08-17,279.55,Processing,2023-03
175778,512156,2022-11-10,2399.78,Processing,2022-04
647867,421159,2021-11-27,2449.16,Processing,2023-01
527708,453322,2023-08-29,3399.82,Cancelled,2022-09
623443,766297,2023-09-13,2363.36,Shipped,2022-06
866763,411106,2023-04-18,4192.75,Returned,2023-08
860727,584365,2023-04-23,3463.17,Returned,2023-11
460928,27157,2023-12-19,4293.1,Cancelled,2022-07
218152,993208,2022-07-08,4486.06,Returned,2022-04
767230,548213,2022-04-19,3852.75,Shipped,2021-12
314268,694570,2022-04-12,3372.23,Returned,2023-07
328985,582711,2022-10-01,3287.01,Processing,2023-12
347082,319703,2023-05-09,2374.87,Processing,2022-09
310564,896374,2023-08-19,4735.71,Processing,2022-02
26910,3187,2022-03-01,1796.9,Processing,2022-02
437279,810763,2023-07-21,3043.03,Delivered,2023-01
953934,694570,2023-07-04,2008.26,Returned,2022-12
170543,710696,2022-09-02,4420.73,Shipped,2022-07
186454,21018,2022-04-12,3344.64,Returned,2021-12
459540,714565,2023-11-18,2447.64,Delivered,2023-10
912904,748019,2023-06-15,2576.39,Processing,2021-12
236375,4048,2022-05-26,2363.32,Processing,2022-01
442117,323535,2022-10-01,1170.68,Returned,2022-02
406596,182646,2023-03-30,802.57,Delivered,2023-07
473195,373623,2022-05-22,1488.21,Returned,2022-04
113887,831354,2023-12-19,3460.34,Processing,2023-09
881755,493419,2022-03-25,1348.42,Processing,2022-06
618995,546288,2023-07-06,3430.94,Cancelled,2021-11
701367,912846,2022-08-13,247.41,Delivered,2022-06
963516,577663,2023-06-11,2361.36,Returned,2023-02
102632,799249,2023-01-17,4309.26,Processing,2023-05
646723,642393,2023-10-27,1169.01,Delivered,2023-01
816744,668358,2022-08-26,2926.75,Processing,2022-04
176185,750378,2023-12-12,4197.95,Shipped,2022-08
601085,742429,2022-10-24,4977.8,Processing,2023-11
934563,296110,2023-09-30,1910.86,Returned,2022-12
399315,776925,2022-02-19,1271.97,Processing,2023-09
633787,397450,2022-01-28,1020.0,Returned,2022-10
60910,3594,2023-09-24,2640.97,Shipped,2023-02
22313,410749,2021-11-18,2683.04,Cancelled,2023-06
381590,419533,2021-12-13,2928.93,Shipped,2022-12
24271,63604,2023-01-29,1204.28,Delivered,2023-08
717109,660131,2022-09-12,4166.32,Cancelled,2023-02
301239,576272,2021-11-21,3654.63,Cancelled,2023-02
314932,254694,2022-12-08,2854.04,Processing,2023-09
855889,63972,2023-10-25,2272.5,Shipped,2022-01
908185,354575,2022-06-30,1253.72,Returned,2023-01
13983,176622,2023-05-12,3896.4,Cancelled,2022-05
59669,23523,2021-11-22,1860.51,Returned,2022-12
971321,5418,2022-10-15,1646.23,Cancelled,2023-05
283604,697019,2023-01-21,413.52,Cancelled,2021-11
809567,943127,2023-07-04,4355.01,Shipped,2022-02
944018,769270,2021-11-19,2962.48,Returned,2023-09
367615,257234,2021-11-27,337.07,Shipped,2023-11
380578,44848,2023-01-01,4793.63,Delivered,2023-02
850074,188953,2022-04-15,4119.8,Delivered,2022-03
613361,441815,2022-11-04,4020.81,Processing,2023-10
534106,269611,2022-09-18,1186.04,Cancelled,2023-11
487765,132918,2023-02-22,3926.46,Processing,2021-12
839627,484668,2022-10-24,1795.92,Processing,2022-10
336528,899714,2022-03-06,1548.71,Returned,2022-06
825712,124919,2022-02-07,4023.49,Returned,2022-12
369174,816336,2023-02-12,1555.67,Cancelled,2023-08
690284,152767,2022-06-11,2248.44,Delivered,2023-11
96613,239974,2021-11-22,1388.97,Cancelled,2023-12
124552,964368,2021-12-21,678.27,Cancelled,2023-09
983168,655848,2023-06-03,947.61,Cancelled,2023-07
408177,738801,2022-04-25,4903.36,Cancelled,2022-07
180600,967653,2022-09-07,3507.79,Returned,2023-08
225365,507641,2022-12-25,1304.51,Returned,2022-07
601507,414884,2022-08-10,2162.74,Cancelled,2023-12
430134,526757,2022-07-04,140.57,Delivered,2023-03
901465,494161,2022-11-15,2946.75,Returned,2022-12
666416,536823,2022-01-25,2578.88,Cancelled,2022-07
202398,287123,2023-10-05,2508.29,Returned,2023-07
132969,443281,2021-11-28,2774.0,Cancelled,2021-12
995978,8910,2023-03-15,827.95,Shipped,2022-08
353192,307602,2022-10-15,2938.44,Processing,2023-08
87858,829551,2022-11-03,339.99,Shipped,2023-02
878186,499062,2023-12-05,4190.79,Cancelled,2022-08
350218,933054,2023-12-15,3586.54,Delivered,2023-03
571564,968213,2022-04-14,1842.98,Processing,2023-08
344093,417194,2022-04-09,1311.99,Shipped,2022-04
995200,128971,2023-06-14,3741.92,Processing,2023-03
592041,802162,2023-12-25,3960.23,Processing,2023-12
338778,227703,2023-03-21,1098.56,Cancelled,2021-11
96977,55780,2022-12-14,854.68,Delivered,2023-10
445594,376171,2023-06-08,93.01,Delivered,2021-11
758771,248583,2023-07-16,3908.69,Processing,2022-12
309886,277337,2022-07-05,3153.15,Cancelled,2023-12
655630,853449,2022-02-20,718.84,Processing,2022-05
232203,149360,2022-06-25,1108.7,Cancelled,2022-04
968416,304669,2023-02-24,4696.57,Delivered,2022-02
241996,259797,2023-12-13,749.54,Shipped,2023-04
824821,222738,2023-06-14,3739.49,Processing,2023-02
132666,780918,2022-06-28,785.0,Cancelled,2023-12
322987,515466,2022-02-08,4246.53,Delivered,2023-11
8621,515040,2022-08-25,643.07,Returned,2023-04
688911,211958,2021-12-06,505.24,Delivered,2022-01
878574,717384,2022-10-05,2764.89,Cancelled,2023-04
560980,558275,2023-08-07,2040.55,Processing,2023-10
712277,723951,2022-01-28,3306.5,Cancelled,2022-10
766522,814792,2022-03-01,1580.24,Shipped,2022-08
923084,955961,2023-01-13,4854.8,Shipped,2023-10
697691,500909,2022-01-11,3501.44,Returned,2023-08
659364,493681,2023-05-25,3113.54,Returned,2023-01
40720,560512,2022-10-27,2287.08,Shipped,2021-11
474532,104814,2023-10-17,4216.65,Shipped,2023-02
614097,978769,2021-11-18,763.77,Delivered,2023-09
424214,18615,2022-12-11,135.73,Shipped,2022-05
348227,166624,2023-01-10,1726.95,Delivered,2023-03
649069,325537,2022-06-21,4141.71,Returned,2022-12
623985,745449,2022-12-30,4669.89,Returned,2023-06
543351,325650,2022-04-02,4268.0,Processing,2023-12
528179,327955,2022-01-04,80.22,Delivered,2023-03
883615,386025,2022-04-05,2664.78,Shipped,2023-03
890002,738422,2022-03-31,3152.51,Returned,2022-09
448350,471776,2022-04-10,4255.86,Processing,2023-03
449290,576272,2023-05-17,1271.58,Returned,2022-01
307343,242767,2023-06-28,728.75,Delivered,2023-09
406091,496656,2023-01-05,3842.34,Returned,2022-07
461051,464969,2022-02-16,4014.66,Cancelled,2022-01
569750,57449,2022-04-21,2540.92,Returned,2021-12
888994,735798,2022-01-19,3563.1,Processing,2022-03
729020,964728,2022-04-14,1873.5,Cancelled,2022-07
328452,823602,2023-06-20,2596.72,Cancelled,2023-10
295235,636401,2023-03-03,4816.39,Cancelled,2023-08
474196,606953,2023-11-08,1610.63,Shipped,2022-09
398063,604041,2022-10-09,967.43,Cancelled,2023-06
418414,791660,2023-12-22,2161.43,Processing,2023-12
492317,831722,2023-01-02,4189.24,Processing,2023-02
439988,95710,2023-08-16,519.5,Returned,2022-11
617955,594165,2023-11-02,4106.16,Cancelled,2022-08
577601,110885,2023-12-12,1297.1,Cancelled,2022-12
697409,617964,2023-05-06,1669.67,Delivered,2023-11
16271,428413,2022-12-26,2949.09,Shipped,2023-08
950093,520436,2022-03-15,72.31,Shipped,2022-08
773383,926445,2022-08-27,592.07,Processing,2022-11
63591,125391,2023-12-12,2710.99,Processing,2022-09
393200,75022,2022-07-12,789.74,Cancelled,2023-02
427519,553916,2023-01-19,428.3,Cancelled,2022-09
147710,41650,2023-09-23,4262.16,Delivered,2022-09
174120,861587,2022-09-05,3279.82,Shipped,2022-02
846673,854907,2022-09-06,4645.7,Delivered,2022-06
791961,100752,2022-08-16,865.62,Cancelled,2022-05
629419,791754,2022-01-01,4591.48,Returned,2023-05
521689,560212,2023-10-25,150.97,Cancelled,2023-06
257564,475730,2023-08-15,250.81,Returned,2023-07
169683,308096,2023-04-17,2038.18,Cancelled,2022-08
341488,230796,2022-10-17,410.95,Delivered,2022-09
407954,183451,2022-07-09,4173.39,Shipped,2023-11
426024,429044,2022-12-07,2987.58,Returned,2022-03
294193,859354,2021-12-27,4339.0,Delivered,2022-10
469277,139552,2022-09-06,3917.46,Cancelled,2021-12
306898,753494,2022-09-24,4377.26,Processing,2023-07
645696,428539,2022-12-18,2317.2,Shipped,2021-12
482404,482122,2022-05-24,1258.67,Cancelled,2021-12
799845,966696,2023-07-05,2321.02,Cancelled,2023-07
526047,104041,2022-08-27,2937.68,Delivered,2023-10
913705,338789,2022-02-09,102.91,Shipped,2023-01
241947,193842,2023-11-10,4884.47,Returned,2022-12
720370,977234,2022-01-14,4953.5,Cancelled,2022-01
868549,924723,2023-11-13,1730.69,Processing,2023-08
774440,303865,2022-09-19,4262.74,Processing,2022-05
306499,998064,2023-07-17,275.16,Cancelled,2022-12
245412,175071,2023-08-04,1635.58,Returned,2022-07
493933,815769,2022-04-09,686.85,Cancelled,2023-10
642177,721397,2023-09-08,3267.77,Cancelled,2023-05
890162,228914,2023-10-17,2922.95,Delivered,2023-11
913827,859579,2022-08-07,3398.4,Cancelled,2023-05
402742,218698,2022-06-29,2043.04,Returned,2023-06
429882,280687,2022-07-14,2037.05,Returned,2022-03
555859,416115,2021-11-28,2896.73,Shipped,2022-09
339243,831792,2022-06-08,4882.95,Processing,2022-01
727334,641652,2022-07-22,1662.35,Cancelled,2022-06
229283,595508,2022-09-14,3057.35,Returned,2022-08
562994,171542,2023-01-26,4001.28,Processing,2023-01
167505,190413,2022-04-07,3509.97,Delivered,2023-07
852614,298420,2023-12-11,3657.46,Returned,2022-01
459533,571238,2022-06-22,2719.85,Cancelled,2022-06
84118,230986,2022-09-11,3113.99,Cancelled,2023-10
13469,99152,2022-02-11,4236.31,Returned,2022-08
466910,959679,2022-12-08,4738.89,Delivered,2022-10
969906,864144,2023-02-13,4270.5,Delivered,2022-06
278440,121752,2022-01-22,1590.3,Processing,2023-09
700212,209864,2022-06-05,704.74,Cancelled,2023-04
365895,532191,2022-03-10,2005.94,Delivered,2023-02
43792,319735,2023-01-13,1678.45,Processing,2022-12
804299,77516,2022-05-30,2441.2,Returned,2022-02
648454,547504,2022-07-07,608.29,Cancelled,2023-02
55094,987247,2022-02-24,2570.88,Processing,2023-12
93344,520860,2023-11-18,4220.27,Shipped,2022-07
466880,878499,2023-10-31,306.64,Returned,2023-02
552098,230019,2022-04-27,1119.96,Delivered,2022-06
216456,223859,2022-07-11,1927.75,Returned,2022-02
916282,737309,2022-07-17,4879.89,Shipped,2023-12
198543,279557,2022-08-23,1291.76,Shipped,2022-12
130021,871675,2022-02-27,3577.09,Returned,2023-11
378985,823016,2022-08-25,3774.61,Processing,2023-02
501729,96103,2023-02-15,79.58,Shipped,2022-09
431011,402349,2021-12-11,2645.68,Returned,2023-06
648133,713613,2023-10-11,1714.28,Cancelled,2022-09
79331,223364,2023-04-17,1074.32,Returned,2022-06
200544,961645,2023-10-12,1847.46,Returned,2022-08
491216,487631,2023-01-17,2982.54,Delivered,2023-07
134904,427746,2022-11-23,4219.47,Shipped,2022-12
239690,621143,2022-04-14,3784.45,Returned,2023-08
808837,525958,2022-03-26,3437.32,Processing,2022-10
669835,960748,2023-04-28,4264.43,Cancelled,2023-01
517839,641496,2023-03-23,2696.05,Shipped,2023-07
219490,737613,2023-07-13,4683.27,Processing,2023-02
200086,780965,2022-07-21,3305.57,Delivered,2021-12
79915,37592,2022-05-06,1595.01,Processing,2023-07
907209,584674,2023-08-18,4338.21,Cancelled,2023-08
681236,570468,2023-03-10,1222.65,Returned,2023-02
201770,883861,2023-06-04,2575.7,Processing,2022-04
561201,490755,2023-05-19,3866.16,Delivered,2022-12
330951,824441,2022-02-09,1037.35,Processing,2021-12
440304,569754,2023-08-12,4362.38,Shipped,2023-06
206891,907199,2022-08-16,1404.01,Cancelled,2023-06
518286,750144,2022-02-01,2733.65,Shipped,2023-07
620564,802682,2023-09-27,398.45,Shipped,2022-03
456908,298737,2022-10-13,761.82,Processing,2023-12
440885,486390,2022-04-03,4537.43,Returned,2022-10
284787,952588,2022-04-16,4349.8,Cancelled,2022-03
944748,37957,2023-01-30,1778.26,Delivered,2023-02
880442,575305,2021-11-21,750.81,Returned,2023-02
615703,950945,2023-01-22,3954.39,Delivered,2022-06
671604,466707,2022-07-05,1346.5,Cancelled,2023-09
904492,287123,2023-08-19,4018.85,Processing,2023-03
988007,397891,2023-03-17,1123.88,Delivered,2023-12
833960,164688,2022-12-11,378.21,Processing,2022-05
3763,151991,2022-07-26,4187.57,Cancelled,2023-01
676576,42410,2022-04-26,3714.85,Cancelled,2022-10
780794,711939,2023-11-19,2345.17,Shipped,2022-09
622299,819020,2023-12-10,3656.11,Returned,2023-12
674001,454274,2021-11-23,1914.39,Processing,2022-11
961249,568406,2023-03-01,3633.94,Shipped,2023-09
892236,411409,2022-11-20,4391.65,Processing,2023-06
360580,616490,2023-05-27,3699.7,Delivered,2022-12
83271,871786,2022-02-04,3621.99,Processing,2022-09
848263,53652,2023-05-06,3765.81,Cancelled,2023-07
174078,722711,2023-08-01,822.23,Processing,2023-11
914616,971887,2023-12-21,248.8,Cancelled,2022-01
464632,968466,2022-10-11,1894.3,Returned,2022-04
994324,883032,2023-07-07,787.97,Returned,2023-02
759587,585455,2023-06-01,4351.44,Processing,2022-04
180180,733481,2023-05-07,4983.02,Delivered,2023-02
975900,338789,2021-12-31,3796.65,Cancelled,2022-01
199724,992066,2023-09-14,1265.2,Delivered,2023-04
697858,730204,2022-11-15,87.31,Returned,2023-03
756496,532473,2021-12-20,3414.55,Processing,2022-01
948300,916007,2022-05-08,1390.75,Processing,2023-12
826616,132055,2022-12-16,1762.86,Returned,2023-08
69692,454052,2022-05-26,521.65,Cancelled,2022-07
203935,7438,2021-12-24,3205.56,Shipped,2021-12
131081,63972,2023-07-24,1029.63,Processing,2022-03
850876,812832,2022-03-23,1692.82,Cancelled,2023-02
522042,405786,2022-03-06,1516.61,Shipped,2023-12
984140,968349,2022-12-26,4343.85,Delivered,2022-04
199367,262326,2022-04-02,78.98,Processing,2022-10
621042,618727,2023-06-20,2692.17,Shipped,2022-12
778175,485866,2023-11-28,3037.49,Processing,2023-04
786315,320943,2023-06-17,690.89,Processing,2023-09
325153,623421,2022-06-12,2267.6,Processing,2022-08
275489,952303,2023-05-28,4310.22,Delivered,2022-07
674040,883861,2022-07-08,352.53,Processing,2023-08
34831,365286,2023-05-15,4492.81,Processing,2022-03
87767,415501,2023-03-18,541.71,Returned,2022-08
655674,280362,2023-08-01,1142.31,Processing,2023-10
63380,462767,2023-06-01,764.42,Returned,2023-02
430020,714177,2023-03-07,3213.19,Processing,2023-08
988049,299707,2022-08-17,4083.55,Cancelled,2022-06
483873,374819,2023-04-22,2238.91,Shipped,2023-01
825836,47641,2022-05-04,2241.77,Returned,2022-11
552248,721204,2023-03-26,683.47,Cancelled,2021-12
536504,771259,2023-12-16,2907.52,Cancelled,2022-12
228798,186226,2022-08-28,1410.4,Processing,2023-01
434313,402415,2021-12-25,2576.77,Delivered,2023-02
30103,470527,2022-03-01,2528.15,Delivered,2023-07
378843,951390,2022-11-25,2159.12,Cancelled,2023-04
574243,970837,2023-12-16,423.54,Shipped,2023-06
6057,525816,2022-10-19,2803.82,Cancelled,2022-03
43585,224338,2023-01-30,1334.28,Processing,2023-08
755511,352932,2022-01-07,2333.75,Returned,2022-05
149290,85471,2023-04-16,3377.17,Cancelled,2021-12
253882,859639,2023-01-25,2292.17,Delivered,2023-10
857197,348845,2022-01-26,602.2,Shipped,2023-06
599153,165457,2022-10-27,3253.68,Shipped,2021-12
271565,759908,2023-07-07,4775.97,Shipped,2023-02
927982,206010,2022-06-14,2113.83,Processing,2023-02
846695,516311,2021-12-19,4355.81,Shipped,2023-03
276,799254,2023-05-15,4586.27,Delivered,2023-01
713196,527594,2022-12-22,313.8,Shipped,2022-12
556854,261598,2022-12-17,4698.38,Returned,2022-06
910287,333091,2023-05-26,2642.64,Processing,2022-09
100325,518529,2023-09-21,1994.78,Cancelled,2023-01
535057,527688,2023-09-17,3412.83,Processing,2022-12
502372,41169,2022-11-03,2892.76,Processing,2023-10
716292,298760,2022-06-04,1898.86,Shipped,2023-02
937019,664917,2022-02-22,4969.49,Delivered,2022-04
749143,238546,2023-03-28,3646.63,Returned,2022-09
173200,850487,2022-03-18,1506.22,Processing,2023-12
152651,560624,2023-05-25,958.78,Processing,2023-06
785861,57738,2023-10-06,4106.97,Shipped,2022-07
86589,75289,2021-12-19,583.1,Shipped,2022-10
578446,131432,2023-06-06,2051.78,Returned,2023-02
301229,698246,2022-10-10,2788.79,Returned,2023-08
601615,322243,2023-01-15,2839.61,Delivered,2023-06
769216,368246,2023-11-03,62.49,Processing,2022-05
441271,341774,2023-10-26,403.02,Delivered,2023-10
247212,591880,2022-08-18,1333.91,Processing,2023-04
142528,57527,2023-01-10,4542.59,Delivered,2023-08
201265,240629,2022-04-10,3074.49,Cancelled,2023-10
584388,729740,2023-10-18,944.64,Returned,2022-08
464137,509190,2023-04-05,2259.83,Returned,2022-09
95119,403608,2023-09-15,1403.85,Processing,2023-09
934714,797800,2023-01-15,1692.02,Delivered,2023-05
243443,987316,2023-02-21,4197.24,Processing,2023-04
233675,355599,2023-09-07,1657.06,Processing,2022-07
433295,476460,2022-10-06,1167.06,Shipped,2023-04
372928,257608,2023-02-05,1325.53,Returned,2022-11
762030,11101,2021-12-15,1312.81,Shipped,2023-01
859099,901812,2022-02-25,1566.4,Returned,2023-07
253169,302568,2022-07-15,2467.27,Delivered,2022-06
710270,879707,2022-11-04,779.43,Delivered,2022-01
87859,555465,2021-12-27,3501.44,Cancelled,2023-08
878299,740446,2022-03-21,2373.77,Shipped,2022-09
154414,6661,2023-12-03,3465.77,Processing,2023-06
854284,882000,2022-07-07,4816.04,Shipped,2023-06
5051,384639,2021-11-28,3665.85,Cancelled,2022-07
116504,283176,2023-03-30,4404.15,Returned,2022-06
309596,584480,2023-06-09,849.61,Delivered,2022-10
201876,302194,2022-03-09,758.43,Processing,2023-12
241773,298760,2022-10-03,1711.58,Returned,2022-07
530652,503614,2022-08-29,3581.66,Returned,2022-05
102801,690834,2023-06-23,3511.71,Cancelled,2022-06
707854,57013,2023-11-02,396.46,Delivered,2023-06
480925,80945,2023-06-03,4133.36,Delivered,2022-08
580423,691341,2022-05-01,4168.77,Cancelled,2023-08
275040,482165,2022-11-11,593.2,Shipped,2023-10
673789,266525,2022-11-25,4488.24,Shipped,2022-04
265949,833646,2022-09-25,3701.69,Shipped,2022-09
528703,994448,2023-05-23,3884.91,Cancelled,2023-06
113419,195804,2023-11-13,1452.61,Processing,2022-05
408691,476427,2021-12-19,1426.86,Shipped,2023-10
372624,992887,2023-03-25,2123.71,Shipped,2022-05
452314,429024,2022-02-04,1695.08,Returned,2022-08
209016,780918,2023-02-03,1611.51,Returned,2023-09
844713,409370,2023-01-04,4382.79,Shipped,2023-01
664860,684517,2021-11-23,3514.01,Delivered,2022-04
117003,394083,2023-02-16,4805.81,Cancelled,2022-09
287289,322301,2023-02-15,2555.08,Delivered,2022-12
730012,639466,2022-01-24,4821.82,Delivered,2022-04
646425,937136,2023-06-14,2223.28,Delivered,2022-04
335731,369153,2022-03-04,4331.54,Returned,2021-11
623077,293312,2023-06-24,1892.21,Cancelled,2023-03
775798,329214,2023-07-16,2222.61,Processing,2023-01
860578,816081,2022-06-28,1486.39,Processing,2021-11
794494,460680,2022-10-04,4473.57,Processing,2022-11
603910,390016,2023-05-13,2204.1,Cancelled,2023-04
379625,377471,2023-09-12,3967.96,Cancelled,2022-04
456252,759231,2022-10-13,1831.18,Returned,2023-01
902249,357729,2022-12-01,911.94,Shipped,2023-05
921295,828992,2022-08-08,488.95,Shipped,2023-06
325410,889935,2022-12-24,595.0,Cancelled,2022-03
439655,987134,2023-07-12,3345.26,Delivered,2022-07
16931,151035,2023-06-20,3023.74,Processing,2021-11
726874,269707,2022-11-23,2733.17,Shipped,2022-10
292823,583929,2022-08-24,4882.0,Shipped,2022-07
881642,512156,2023-06-16,4739.84,Processing,2022-01
202785,109766,2023-11-19,4699.63,Cancelled,2022-04
828392,831563,2023-09-28,1315.05,Returned,2023-03
722397,831296,2023-08-24,923.59,Cancelled,2022-09
495620,595965,2023-12-10,3050.07,Shipped,2023-07
896075,959157,2023-11-01,3543.53,Shipped,2023-02
599483,164837,2023-08-01,2337.05,Processing,2023-08
997661,868178,2022-05-28,349.66,Returned,2023-08
881949,523955,2023-05-25,4014.53,Processing,2022-10
650390,486370,2023-12-01,2488.3,Shipped,2023-10
673559,592719,2023-10-03,2436.28,Returned,2022-01
769863,734023,2023-07-15,589.95,Returned,2022-06
