OrderID,CustomerID,OrderDate,TotalAmount,Status
618995,546288,2023-08-13,3430.94,Cancelled
701367,912846,2022-05-05,247.41,Delivered
963516,577663,2023-05-13,2361.36,Returned
102632,799249,2023-09-25,4309.26,Processing
646723,642393,2022-11-15,1169.01,Delivered
816744,668358,2023-02-28,2926.75,Processing
176185,750378,2022-10-21,4197.95,Shipped
601085,742429,2022-11-20,4977.8,Processing
934563,296110,2022-07-23,1910.86,Returned
399315,776925,2022-03-08,1271.97,Processing
633787,397450,2022-11-23,1020.0,Returned
60910,3594,2022-10-29,2640.97,Shipped
22313,410749,2022-12-24,2683.04,Cancelled
381590,419533,2023-03-17,2928.93,Shipped
24271,63604,2022-05-30,1204.28,Delivered
717109,660131,2022-02-11,4166.32,Cancelled
301239,576272,2022-08-06,3654.63,Cancelled
314932,254694,2022-05-23,2854.04,Processing
855889,63972,2023-08-27,2272.5,Shipped
908185,354575,2023-10-20,1253.72,Returned
13983,176622,2023-04-28,3896.4,Cancelled
59669,23523,2022-06-09,1860.51,Returned
971321,5418,2022-09-28,1646.23,Cancelled
283604,697019,2023-10-30,413.52,Cancelled
809567,943127,2023-05-06,4355.01,Shipped
944018,769270,2023-07-21,2962.48,Returned
367615,257234,2022-08-15,337.07,Shipped
380578,44848,2023-03-14,4793.63,Delivered
850074,188953,2022-05-02,4119.8,Delivered
613361,441815,2023-01-10,4020.81,Processing
534106,269611,2022-11-12,1186.04,Cancelled
487765,132918,2023-09-04,3926.46,Processing
839627,484668,2023-05-24,1795.92,Processing
336528,899714,2023-05-31,1548.71,Returned
825712,124919,2022-04-20,4023.49,Returned
369174,816336,2022-06-06,1555.67,Cancelled
690284,152767,2022-05-04,2248.44,Delivered
96613,239974,2022-07-31,1388.97,Cancelled
124552,964368,2022-07-05,678.27,Cancelled
983168,655848,2022-04-29,947.61,Cancelled
408177,738801,2022-04-02,4903.36,Cancelled
180600,967653,2023-01-10,3507.79,Returned
225365,507641,2022-12-24,1304.51,Returned
601507,414884,2023-05-09,2162.74,Cancelled
430134,526757,2022-12-11,140.57,Delivered
901465,494161,2021-12-02,2946.75,Returned
666416,536823,2023-11-12,2578.88,Cancelled
202398,287123,2023-02-05,2508.29,Returned
132969,443281,2023-04-23,2774.0,Cancelled
995978,8910,2023-02-24,827.95,Shipped
353192,307602,2022-09-28,2938.44,Processing
87858,829551,2022-12-05,339.99,Shipped
878186,499062,2023-10-28,4190.79,Cancelled
350218,933054,2022-08-20,3586.54,Delivered
571564,968213,2022-06-14,1842.98,Processing
344093,417194,2023-02-27,1311.99,Shipped
995200,128971,2022-04-06,3741.92,Processing
592041,802162,2022-12-28,3960.23,Processing
338778,227703,2023-04-23,1098.56,Cancelled
96977,55780,2023-06-10,854.68,Delivered
445594,376171,2022-12-23,93.01,Delivered
758771,248583,2023-05-09,3908.69,Processing
309886,277337,2022-03-29,3153.15,Cancelled
655630,853449,2022-01-15,718.84,Processing
232203,149360,2022-01-09,1108.7,Cancelled
968416,304669,2022-06-01,4696.57,Delivered
241996,259797,2023-04-29,749.54,Shipped
824821,222738,2022-01-27,3739.49,Processing
132666,780918,2022-11-10,785.0,Cancelled
322987,515466,2022-08-16,4246.53,Delivered
8621,515040,2022-05-30,643.07,Returned
688911,211958,2023-01-21,505.24,Delivered
878574,717384,2023-07-26,2764.89,Cancelled
560980,558275,2022-07-02,2040.55,Processing
712277,723951,2022-09-16,3306.5,Cancelled
766522,814792,2022-08-16,1580.24,Shipped
923084,955961,2023-10-22,4854.8,Shipped
697691,500909,2022-03-20,3501.44,Returned
659364,493681,2023-03-23,3113.54,Returned
40720,560512,2022-08-11,2287.08,Shipped
474532,104814,2023-10-11,4216.65,Shipped
614097,978769,2023-01-09,763.77,Delivered
424214,18615,2022-08-12,135.73,Shipped
348227,166624,2022-07-02,1726.95,Delivered
649069,325537,2022-12-15,4141.71,Returned
623985,745449,2021-12-26,4669.89,Returned
543351,325650,2022-02-20,4268.0,Processing
528179,327955,2022-01-04,80.22,Delivered
883615,386025,2022-06-07,2664.78,Shipped
890002,738422,2023-09-26,3152.51,Returned
448350,471776,2023-03-20,4255.86,Processing
449290,576272,2023-02-15,1271.58,Returned
307343,242767,2022-04-29,728.75,Delivered
406091,496656,2023-08-22,3842.34,Returned
461051,464969,2022-07-13,4014.66,Cancelled
569750,57449,2022-06-17,2540.92,Returned
888994,735798,2021-12-17,3563.1,Processing
729020,964728,2023-07-24,1873.5,Cancelled
328452,823602,2023-11-03,2596.72,Cancelled
295235,636401,2022-03-14,4816.39,Cancelled
474196,606953,2023-08-12,1610.63,Shipped
398063,604041,2022-12-02,967.43,Cancelled
418414,791660,2023-04-22,2161.43,Processing
492317,831722,2023-09-26,4189.24,Processing
439988,95710,2022-10-06,519.5,Returned
617955,594165,2023-05-15,4106.16,Cancelled
577601,110885,2022-10-14,1297.1,Cancelled
697409,617964,2022-04-27,1669.67,Delivered
16271,428413,2022-09-27,2949.09,Shipped
950093,520436,2023-08-17,72.31,Shipped
773383,926445,2023-04-07,592.07,Processing
63591,125391,2023-06-02,2710.99,Processing
393200,75022,2023-05-04,789.74,Cancelled
427519,553916,2022-05-28,428.3,Cancelled
147710,41650,2023-06-24,4262.16,Delivered
174120,861587,2023-03-13,3279.82,Shipped
846673,854907,2021-12-06,4645.7,Delivered
791961,100752,2023-07-04,865.62,Cancelled
629419,791754,2022-05-13,4591.48,Returned
521689,560212,2022-06-07,150.97,Cancelled
257564,475730,2022-06-06,250.81,Returned
169683,308096,2022-07-28,2038.18,Cancelled
341488,230796,2022-11-17,410.95,Delivered
407954,183451,2022-04-11,4173.39,Shipped
426024,429044,2023-10-06,2987.58,Returned
294193,859354,2022-09-17,4339.0,Delivered
469277,139552,2023-07-14,3917.46,Cancelled
306898,753494,2022-01-18,4377.26,Processing
645696,428539,2023-08-04,2317.2,Shipped
482404,482122,2021-12-07,1258.67,Cancelled
799845,966696,2023-11-02,2321.02,Cancelled
526047,104041,2022-08-29,2937.68,Delivered
913705,338789,2022-10-17,102.91,Shipped
241947,193842,2022-03-21,4884.47,Returned
720370,977234,2023-10-01,4953.5,Cancelled
868549,924723,2023-09-12,1730.69,Processing
774440,303865,2022-11-15,4262.74,Processing
306499,998064,2023-03-14,275.16,Cancelled
245412,175071,2022-08-05,1635.58,Returned
493933,815769,2022-03-28,686.85,Cancelled
642177,721397,2022-09-02,3267.77,Cancelled
890162,228914,2022-10-31,2922.95,Delivered
913827,859579,2022-07-14,3398.4,Cancelled
402742,218698,2023-01-22,2043.04,Returned
429882,280687,2022-10-25,2037.05,Returned
555859,416115,2023-02-03,2896.73,Shipped
339243,831792,2022-02-01,4882.95,Processing
727334,641652,2022-11-07,1662.35,Cancelled
229283,595508,2022-02-17,3057.35,Returned
562994,171542,2022-08-20,4001.28,Processing
167505,190413,2023-04-09,3509.97,Delivered
852614,298420,2023-03-14,3657.46,Returned
459533,571238,2023-09-12,2719.85,Cancelled
84118,230986,2022-03-30,3113.99,Cancelled
13469,99152,2022-01-03,4236.31,Returned
466910,959679,2023-08-21,4738.89,Delivered
969906,864144,2021-12-17,4270.5,Delivered
278440,121752,2022-10-14,1590.3,Processing
700212,209864,2022-02-26,704.74,Cancelled
365895,532191,2022-01-01,2005.94,Delivered
43792,319735,2023-02-10,1678.45,Processing
804299,77516,2023-02-01,2441.2,Returned
648454,547504,2023-10-07,608.29,Cancelled
55094,987247,2022-12-29,2570.88,Processing
93344,520860,2022-02-17,4220.27,Shipped
466880,878499,2023-05-23,306.64,Returned
552098,230019,2023-09-07,1119.96,Delivered
216456,223859,2023-05-09,1927.75,Returned
916282,737309,2022-11-28,4879.89,Shipped
198543,279557,2023-07-01,1291.76,Shipped
130021,871675,2023-09-29,3577.09,Returned
378985,823016,2022-01-22,3774.61,Processing
501729,96103,2023-01-06,79.58,Shipped
431011,402349,2023-01-20,2645.68,Returned
648133,713613,2022-09-27,1714.28,Cancelled
79331,223364,2023-02-24,1074.32,Returned
200544,961645,2022-07-14,1847.46,Returned
491216,487631,2023-07-18,2982.54,Delivered
134904,427746,2023-07-16,4219.47,Shipped
239690,621143,2023-10-11,3784.45,Returned
808837,525958,2021-11-18,3437.32,Processing
669835,960748,2022-03-18,4264.43,Cancelled
517839,641496,2023-02-10,2696.05,Shipped
219490,737613,2023-06-01,4683.27,Processing
200086,780965,2023-04-25,3305.57,Delivered
79915,37592,2022-05-22,1595.01,Processing
907209,584674,2022-10-21,4338.21,Cancelled
681236,570468,2022-07-03,1222.65,Returned
201770,883861,2022-01-13,2575.7,Processing
561201,490755,2022-05-17,3866.16,Delivered
330951,824441,2022-01-17,1037.35,Processing
440304,569754,2022-10-10,4362.38,Shipped
206891,907199,2022-08-05,1404.01,Cancelled
518286,750144,2021-11-16,2733.65,Shipped
620564,802682,2022-11-19,398.45,Shipped
456908,298737,2022-09-19,761.82,Processing
440885,486390,2022-09-09,4537.43,Returned
284787,952588,2022-11-05,4349.8,Cancelled
944748,37957,2022-02-16,1778.26,Delivered
880442,575305,2022-03-25,750.81,Returned
615703,950945,2023-10-07,3954.39,Delivered
671604,466707,2023-09-20,1346.5,Cancelled
904492,287123,2022-09-12,4018.85,Processing
988007,397891,2023-06-29,1123.88,Delivered
833960,164688,2023-07-17,378.21,Processing
3763,151991,2022-12-27,4187.57,Cancelled
676576,42410,2022-07-09,3714.85,Cancelled
780794,711939,2022-09-29,2345.17,Shipped
622299,819020,2023-07-24,3656.11,Returned
674001,454274,2022-07-28,1914.39,Processing
961249,568406,2022-10-17,3633.94,Shipped
892236,411409,2023-11-16,4391.65,Processing
360580,616490,2023-05-27,3699.7,Delivered
83271,871786,2023-03-08,3621.99,Processing
848263,53652,2022-01-02,3765.81,Cancelled
174078,722711,2023-01-18,822.23,Processing
914616,971887,2022-04-25,248.8,Cancelled
464632,968466,2023-10-31,1894.3,Returned
994324,883032,2022-08-11,787.97,Returned
759587,585455,2022-11-09,4351.44,Processing
180180,733481,2023-10-11,4983.02,Delivered
975900,338789,2021-11-16,3796.65,Cancelled
199724,992066,2023-07-05,1265.2,Delivered
697858,730204,2022-01-27,87.31,Returned
756496,532473,2022-07-30,3414.55,Processing
948300,916007,2021-11-16,1390.75,Processing
826616,132055,2021-11-22,1762.86,Returned
69692,454052,2022-08-21,521.65,Cancelled
203935,7438,2022-11-07,3205.56,Shipped
131081,63972,2023-07-20,1029.63,Processing
850876,812832,2022-08-10,1692.82,Cancelled
522042,405786,2022-04-06,1516.61,Shipped
984140,968349,2021-12-22,4343.85,Delivered
199367,262326,2023-06-12,78.98,Processing
621042,618727,2022-01-24,2692.17,Shipped
778175,485866,2022-07-17,3037.49,Processing
786315,320943,2021-12-16,690.89,Processing
325153,623421,2022-01-01,2267.6,Processing
275489,952303,2022-03-07,4310.22,Delivered
674040,883861,2022-10-27,352.53,Processing
34831,365286,2022-06-16,4492.81,Processing
87767,415501,2023-03-25,541.71,Returned
655674,280362,2023-09-10,1142.31,Processing
63380,462767,2023-03-16,764.42,Returned
430020,714177,2023-08-20,3213.19,Processing
988049,299707,2022-03-12,4083.55,Cancelled
483873,374819,2023-05-03,2238.91,Shipped
825836,47641,2021-11-20,2241.77,Returned
552248,721204,2023-07-15,683.47,Cancelled
536504,771259,2023-10-25,2907.52,Cancelled
228798,186226,2021-12-17,1410.4,Processing
434313,402415,2023-05-10,2576.77,Delivered
30103,470527,2023-07-02,2528.15,Delivered
378843,951390,2023-01-09,2159.12,Cancelled
574243,970837,2022-10-06,423.54,Shipped
6057,525816,2022-01-11,2803.82,Cancelled
43585,224338,2022-10-20,1334.28,Processing
755511,352932,2023-04-06,2333.75,Returned
149290,85471,2022-10-10,3377.17,Cancelled
253882,859639,2023-05-10,2292.17,Delivered
857197,348845,2022-11-10,602.2,Shipped
599153,165457,2023-05-15,3253.68,Shipped
271565,759908,2022-07-27,4775.97,Shipped
927982,206010,2022-12-23,2113.83,Processing
846695,516311,2022-10-12,4355.81,Shipped
276,799254,2023-02-08,4586.27,Delivered
713196,527594,2023-09-22,313.8,Shipped
556854,261598,2022-03-14,4698.38,Returned
910287,333091,2023-11-07,2642.64,Processing
100325,518529,2023-01-05,1994.78,Cancelled
535057,527688,2022-06-20,3412.83,Processing
502372,41169,2022-10-15,2892.76,Processing
716292,298760,2022-06-20,1898.86,Shipped
937019,664917,2022-10-01,4969.49,Delivered
749143,238546,2023-04-09,3646.63,Returned
173200,850487,2022-04-06,1506.22,Processing
152651,560624,2022-07-18,958.78,Processing
785861,57738,2023-10-05,4106.97,Shipped
86589,75289,2022-07-23,583.1,Shipped
578446,131432,2022-04-16,2051.78,Returned
301229,698246,2022-04-13,2788.79,Returned
601615,322243,2022-03-15,2839.61,Delivered
769216,368246,2022-11-14,62.49,Processing
441271,341774,2023-01-21,403.02,Delivered
247212,591880,2022-09-26,1333.91,Processing
142528,57527,2022-04-25,4542.59,Delivered
201265,240629,2022-10-21,3074.49,Cancelled
584388,729740,2022-02-24,944.64,Returned
464137,509190,2022-09-15,2259.83,Returned
95119,403608,2023-05-25,1403.85,Processing
934714,797800,2023-01-25,1692.02,Delivered
243443,987316,2023-07-11,4197.24,Processing
233675,355599,2022-03-19,1657.06,Processing
433295,476460,2023-02-04,1167.06,Shipped
372928,257608,2022-10-09,1325.53,Returned
762030,11101,2023-09-17,1312.81,Shipped
859099,901812,2022-02-05,1566.4,Returned
253169,302568,2023-09-21,2467.27,Delivered
710270,879707,2023-03-27,779.43,Delivered
87859,555465,2023-06-29,3501.44,Cancelled
878299,740446,2022-05-06,2373.77,Shipped
154414,6661,2023-04-26,3465.77,Processing
854284,882000,2023-08-07,4816.04,Shipped
5051,384639,2022-01-06,3665.85,Cancelled
116504,283176,2023-02-20,4404.15,Returned
309596,584480,2022-06-11,849.61,Delivered
201876,302194,2022-07-15,758.43,Processing
241773,298760,2022-05-08,1711.58,Returned
530652,503614,2023-08-16,3581.66,Returned
102801,690834,2023-04-18,3511.71,Cancelled
707854,57013,2022-03-24,396.46,Delivered
480925,80945,2023-03-01,4133.36,Delivered
580423,691341,2023-01-13,4168.77,Cancelled
275040,482165,2023-03-15,593.2,Shipped
673789,266525,2022-11-29,4488.24,Shipped
265949,833646,2022-05-18,3701.69,Shipped
528703,994448,2023-04-28,3884.91,Cancelled
113419,195804,2022-09-24,1452.61,Processing
408691,476427,2022-04-03,1426.86,Shipped
372624,992887,2023-09-26,2123.71,Shipped
452314,429024,2023-06-26,1695.08,Returned
209016,780918,2022-07-02,1611.51,Returned
844713,409370,2022-03-13,4382.79,Shipped
664860,684517,2022-08-20,3514.01,Delivered
117003,394083,2022-11-23,4805.81,Cancelled
287289,322301,2021-12-11,2555.08,Delivered
730012,639466,2022-05-18,4821.82,Delivered
646425,937136,2023-03-04,2223.28,Delivered
335731,369153,2022-01-08,4331.54,Returned
623077,293312,2022-02-18,1892.21,Cancelled
775798,329214,2023-08-26,2222.61,Processing
860578,816081,2022-05-27,1486.39,Processing
794494,460680,2023-07-22,4473.57,Processing
603910,390016,2023-07-14,2204.1,Cancelled
379625,377471,2023-07-26,3967.96,Cancelled
456252,759231,2023-03-31,1831.18,Returned
902249,357729,2023-08-25,911.94,Shipped
921295,828992,2022-09-03,488.95,Shipped
325410,889935,2022-07-17,595.0,Cancelled
439655,987134,2022-09-05,3345.26,Delivered
16931,151035,2022-06-10,3023.74,Processing
726874,269707,2022-01-16,2733.17,Shipped
292823,583929,2022-11-21,4882.0,Shipped
881642,512156,2023-05-18,4739.84,Processing
202785,109766,2022-08-19,4699.63,Cancelled
828392,831563,2022-12-21,1315.05,Returned
722397,831296,2023-05-16,923.59,Cancelled
495620,595965,2023-09-09,3050.07,Shipped
896075,959157,2022-05-24,3543.53,Shipped
599483,164837,2023-02-27,2337.05,Processing
997661,868178,2022-11-09,349.66,Returned
881949,523955,2022-01-13,4014.53,Processing
650390,486370,2022-11-27,2488.3,Shipped
673559,592719,2022-06-24,2436.28,Returned
769863,734023,2023-10-01,589.95,Returned
819527,271017,2022-08-20,386.54,Returned
945835,686091,2022-08-14,596.55,Delivered
909750,594126,2023-08-28,1005.48,Processing
520880,743534,2022-03-06,585.82,Returned
610349,440328,2022-04-25,2141.68,Processing
867133,4104,2023-01-16,547.99,Processing
935839,165278,2023-10-02,1727.62,Shipped
860029,19800,2023-03-04,333.73,Delivered
601728,850778,2022-09-27,3158.49,Cancelled
372205,109980,2022-09-10,355.64,Shipped
852844,864340,2023-10-25,3623.98,Processing
452262,574995,2022-02-15,4722.53,Cancelled
873096,10508,2022-08-22,4309.3,Processing
526299,939454,2022-10-08,2643.46,Cancelled
947355,23643,2023-03-16,4015.48,Processing
926677,658242,2022-10-24,849.42,Processing
711960,50811,2023-06-03,3147.25,Returned
378603,343169,2023-03-21,427.74,Processing
469196,690563,2023-04-18,874.15,Cancelled
740451,698182,2022-02-27,760.8,Delivered
319524,825148,2021-12-19,2776.77,Shipped
468263,60218,2022-12-14,4127.33,Returned
805373,415742,2022-07-15,1306.67,Delivered
973533,963981,2023-04-09,1395.08,Cancelled
403451,217661,2022-01-13,2162.65,Processing
136948,548110,2023-08-31,2381.86,Delivered
925187,205948,2022-04-19,1270.31,Returned
346935,796291,2022-03-08,4115.52,Processing
692721,864244,2023-04-06,334.41,Shipped
152760,589285,2023-08-11,2830.16,Cancelled
637812,413328,2022-02-24,3906.34,Shipped
937367,969795,2022-05-28,1492.36,Delivered
888861,469609,2022-02-02,1447.48,Cancelled
273854,463931,2023-10-26,939.02,Processing
977255,281198,2022-04-20,760.52,Cancelled
199485,76280,2023-04-02,925.53,Processing
522450,340455,2023-10-02,2994.78,Returned
33283,165927,2022-12-06,3361.29,Delivered
396157,405496,2023-02-24,2082.84,Processing
313404,305739,2023-10-08,2447.18,Processing
43711,534084,2022-03-10,1114.4,Delivered
31632,325755,2022-04-01,4155.56,Delivered
264990,733164,2023-01-19,2470.9,Returned
941109,756535,2023-10-22,3970.97,Processing
591516,526635,2022-01-29,4886.54,Shipped
81769,407547,2022-03-02,3396.56,Delivered
830509,737767,2023-03-29,149.77,Delivered
82600,520631,2022-03-08,4063.4,Returned
341189,338511,2023-06-15,4970.57,Processing
364967,471625,2023-01-23,2852.05,Returned
843790,461595,2023-07-05,3129.83,Returned
625953,975209,2022-10-19,195.91,Cancelled
305296,122088,2022-11-08,2717.68,Shipped
918669,151547,2022-09-24,2261.88,Cancelled
387843,192655,2021-12-04,616.59,Delivered
126377,850952,2021-12-17,1630.99,Shipped
972290,350457,2023-09-03,1683.61,Cancelled
662521,788092,2022-12-18,195.05,Cancelled
605796,372347,2022-01-25,2352.3,Delivered
385758,703324,2023-01-06,904.38,Shipped
840963,692584,2022-06-08,4864.27,Returned
367083,241532,2023-09-15,98.6,Processing
11966,243993,2023-04-25,1457.03,Processing
361992,217041,2022-08-25,2132.82,Cancelled
299778,699615,2022-05-02,489.2,Shipped
176402,959283,2022-11-27,176.64,Shipped
404835,36781,2023-07-04,1451.01,Returned
602346,888575,2022-12-23,1090.16,Returned
815529,180875,2022-07-29,1192.76,Delivered
523111,229331,2022-09-11,2919.61,Delivered
87408,481367,2022-04-18,1397.11,Delivered
186932,636320,2023-03-30,347.42,Cancelled
73677,153452,2022-03-23,952.45,Cancelled
853507,931105,2022-02-09,1163.41,Shipped
320432,824639,2023-02-09,2394.65,Shipped
479068,238023,2023-07-19,2887.71,Processing
314198,524579,2022-02-26,3638.75,Returned
644563,406445,2023-02-04,430.75,Processing
529229,619545,2022-05-01,3085.2,Cancelled
127662,880749,2022-08-20,2876.4,Delivered
407942,866959,2022-01-19,1730.23,Delivered
700225,692938,2023-09-04,1521.07,Processing
920947,112864,2021-12-14,3473.15,Delivered
177159,460585,2022-12-27,4358.41,Delivered
326949,227849,2022-08-11,4780.74,Returned
339252,390559,2022-08-25,948.65,Shipped
881903,548726,2022-03-02,3678.43,Processing
660075,805935,2023-03-06,4799.04,Delivered
882291,973546,2022-05-12,1974.43,Shipped
640076,532531,2022-11-21,2321.5,Cancelled
858095,295056,2023-06-08,1265.45,Processing
134174,57225,2023-08-21,426.35,Cancelled
500102,274130,2022-04-23,1279.38,Cancelled
195329,885167,2023-05-20,3462.79,Cancelled
864430,441205,2022-07-13,859.66,Returned
997042,408819,2022-02-17,862.58,Cancelled
52697,141758,2022-03-21,2436.96,Cancelled
842321,213265,2023-08-03,2577.09,Returned
186127,609698,2022-03-09,2738.21,Delivered
113355,210533,2022-06-18,1945.8,Processing
871428,64442,2022-08-20,3937.52,Shipped
988320,74511,2023-10-13,2471.32,Delivered
223864,358920,2022-10-07,491.98,Returned
235087,734178,2022-03-31,4848.15,Processing
31324,405965,2022-08-21,1593.6,Processing
480819,920837,2023-11-03,1282.93,Processing
971515,558827,2022-02-07,2687.43,Processing
868281,589827,2023-01-30,4070.59,Returned
253756,608268,2023-09-30,3476.45,Returned
477753,471407,2022-11-09,1942.94,Processing
810250,10663,2022-03-04,872.28,Cancelled
458907,368451,2023-03-25,1219.91,Cancelled
637069,269611,2022-08-05,1296.99,Cancelled
