,OrderDetailID,OrderID,ProductID,Quantity,Price
304,934075,73719,3962,1,582.1
305,681442,859204,8040,3,1262.0
306,424560,657389,7795,2,856.06
307,911845,867364,8762,1,1070.52
308,32893,905600,6986,2,1198.17
309,799755,92492,4337,1,391.66
310,904988,111605,98,2,1237.05
311,595723,538646,6686,1,661.35
312,253767,70620,6165,1,611.83
313,237069,529490,8769,1,192.04
314,985970,855413,4335,1,420.54
315,147854,763710,1161,1,1186.47
316,474725,6143,8746,4,236.28
317,847610,358649,6770,2,752.17
318,143206,995888,4292,1,182.94
319,691110,23765,5157,2,916.11
320,105141,600441,12,2,1460.7
321,746266,671829,5881,1,51.44
322,319508,773092,9415,1,986.66
323,848687,957741,5026,2,753.2
324,526664,190961,8938,3,363.71
325,881985,591516,159,1,102.22
326,299591,846134,8875,4,398.36
327,851259,809219,4270,3,1471.99
328,537054,25780,4337,2,391.66
329,561391,4394,7795,1,856.06
330,705925,180156,8769,1,192.04
331,485654,556861,5188,1,889.98
332,57018,746490,2436,1,358.96
333,742408,323678,2427,1,1322.63
334,102300,431048,2579,2,1152.56
335,216003,814987,3401,2,211.19
336,500416,585539,6963,2,703.49
337,556314,101536,8241,1,1102.11
338,378872,619839,6165,3,611.83
339,166416,712186,7569,1,285.31
340,991846,388886,8463,2,295.87
341,844781,122724,5759,1,1355.49
342,363673,712074,8456,1,537.95
343,398621,121848,6149,4,1189.75
344,644419,764426,9891,3,1002.8
345,369871,448681,793,3,1396.95
346,285752,217523,9415,4,986.66
347,511160,548175,6536,1,629.12
348,764287,438156,3246,1,1464.29
349,282180,391438,4766,1,143.42
350,309291,406783,3449,3,103.22
351,539896,341534,3246,1,1464.29
352,164439,605193,5759,1,1355.49
353,40496,795680,1871,2,966.19
354,394564,880311,3892,2,1324.62
355,596315,714809,6520,2,1359.76
356,12363,597152,8938,1,363.71
357,856349,975496,4307,2,1006.95
358,544961,344080,7761,2,310.8
359,672785,858897,5759,1,1355.49
360,745231,682284,1161,2,1186.47
361,787162,633084,5099,2,320.43
362,647048,377422,6986,3,1198.17
363,519129,802317,6302,2,1175.16
364,221196,95856,9832,2,1020.06
365,493789,343804,1958,3,411.77
366,126316,319799,2226,3,1315.98
367,766741,850943,5157,2,916.11
368,850281,585511,6059,1,1352.99
369,126103,622262,9436,1,344.19
370,970967,894780,159,2,102.22
371,726998,310988,6536,1,629.12
372,993937,156189,6856,2,733.48
373,140916,539382,9502,1,57.03
374,742629,173696,4292,1,182.94
375,49905,656316,4307,3,1006.95
376,442633,5225,232,1,314.82
377,654614,504848,345,3,1220.68
378,749388,209750,688,2,1114.22
379,121819,816843,6766,2,1327.85
380,320664,328238,5726,1,636.42
381,737564,688911,2865,2,217.48
382,116306,170585,1095,2,1349.17
383,65848,644038,6687,2,805.97
384,499654,748561,5475,2,182.27
385,745086,725707,8040,4,1262.0
386,993571,408868,2512,2,1277.95
387,811985,840435,223,2,241.64
388,858263,737484,12,4,1460.7
389,827760,973849,4500,2,748.89
390,208807,427370,2107,2,854.64
391,673923,24664,5704,2,590.77
392,814164,960805,9436,3,344.19
393,116734,843443,3449,1,103.22
394,947675,13157,4339,2,176.89
395,923506,615959,6059,2,1352.99
396,928322,182934,5531,1,1023.65
397,679940,283375,7620,1,1131.83
398,872298,977111,8121,2,330.78
399,261245,456665,8971,2,402.55
400,599879,677544,6770,1,752.17
401,616518,105182,7453,2,1298.95
402,472965,21038,584,1,1194.22
403,768543,552119,7750,1,1477.17
404,569210,486118,835,2,895.44
405,98228,253607,5475,1,182.27
406,702827,614905,345,1,1220.68
407,545010,196397,7022,1,846.92
408,173591,914010,6059,3,1352.99
409,234467,364423,8027,1,1430.95
410,938841,642667,4339,1,176.89
411,584728,427572,9120,1,1483.46
412,195464,691319,5914,1,73.9
413,88834,202502,688,1,1114.22
414,778186,757511,7795,1,856.06
415,273645,154108,5962,1,207.05
416,88825,606064,4438,1,1256.48
417,71390,101409,1869,1,1174.09
418,329936,741942,6856,4,733.48
419,146567,952428,4131,1,1449.82
420,81215,120534,1073,3,1184.89
421,677425,635059,5806,2,1451.93
422,666353,730135,8854,1,365.99
423,504559,68065,5864,1,1417.44
424,782499,996044,3952,1,790.0
425,341180,373853,1043,3,1360.73
426,213002,503894,8784,1,550.3
427,983303,400641,7774,1,1078.55
428,481238,137377,6001,1,1150.41
429,641365,834929,1089,1,1373.0
430,355647,424918,1566,1,591.2
431,845091,51051,8017,1,917.44
432,254111,478365,4307,1,1006.95
433,239702,224140,7566,1,335.17
434,185014,794245,1756,4,705.37
435,155947,826677,2489,4,1246.39
436,601230,290336,7569,1,285.31
437,351274,737609,4438,1,1256.48
438,248081,136346,485,2,333.43
439,296303,878109,4313,2,1464.61
440,607916,237312,8971,1,402.55
441,675219,322448,5967,1,494.37
442,427566,608511,3687,3,969.4
443,844017,600654,8762,2,1070.52
444,533144,374382,4313,4,1464.61
445,130241,949227,3942,2,658.25
446,540437,81000,9415,2,986.66
447,712966,555191,1869,1,1174.09
448,773284,344142,793,1,1396.95
449,743167,556857,8875,1,398.36
450,462611,14741,6892,2,1370.66
451,413612,844714,8017,2,917.44
452,229919,569927,1738,1,483.88
453,343247,831502,4131,1,1449.82
454,439091,321730,4518,1,315.01
455,165654,182343,2456,1,741.07
456,276110,841517,4592,1,1198.67
457,293359,980803,345,2,1220.68
458,349268,449788,6149,3,1189.75
459,805735,819555,4270,4,1471.99
460,89673,578418,1089,1,1373.0
461,559422,34615,6302,3,1175.16
462,727008,209259,9407,2,267.44
463,930130,360698,5382,3,993.32
464,815982,666902,8559,3,356.76
465,858432,774795,4766,1,143.42
466,893916,831650,2456,1,741.07
467,846324,635242,1869,2,1174.09
468,159785,554393,9854,4,716.26
469,58634,554169,6963,1,703.49
470,782121,367402,2226,2,1315.98
471,138601,738798,7453,2,1298.95
472,177576,494397,8134,1,142.15
473,423627,758771,2512,1,1277.95
474,822574,558599,2427,4,1322.63
475,481068,871490,6001,2,1150.41
476,439323,936749,5274,2,528.05
477,909305,831151,9407,1,267.44
478,262786,804383,6001,1,1150.41
479,875764,145902,9415,1,986.66
480,174500,281007,1819,5,627.02
481,460547,845094,4339,2,176.89
482,476531,886883,7747,2,740.59
483,283861,645633,4071,3,956.73
484,449091,180603,7550,2,211.52
485,477938,480774,2994,2,356.35
486,668982,981495,8463,1,295.87
487,811373,257135,6149,2,1189.75
488,84843,26342,6892,1,1370.66
489,374951,112973,6766,2,1327.85
490,692648,19484,2323,2,163.41
491,878855,125838,8762,1,1070.52
492,441229,12801,3966,2,1442.35
493,206850,852210,5026,1,753.2
494,75724,461396,4438,1,1256.48
495,489241,656059,5324,1,1495.85
496,727098,670023,8762,1,1070.52
497,205665,175106,9450,1,103.25
498,92950,107296,4882,2,893.12
499,182322,923971,8188,1,267.66
500,869254,228600,4292,1,182.94
501,406087,138850,1095,4,1349.17
502,981887,787824,485,3,333.43
503,581880,276087,5967,1,494.37
504,912217,183888,5962,1,207.05
505,163589,617973,6766,1,1327.85
506,690771,954267,2994,1,356.35
507,143147,489236,7453,2,1298.95
508,564999,463787,8241,1,1102.11
509,399091,74263,6686,1,661.35
510,928524,564176,4455,3,771.96
511,407340,508260,5967,1,494.37
512,586884,620509,6687,1,805.97
513,705494,710939,2206,1,1483.74
514,158029,935088,1073,2,1184.89
515,90790,692363,1819,1,627.02
516,890123,843151,1161,1,1186.47
517,660621,882106,6770,1,752.17
518,310378,602727,5239,1,947.58
519,628492,867523,2523,2,58.5
520,877748,921163,3962,2,582.1
521,439699,645262,1869,2,1174.09
522,262026,254622,7795,2,856.06
523,406655,746185,2508,1,579.92
524,333777,684844,8101,1,1148.2
525,171789,870908,159,1,102.22
526,52041,463884,7550,1,211.52
527,125004,925582,3401,2,211.19
528,569076,861755,4339,3,176.89
529,84981,297880,5963,2,1175.81
530,597495,605344,9194,1,544.04
531,269790,260259,4755,4,220.96
532,179475,266319,5963,1,1175.81
533,628721,896744,8854,2,365.99
534,510215,274634,2066,1,1364.6
535,223233,23621,1958,1,411.77
536,916508,982036,2066,3,1364.6
537,108591,843300,6686,3,661.35
538,109931,280540,9854,1,716.26
539,58729,160333,9410,2,594.08
540,175288,988550,4071,1,956.73
541,207711,477621,6165,1,611.83
542,890194,817281,4335,1,420.54
543,333764,404775,8831,1,328.9
544,130825,787786,345,4,1220.68
545,826264,579080,6149,2,1189.75
546,349624,304903,485,1,333.43
547,995959,503897,5864,1,1417.44
548,208958,287875,4335,1,420.54
549,352157,786923,4500,2,748.89
550,482558,433921,6302,1,1175.16
551,413508,116085,1819,2,627.02
552,749109,647598,8134,2,142.15
553,646602,274348,7140,2,383.44
554,309999,562980,8862,1,219.82
555,375000,901394,3952,2,790.0
556,552174,386104,217,5,101.36
557,154451,390712,4462,1,1294.08
558,94996,462187,5963,1,1175.81
559,145329,916384,1958,1,411.77
560,305123,482404,2427,2,1322.63
561,629818,163724,1738,1,483.88
562,480565,69531,4500,3,748.89
563,695184,908185,9410,2,594.08
564,812800,578761,8241,2,1102.11
565,633487,655546,9194,1,544.04
566,478609,510820,4969,1,889.71
567,775926,925373,9410,1,594.08
568,894924,482417,1566,2,591.2
569,708014,249617,2512,2,1277.95
570,462319,447765,4537,1,641.1
571,689797,556111,2107,1,854.64
572,690285,447053,1530,2,1056.51
573,307664,104802,1566,2,591.2
574,475124,786853,2489,1,1246.39
575,76632,969814,7550,1,211.52
576,857240,453395,6856,1,733.48
577,524874,242911,6711,1,265.31
578,59794,333308,4292,1,182.94
579,665141,285419,2512,1,1277.95
580,907875,705343,8762,2,1070.52
581,336616,881719,4131,1,1449.82
582,463003,363639,98,1,1237.05
583,222550,912579,2206,2,1483.74
584,461547,636254,6446,1,98.32
585,865622,58389,8017,1,917.44
586,325313,568479,7635,1,678.72
587,7916,214929,6686,1,661.35
588,971472,922372,232,3,314.82
589,299006,772523,345,1,1220.68
590,980335,30253,9436,2,344.19
591,443277,150698,1958,1,411.77
592,515720,148337,8831,1,328.9
593,638308,922899,1161,1,1186.47
594,726098,269185,8121,3,330.78
595,482654,346297,4500,1,748.89
596,601212,545298,7174,1,223.3
597,482657,326121,5549,1,360.98
598,88117,330575,8076,1,655.6
599,238641,790059,5914,1,73.9
600,341455,207567,3090,1,130.39
601,836101,995726,5881,1,51.44
602,403948,809712,2949,4,1392.35
603,769086,811865,8862,1,219.82
604,738053,960167,2614,1,638.09
605,283216,466500,3797,2,862.43
606,60797,21888,4537,1,641.1
607,915332,432129,2202,1,995.02
608,722204,556861,617,1,884.1
609,190438,334163,1799,1,1367.5
610,715361,932949,641,1,677.15
611,787375,767629,7795,1,856.06
612,931750,646085,661,4,861.91
613,69191,970407,7620,2,1131.83
614,424898,94271,6070,1,1154.63
615,303284,938939,8121,1,330.78
616,725105,587269,4500,3,748.89
617,191171,871592,8017,1,917.44
618,232946,250036,9410,2,594.08
619,305970,474809,1799,1,1367.5
620,790569,380137,1819,2,627.02
621,886184,480126,1530,3,1056.51
622,618810,618505,835,1,895.44
623,251684,202797,4131,5,1449.82
624,116352,506958,1799,1,1367.5
625,620289,584075,6686,2,661.35
626,851380,812145,2512,1,1277.95
627,126378,391447,4438,2,1256.48
628,990020,682611,835,1,895.44
629,762577,13680,1161,2,1186.47
630,400906,426553,8762,1,1070.52
631,592624,531288,2508,1,579.92
632,16781,574253,1089,3,1373.0
633,266943,162376,1530,2,1056.51
634,600628,185866,6766,1,1327.85
635,116738,494844,8971,1,402.55
636,974939,144604,1161,1,1186.47
637,179126,754965,8559,1,356.76
638,85810,423736,6162,2,1018.48
639,936264,764794,9407,2,267.44
640,846779,758634,2427,3,1322.63
641,84327,743563,4592,1,1198.67
642,14959,601128,232,2,314.82
643,812095,981778,5188,1,889.98
644,425753,675740,6436,2,351.84
645,852551,346297,485,1,333.43
646,586532,808425,661,2,861.91
647,793744,626523,4438,1,1256.48
648,238672,45627,3449,1,103.22
649,836500,345653,6711,2,265.31
650,524929,361498,2323,1,163.41
651,862738,863779,8121,3,330.78
652,441078,866524,4462,1,1294.08
653,636597,268133,8134,2,142.15
654,628298,324562,4438,4,1256.48
655,954057,925800,1799,1,1367.5
656,754605,726384,2512,1,1277.95
657,322016,781708,7750,1,1477.17
658,555303,604764,8134,3,142.15
659,875679,856331,4766,1,143.42
660,622206,265223,7453,1,1298.95
661,650920,899863,835,3,895.44
662,953831,502021,158,2,1018.56
663,883642,689570,12,2,1460.7
664,453289,495196,4335,2,420.54
665,717377,655189,3449,2,103.22
666,558778,665362,6766,4,1327.85
667,79422,278147,6302,2,1175.16
668,812204,274793,1089,3,1373.0
669,481037,421763,1738,1,483.88
670,852731,870364,2523,1,58.5
671,385431,239544,8241,1,1102.11
672,514412,165775,2512,2,1277.95
673,76517,815078,6165,1,611.83
674,36913,797469,7174,2,223.3
675,705097,100845,1869,3,1174.09
676,978478,755241,835,1,895.44
677,936204,824136,2579,1,1152.56
678,27462,438393,8241,1,1102.11
679,506887,728725,5967,1,494.37
680,599115,197153,7174,1,223.3
681,439502,899792,4755,1,220.96
682,247703,128371,793,1,1396.95
683,269134,384864,5704,1,590.77
684,848630,689917,8456,1,537.95
685,439023,360198,2059,4,1455.41
686,301331,446940,2994,1,356.35
687,261850,213496,9891,1,1002.8
688,452828,679916,4455,1,771.96
689,696750,287747,2436,1,358.96
690,948999,432165,9502,1,57.03
691,44875,49038,1219,2,967.23
692,793423,325570,2523,2,58.5
693,145526,25524,6149,1,1189.75
694,564309,337946,661,3,861.91
695,72419,344676,8971,2,402.55
696,577101,606919,9410,2,594.08
697,946119,381691,2886,1,1362.09
698,884351,424777,5864,3,1417.44
699,605183,498023,12,2,1460.7
700,158587,608355,1738,2,483.88
701,1449,545954,5475,1,182.27
702,635117,867073,5998,2,1431.07
703,765849,636267,9450,2,103.25
704,108895,989852,6520,2,1359.76
705,966288,342017,5382,2,993.32
706,168631,417835,6711,2,265.31
707,656790,800192,8188,2,267.66
708,522067,198368,5475,3,182.27
709,657737,260339,8188,1,267.66
710,106670,556269,4518,1,315.01
711,166598,403837,1893,1,705.31
712,977136,836378,8044,1,521.48
713,304417,288556,5967,1,494.37
714,451084,977141,2508,1,579.92
715,364571,597420,1799,1,1367.5
716,659933,66524,1869,1,1174.09
717,345068,836743,2994,1,356.35
718,501401,876880,5475,2,182.27
719,865017,848925,6686,4,661.35
720,84163,747987,5726,2,636.42
721,119431,69969,584,3,1194.22
722,972473,668475,5619,2,1312.08
723,961372,835865,5806,1,1451.93
724,758319,475241,5531,2,1023.65
725,332223,750220,2994,2,356.35
726,729666,353237,8167,2,183.11
727,389280,156463,158,1,1018.56
728,284801,372286,5324,4,1495.85
729,501698,60350,7177,2,883.85
730,375901,268091,4882,2,893.12
731,275226,653919,9536,1,1208.91
732,895092,634755,232,2,314.82
733,944319,923972,1958,2,411.77
734,274727,514768,217,2,101.36
735,873130,798580,6302,4,1175.16
736,569868,453801,1073,1,1184.89
737,31735,180590,7866,1,1210.48
738,314893,553519,8463,1,295.87
739,169831,161797,6059,1,1352.99
740,352232,224040,1043,2,1360.73
741,605325,285415,2614,1,638.09
742,870163,418125,8017,2,917.44
743,933250,78771,7569,1,285.31
744,79889,668221,6436,1,351.84
745,184742,279480,1871,1,966.19
746,98105,909213,1893,1,705.31
747,439657,522450,8101,3,1148.2
748,333996,553756,2489,2,1246.39
749,302995,400291,5324,1,1495.85
750,151676,527065,4248,2,525.49
751,250436,624014,5726,1,636.42
752,547225,955472,174,1,510.78
753,757122,983138,9450,1,103.25
754,731672,78306,4335,1,420.54
755,146241,484827,2059,2,1455.41
756,311952,562293,9854,2,716.26
757,743890,241278,6832,2,1094.28
758,642283,121854,12,2,1460.7
759,335098,837892,4337,1,391.66
760,247782,798194,5274,1,528.05
761,534737,909149,7453,2,1298.95
762,275613,744268,688,1,1114.22
763,936239,41318,7177,1,883.85
764,214519,515292,5881,2,51.44
765,416762,679770,1738,3,483.88
766,192172,907624,9502,1,57.03
767,251273,597185,6766,4,1327.85
768,178872,285661,5337,3,181.97
769,778633,89417,9502,1,57.03
770,170087,998020,1819,3,627.02
771,5924,444354,8762,1,1070.52
772,221223,341970,6302,1,1175.16
773,455304,825849,1308,1,193.92
774,349763,903322,6766,1,1327.85
775,228100,161590,217,1,101.36
776,203086,185517,7883,2,1179.77
777,724517,935283,2226,1,1315.98
778,388712,52618,2489,4,1246.39
779,243312,654716,6162,2,1018.48
780,227952,187223,4248,2,525.49
781,566069,695560,6162,1,1018.48
782,535646,651375,2865,1,217.48
783,545254,852474,4270,3,1471.99
784,884391,694432,5324,3,1495.85
785,955289,840435,4438,1,1256.48
786,818667,123017,4882,2,893.12
787,378156,895591,5619,1,1312.08
788,875394,212034,2066,1,1364.6
789,675192,881755,7174,1,223.3
790,647919,122734,9677,1,845.49
791,760540,816362,8854,1,365.99
792,898718,122207,1089,2,1373.0
793,218934,431191,1893,1,705.31
794,845628,674077,2523,1,58.5
795,137641,41255,5619,2,1312.08
796,709284,390386,223,2,241.64
797,199569,354915,174,1,510.78
798,18583,750722,6770,3,752.17
799,207388,180766,485,5,333.43
800,786638,661821,3090,1,130.39
801,291942,927522,223,1,241.64
802,32244,173696,1073,2,1184.89
803,517133,517223,2512,1,1277.95
804,962286,166688,6970,2,1322.29
805,215406,94860,9536,1,1208.91
806,767562,157047,2523,1,58.5
