CartID,CustomerID,ProductID,DateAdded
1505648,867630,793,2022-11-18 11:35:51
1505648,867630,5141,2022-06-02 23:27:52
1505648,867630,641,2023-10-13 07:00:49
1505648,867630,2886,2022-02-12 11:53:02
3841964,16457,158,2023-01-30 11:56:08
3841964,16457,1043,2022-04-20 08:07:55
6963215,867288,9502,2022-03-10 16:36:17
8555734,79387,7140,2023-02-26 16:35:46
8555734,79387,4313,2022-04-16 17:44:46
8555734,79387,6711,2022-07-04 02:50:25
8555734,79387,7795,2023-09-03 19:03:05
4136753,480550,223,2022-05-16 08:48:01
4136753,480550,7453,2023-06-05 04:49:59
4136753,480550,5963,2022-12-04 05:49:56
4136753,480550,2508,2023-07-31 00:50:26
8387780,738539,7761,2023-09-30 17:55:40
8387780,738539,7174,2022-12-18 10:16:01
8387780,738539,4766,2022-07-11 08:31:33
8387780,738539,4335,2023-04-20 00:55:31
8387780,738539,7453,2023-09-06 04:10:15
1789721,570468,4462,2022-12-08 15:42:38
1789721,570468,584,2023-07-25 09:28:10
1789721,570468,3090,2023-10-12 10:37:40
1789721,570468,1799,2022-01-04 13:09:51
3022998,388058,2512,2022-01-06 04:05:01
1071061,138757,5963,2023-08-08 22:13:37
1071061,138757,2949,2023-04-02 19:01:47
1071061,138757,7620,2022-02-03 18:11:37
1071061,138757,5239,2023-03-08 23:06:52
1071061,138757,5324,2023-05-29 05:36:56
541945,825794,159,2023-01-24 09:38:29
541945,825794,6963,2022-10-05 01:13:11
541945,825794,6302,2022-11-08 22:05:51
541945,825794,5704,2022-01-05 14:22:54
541945,825794,8017,2023-01-13 09:31:38
5763859,899271,232,2022-01-06 17:44:59
5763859,899271,8456,2022-12-09 10:50:52
5763859,899271,4462,2021-11-19 19:18:30
5763859,899271,5026,2022-11-01 08:04:27
2801923,843825,4766,2022-05-26 13:18:58
2801923,843825,835,2022-01-05 06:03:16
2801923,843825,6149,2021-12-18 07:32:48
2801923,843825,1738,2023-09-29 09:04:11
3285833,820763,5026,2022-11-12 23:22:09
3285833,820763,5382,2023-04-08 09:22:04
3285833,820763,4455,2023-06-29 21:26:47
4741014,176607,2323,2022-11-08 19:23:28
4741014,176607,8938,2023-06-06 02:08:11
4741014,176607,8027,2023-02-16 20:06:24
4741014,176607,4131,2023-07-13 00:01:19
5222829,682890,2994,2023-09-16 14:22:34
5222829,682890,2614,2023-10-01 14:20:20
5222829,682890,2865,2023-03-05 17:49:14
5222829,682890,1869,2022-08-20 10:31:32
4287505,965380,835,2022-11-25 19:29:52
4287505,965380,4462,2023-11-06 18:07:30
4287505,965380,6687,2023-01-30 14:20:12
2697613,982331,1512,2022-11-27 20:49:22
2697613,982331,6749,2022-12-12 12:47:03
2697613,982331,5549,2023-11-13 08:37:45
2697613,982331,1819,2023-01-14 06:57:50
7528296,623020,6711,2023-08-06 19:02:52
7528296,623020,9502,2022-04-09 10:30:28
7528296,623020,2066,2023-02-06 11:42:54
7528296,623020,8188,2023-09-21 18:31:10
130276,409017,9407,2022-03-28 20:00:57
130276,409017,7453,2022-10-22 21:31:34
130276,409017,8938,2023-03-27 17:27:48
7705756,765365,2066,2023-08-10 13:44:54
7705756,765365,1095,2022-06-23 16:43:40
7705756,765365,6963,2023-04-17 09:48:06
5689702,355678,876,2022-10-24 00:01:48
5689702,355678,1756,2023-11-08 20:03:23
5689702,355678,4882,2023-09-23 23:36:11
5689702,355678,6446,2022-12-30 14:41:38
5689702,355678,3687,2023-07-23 02:03:26
216284,798502,5624,2022-03-10 11:56:00
216284,798502,1161,2021-11-21 00:50:53
216284,798502,2323,2022-09-30 20:59:37
7492953,502069,1871,2023-06-21 15:47:15
9645457,465344,5704,2023-06-30 04:43:09
9645457,465344,2059,2022-01-26 13:58:05
1654655,572147,1073,2022-06-20 02:00:05
1654655,572147,9407,2023-09-30 01:59:54
1654655,572147,2226,2022-07-09 03:34:22
1654655,572147,4307,2023-02-16 17:46:19
1654655,572147,6436,2023-08-13 13:08:40
3865675,797466,4766,2023-10-17 15:31:44
707411,80200,1095,2022-05-18 00:41:54
707411,80200,7750,2023-09-26 11:10:17
707411,80200,7747,2022-11-10 14:35:59
707411,80200,1219,2022-10-30 03:44:35
707411,80200,5726,2022-10-16 15:56:23
8579948,20150,9280,2022-09-11 18:32:43
8579948,20150,584,2022-03-30 10:02:30
8579948,20150,6963,2023-10-28 01:36:35
8579948,20150,1738,2023-11-08 22:24:51
3345998,69629,6162,2022-07-19 02:05:07
3345998,69629,5475,2023-04-03 07:53:56
3345998,69629,7566,2022-08-28 19:37:10
9021049,118478,6856,2023-06-21 13:34:29
9021049,118478,2206,2023-07-01 16:41:13
9021049,118478,5026,2022-11-23 04:05:09
9021049,118478,6165,2022-10-30 12:07:04
1105134,102910,7750,2023-06-04 21:24:14
1105134,102910,6165,2022-03-08 10:26:09
1105134,102910,232,2022-01-04 02:42:15
1105134,102910,4462,2022-12-25 00:53:00
1105134,102910,8027,2023-09-20 01:16:42
7520463,228680,2206,2023-03-27 03:12:23
7520463,228680,7620,2022-11-03 13:21:13
9488636,94755,6446,2023-08-08 10:37:59
9488636,94755,8044,2023-11-13 08:06:30
3471447,794366,2456,2022-03-17 12:11:30
3471447,794366,4248,2023-03-08 12:40:42
3471447,794366,3687,2023-08-15 10:32:26
3471447,794366,5806,2022-10-21 09:57:53
4639232,546809,5998,2022-09-03 22:06:24
8867554,895813,3030,2022-01-09 15:02:19
8867554,895813,2508,2022-11-15 02:41:48
8867554,895813,6927,2022-07-11 10:47:39
8867554,895813,8076,2022-02-12 19:42:36
8867554,895813,6687,2023-03-22 05:16:42
3836242,435461,1161,2022-11-12 11:44:29
3836242,435461,5726,2023-08-22 09:50:20
3836242,435461,3246,2022-01-28 21:46:27
3836242,435461,5564,2021-11-25 14:39:01
3836242,435461,8456,2022-01-15 02:30:21
3027868,933972,217,2022-03-18 06:48:33
3027868,933972,1566,2021-12-09 08:57:49
2629586,569588,8134,2022-03-22 10:57:01
2629586,569588,2436,2022-03-27 22:18:32
6515122,8409,8971,2023-08-30 07:28:04
6515122,8409,174,2021-12-15 03:34:00
6515122,8409,223,2023-01-28 17:22:59
6515122,8409,2579,2022-02-27 02:59:07
1662342,910691,9436,2022-05-19 21:55:20
2096120,246505,5759,2022-02-15 20:19:21
2096120,246505,345,2022-10-04 11:52:05
2096120,246505,1756,2022-12-06 05:25:45
2096120,246505,3797,2021-12-09 09:34:17
2096120,246505,5962,2022-05-08 14:25:07
1738421,54511,8027,2022-03-23 07:06:56
1738421,54511,6766,2022-04-20 23:33:35
1738421,54511,6070,2022-10-18 09:41:50
1738421,54511,5963,2022-03-13 13:38:18
5086896,49319,7022,2022-02-24 21:37:37
5086896,49319,7453,2023-03-18 18:22:37
5086896,49319,2949,2023-09-23 16:46:52
5086896,49319,2508,2021-11-24 16:22:43
5086896,49319,7174,2023-07-17 08:24:47
6287696,929195,6070,2023-08-04 12:11:45
6287696,929195,6686,2022-06-18 17:26:19
6287696,929195,223,2021-12-27 14:50:12
1635466,52416,5026,2023-11-07 09:04:44
1635466,52416,6856,2023-08-25 14:01:25
1635466,52416,9280,2023-01-22 06:09:54
1032925,177527,6711,2023-03-04 15:26:28
1385564,719775,9436,2022-07-27 21:14:32
1385564,719775,1887,2022-12-25 12:34:26
2107648,756354,6446,2023-04-06 14:27:09
2107648,756354,6927,2022-12-19 08:46:31
2107648,756354,6001,2022-05-28 11:52:11
4671685,799739,7022,2022-01-03 11:17:31
4671685,799739,2614,2022-04-30 05:45:43
4671685,799739,8559,2023-06-11 01:34:43
4671685,799739,9891,2022-08-25 13:35:13
4438870,22097,5475,2022-08-09 05:25:13
3045757,14219,8971,2023-07-15 15:27:40
3045757,14219,5239,2023-09-14 16:23:19
3045757,14219,4307,2023-06-15 02:49:59
3045757,14219,4462,2023-02-13 22:41:22
1260322,408374,1043,2021-11-26 08:53:52
1260322,408374,7140,2022-01-14 08:32:34
1260322,408374,2508,2022-08-11 21:01:46
1260322,408374,5619,2022-12-29 03:23:38
1260322,408374,7174,2022-09-09 04:26:50
4810603,562663,7747,2022-12-19 21:32:41
4810603,562663,1161,2023-01-11 05:59:07
9204212,557811,5141,2023-03-19 10:56:49
5209938,989684,1308,2022-05-25 10:08:24
414396,280650,1958,2022-08-17 20:21:13
414396,280650,1566,2022-10-18 12:18:01
414396,280650,3797,2023-10-06 23:21:32
414396,280650,6832,2022-07-02 10:56:21
414396,280650,1530,2023-02-21 03:43:59
4793882,689184,3246,2022-10-12 21:37:04
4793882,689184,1219,2023-03-13 19:06:26
4793882,689184,793,2022-11-03 06:31:04
4793882,689184,5914,2023-05-17 13:15:03
5809406,393187,4537,2022-08-26 20:23:16
5809406,393187,5337,2022-07-27 06:36:06
5809406,393187,6711,2022-01-17 06:29:33
1972871,851173,4462,2022-09-03 16:28:43
1972871,851173,8831,2022-07-14 12:05:50
9379643,998458,3090,2022-12-07 03:58:34
9379643,998458,5726,2023-04-30 00:44:16
9379643,998458,3942,2023-06-21 07:03:37
5158727,336840,8769,2023-05-17 00:28:08
5158727,336840,5531,2022-06-23 00:04:59
5158727,336840,641,2022-12-02 18:49:33
5158727,336840,8559,2022-03-14 09:36:33
5158727,336840,2456,2022-08-30 03:23:16
8212753,632937,2427,2023-06-06 22:56:48
8212753,632937,6001,2023-03-25 12:03:04
8212753,632937,5704,2023-05-26 06:12:03
1159363,742620,8076,2022-03-13 16:56:45
7722748,451013,4313,2023-08-17 08:39:54
7722748,451013,793,2023-04-17 07:46:20
7722748,451013,2323,2021-12-01 19:57:02
8251112,289449,6290,2022-06-13 15:03:05
2284195,303145,4248,2023-04-01 16:09:18
2284195,303145,6290,2022-04-27 02:09:18
2284195,303145,641,2023-07-15 10:32:10
3278718,744711,3797,2022-02-02 04:10:19
3278718,744711,7883,2023-04-16 02:11:59
3278718,744711,4339,2023-02-17 01:51:32
3278718,744711,3144,2023-08-12 08:39:38
2673005,190055,2202,2023-07-23 01:08:51
2673005,190055,8971,2023-09-13 07:22:02
8869084,259881,2206,2023-08-22 12:40:39
8869084,259881,2107,2022-10-26 11:11:18
8869084,259881,1887,2022-08-22 12:38:37
8869084,259881,5726,2022-09-11 12:54:40
9203945,163338,6832,2023-04-24 01:26:15
9203945,163338,8167,2022-11-02 06:48:56
9203945,163338,6749,2022-11-29 07:58:34
9203945,163338,8040,2022-03-25 23:52:55
9397334,958344,4335,2021-11-22 00:10:18
9397334,958344,6927,2022-07-29 14:30:27
9397334,958344,6986,2021-12-23 10:48:19
9397334,958344,8769,2021-12-26 05:34:27
9397334,958344,3144,2022-10-21 11:57:57
3245721,266645,8134,2022-03-19 22:17:23
3245721,266645,1958,2022-03-01 12:18:00
3245721,266645,5759,2022-04-12 01:43:02
3245721,266645,4071,2022-11-01 16:26:23
6587110,346714,5759,2022-09-06 18:32:04
6587110,346714,835,2022-09-22 21:25:38
6587110,346714,584,2022-04-12 05:44:49
6587110,346714,7177,2022-12-08 10:39:27
1577515,68833,5967,2022-12-27 03:22:59
1577515,68833,4307,2022-07-17 01:19:10
1577515,68833,3449,2022-01-19 11:03:21
1577515,68833,6770,2022-05-02 01:11:25
1577515,68833,8121,2022-12-02 19:44:39
4441412,336326,8769,2023-01-17 01:20:04
4441412,336326,8040,2022-12-18 22:02:27
4441412,336326,6687,2022-03-19 08:44:27
4441412,336326,8134,2022-04-21 19:36:49
7510788,838553,4335,2022-07-27 13:57:04
7510788,838553,5998,2023-04-28 01:52:37
8707696,312175,3246,2023-08-15 04:27:39
8707696,312175,4071,2021-11-30 00:19:27
8707696,312175,5963,2023-11-13 03:50:36
8707696,312175,5914,2022-10-07 13:45:04
1799313,330192,5324,2023-07-05 03:14:18
1799313,330192,5726,2023-06-15 17:05:51
5126003,992719,2523,2023-07-28 13:36:03
5126003,992719,6687,2022-04-20 15:29:46
5126003,992719,232,2023-07-26 11:18:45
5126003,992719,2865,2023-03-24 06:57:15
4285789,261965,8971,2023-08-20 07:18:03
4285789,261965,2107,2023-02-10 14:23:53
4285789,261965,4755,2022-03-23 18:39:11
4285789,261965,1512,2022-07-12 21:06:22
3020506,691982,7883,2022-04-15 02:32:58
3020506,691982,7140,2022-04-14 15:22:13
1648141,89489,3952,2023-10-02 12:59:45
1648141,89489,1887,2021-11-27 11:43:04
1648141,89489,1530,2023-02-20 06:15:56
3505366,191127,5188,2022-12-19 00:58:24
3505366,191127,617,2022-02-26 02:34:32
4624675,215812,5881,2022-11-01 08:13:29
4624675,215812,8938,2023-01-22 05:17:26
4624675,215812,2206,2023-05-12 02:36:07
4624675,215812,8784,2022-03-23 18:57:30
3399457,311868,3797,2022-10-14 12:20:52
3399457,311868,5337,2022-01-09 00:09:15
3399457,311868,1530,2022-12-24 17:31:39
3767966,884232,617,2021-12-22 23:41:17
3767966,884232,5619,2023-06-30 19:26:30
3767966,884232,9677,2023-03-23 14:04:02
3767966,884232,6686,2023-03-24 16:31:06
8642232,133056,5962,2023-07-21 04:15:50
648506,559611,2059,2023-03-15 02:31:03
648506,559611,1043,2022-09-12 16:47:30
648506,559611,4438,2023-05-26 09:30:08
648506,559611,8938,2022-11-20 15:38:35
648506,559611,7750,2022-03-04 22:55:13
3284496,345708,3962,2022-03-29 11:41:24
3284496,345708,1308,2023-07-11 06:47:06
3284496,345708,7750,2023-01-02 13:44:13
1937273,401801,5531,2021-11-26 09:55:26
1937273,401801,6436,2023-03-25 21:40:27
1937273,401801,8784,2022-04-29 05:57:17
1937273,401801,3144,2023-03-25 05:49:08
3363066,754690,4248,2022-07-24 06:59:27
3363066,754690,5914,2022-10-04 21:13:11
5122911,450327,174,2022-08-11 13:45:05
5122911,450327,9854,2022-05-25 09:22:53
5122911,450327,6749,2023-09-14 05:08:56
5122911,450327,4882,2023-10-29 07:41:47
5122911,450327,5531,2023-05-19 13:18:55
792709,927614,2066,2023-05-11 22:34:45
792709,927614,8559,2023-06-14 23:29:17
792709,927614,8831,2022-12-22 16:40:10
792709,927614,1756,2023-09-27 18:59:50
792709,927614,2456,2022-10-05 04:26:29
1943436,609338,2865,2022-01-16 04:56:24
1943436,609338,4537,2023-10-20 16:11:57
1943436,609338,4969,2023-06-19 09:22:29
647819,56993,2427,2023-06-30 22:42:51
647819,56993,8875,2023-03-16 03:54:32
647819,56993,3962,2023-08-25 00:51:19
647819,56993,2508,2022-11-23 05:23:19
7561510,29436,688,2022-12-26 19:10:48
7561510,29436,7174,2022-12-09 00:15:07
6894688,464291,6770,2022-05-04 12:43:08
6894688,464291,1219,2023-11-12 15:29:55
6894688,464291,5998,2021-12-13 11:08:31
3721367,270695,1799,2022-05-06 17:50:49
3721367,270695,6963,2022-10-09 09:30:42
3721367,270695,8456,2022-05-24 07:47:06
3721367,270695,7174,2022-02-11 10:28:53
5258605,44827,2489,2023-04-14 20:23:30
5258605,44827,7566,2022-07-18 22:04:32
5258605,44827,4339,2022-02-13 17:41:06
5258605,44827,1799,2023-08-18 06:53:29
6706389,212335,8017,2023-07-24 12:09:37
6706389,212335,2865,2022-07-08 16:41:52
6706389,212335,8044,2021-12-29 19:59:34
6706389,212335,1043,2023-10-23 20:25:15
9042523,290000,8017,2023-10-20 22:22:22
9042523,290000,159,2022-06-20 21:36:51
9627087,444830,6766,2023-03-16 15:32:42
7072833,1945,7453,2023-10-10 04:43:03
7072833,1945,6963,2022-03-20 04:52:46
7072833,1945,8854,2023-05-11 14:19:10
7072833,1945,835,2022-08-16 00:37:21
455355,726563,4500,2023-06-23 20:13:57
455355,726563,6766,2023-10-16 23:06:27
455355,726563,8456,2023-04-03 15:54:16
455355,726563,3952,2022-05-13 08:14:09
455355,726563,8875,2022-04-29 15:59:43
6242833,510958,6162,2023-01-28 08:53:34
6242833,510958,5624,2022-01-16 07:57:03
2912376,427182,1530,2023-04-10 22:33:53
2912376,427182,8875,2023-01-13 10:33:25
2912376,427182,8076,2022-10-18 09:26:50
2912376,427182,4455,2022-08-08 19:22:32
2912376,427182,1871,2021-11-18 01:20:49
2519977,903591,7566,2023-10-16 12:44:06
2519977,903591,5963,2023-09-02 17:17:28
2519977,903591,9407,2023-10-23 00:54:40
2519977,903591,3962,2022-09-16 21:41:25
4803442,335366,174,2023-03-03 15:47:19
4803442,335366,8101,2023-10-16 18:16:27
4803442,335366,6059,2022-11-27 20:35:52
4803442,335366,5026,2023-04-24 17:13:48
6643074,691349,5531,2023-03-29 14:45:56
6643074,691349,641,2021-12-15 12:39:59
6643074,691349,4307,2023-08-12 13:35:17
6643074,691349,3449,2022-10-04 14:07:09
6643074,691349,2323,2022-10-28 08:17:16
2959300,93657,4313,2023-11-06 14:58:20
2959300,93657,7795,2023-01-11 02:13:48
2959300,93657,4462,2022-01-24 00:49:00
2959300,93657,9410,2022-11-23 10:39:09
2959300,93657,8769,2023-03-29 17:39:26
3424770,867871,6436,2022-05-28 23:53:29
3424770,867871,7761,2023-06-16 19:38:22
3424770,867871,5026,2022-02-25 22:47:58
9399020,214766,8938,2022-11-20 00:34:06
9399020,214766,4462,2022-11-11 05:17:39
9399020,214766,7866,2023-01-20 15:45:31
9399020,214766,5881,2023-07-17 05:26:48
9399020,214766,4755,2023-02-23 01:09:36
1500642,563411,485,2022-03-14 03:57:17
1500642,563411,9450,2022-01-14 15:35:14
1500642,563411,2508,2022-01-17 00:16:05
4249323,150144,223,2023-08-14 00:42:43
4925214,173476,9407,2022-04-28 13:49:37
4925214,173476,9536,2023-07-26 19:43:39
2077488,295056,641,2022-09-05 00:47:54
2077488,295056,3449,2022-10-19 09:32:16
2077488,295056,9280,2023-09-29 00:10:10
2077488,295056,2949,2023-08-30 14:14:27
9488895,83810,7453,2022-06-08 06:25:49
9488895,83810,5962,2022-05-16 01:29:40
9488895,83810,1095,2021-12-18 23:07:30
9488895,83810,8938,2022-10-18 07:19:47
9216957,723208,7774,2022-06-17 22:49:59
9216957,723208,1308,2023-05-12 15:04:42
9216957,723208,5141,2022-10-08 08:58:31
9216957,723208,5704,2022-09-11 02:23:51
682635,806542,6927,2022-04-03 13:07:35
682635,806542,5962,2021-12-17 06:40:55
682635,806542,2436,2022-09-14 16:08:52
5498290,561753,7761,2023-11-03 06:57:23
5498290,561753,485,2022-03-10 21:04:36
5498290,561753,4248,2023-07-30 23:35:58
5498290,561753,6856,2022-06-14 22:19:43
8099098,162574,2059,2023-04-26 09:59:11
8099098,162574,1512,2023-07-05 02:14:16
211427,92836,6070,2022-04-03 08:10:29
211427,92836,5619,2023-03-09 07:46:35
211427,92836,2865,2022-11-18 00:48:19
211427,92836,5999,2022-12-26 02:58:35
9017166,106562,223,2023-08-18 06:24:46
9017166,106562,5619,2023-02-17 03:24:43
9017166,106562,3952,2023-09-04 01:16:03
9017166,106562,5726,2022-11-23 05:04:56
9017166,106562,5998,2023-01-25 22:55:24
8576498,97030,5274,2023-01-26 21:10:53
7287633,347655,1819,2023-04-05 19:58:36
7287633,347655,9891,2023-03-29 18:56:20
9271032,457699,2614,2023-04-01 04:51:26
9271032,457699,8862,2023-08-04 14:50:31
9271032,457699,174,2021-11-19 13:55:43
6826453,778183,2427,2023-10-10 22:00:57
4558848,297873,2202,2023-01-19 13:15:24
4558848,297873,2059,2022-09-01 06:07:14
4558848,297873,5026,2023-10-26 09:04:39
4558848,297873,617,2023-08-19 13:11:01
4558848,297873,5099,2022-02-25 20:54:10
1975050,385816,174,2022-05-29 08:57:55
6012462,19707,6149,2022-07-26 11:41:36
6012462,19707,5726,2022-08-31 03:46:06
6012462,19707,5962,2023-09-19 23:10:09
6609686,436329,8044,2022-04-02 06:29:52
4077132,844047,2508,2022-06-16 15:08:57
4077132,844047,8027,2022-12-13 14:00:00
4077132,844047,6302,2022-12-10 23:19:21
5315633,45452,8017,2023-04-01 03:51:39
5315633,45452,8971,2023-04-29 10:29:43
5885966,67053,3942,2021-12-09 02:04:11
5885966,67053,6612,2022-12-02 11:41:09
5885966,67053,835,2023-04-01 16:35:45
5640043,156754,1871,2023-02-01 15:24:09
5640043,156754,7761,2023-04-24 08:11:42
5640043,156754,688,2022-07-08 01:14:31
5640043,156754,3030,2023-08-07 17:21:42
5908741,937741,8762,2022-08-14 13:11:34
5908741,937741,5274,2023-02-18 18:27:17
5175395,880221,8559,2022-04-15 07:03:16
5175395,880221,6711,2023-08-08 19:39:01
5175395,880221,5324,2022-06-25 06:46:12
5175395,880221,5619,2023-03-29 01:30:16
5175395,880221,8862,2022-01-19 04:50:50
7130525,802710,4292,2022-08-14 13:54:22
1365957,194161,5759,2021-11-20 21:36:22
1365957,194161,5382,2022-02-15 23:53:25
6634933,577864,8044,2022-11-11 22:27:32
6634933,577864,8762,2022-06-02 13:33:36
6634933,577864,4335,2022-08-09 02:58:52
6634933,577864,5726,2022-12-05 12:11:10
6634933,577864,3090,2023-04-17 12:12:01
8473400,995784,5619,2022-05-17 18:05:11
8473400,995784,3246,2023-08-09 10:35:13
5253065,720771,5998,2022-06-02 06:33:34
5253065,720771,8134,2023-05-07 11:51:34
5253065,720771,3952,2023-01-19 21:27:11
5253065,720771,8121,2022-09-10 12:34:29
5253065,720771,4462,2022-12-01 18:11:03
3998440,81974,5239,2023-09-23 13:36:22
3998440,81974,7774,2023-10-09 05:43:52
3998440,81974,3401,2022-11-13 05:36:24
3998440,81974,5806,2022-12-22 16:42:07
6435195,528756,5475,2022-10-04 13:32:37
6435195,528756,1095,2022-05-12 19:03:28
6435195,528756,2886,2022-09-03 23:13:23
6435195,528756,8854,2023-09-13 19:25:50
6435195,528756,2508,2022-01-27 21:22:23
6609826,485818,5759,2022-04-14 05:23:25
6609826,485818,174,2023-11-06 04:02:43
6609826,485818,7177,2023-03-07 15:59:31
9092827,432000,7620,2022-07-19 02:01:41
9092827,432000,2508,2023-05-06 12:06:38
9092827,432000,6165,2022-10-02 19:46:43
9092827,432000,9436,2022-10-08 16:18:56
9092827,432000,8831,2023-07-26 17:29:48
8970610,981584,661,2022-02-13 06:08:28
8970610,981584,5759,2022-07-29 04:54:48
8970610,981584,1799,2022-09-26 16:26:56
983071,591880,4969,2023-07-13 04:37:06
2797820,511133,3090,2022-06-14 19:25:23
2797820,511133,8121,2023-01-26 08:07:51
2797820,511133,3892,2022-07-31 17:10:10
9993881,511966,9891,2023-05-12 18:40:57
9993881,511966,6070,2022-11-13 22:03:05
9993881,511966,9832,2022-01-10 19:58:03
9993881,511966,5806,2022-10-25 17:48:19
2415156,376171,1756,2023-11-17 07:42:05
2415156,376171,7022,2023-04-02 07:29:29
2415156,376171,7550,2022-12-24 20:12:23
6010847,749226,2865,2022-05-28 02:49:53
6010847,749226,8456,2023-05-21 05:05:00
6010847,749226,5026,2022-02-05 08:59:49
6010847,749226,7140,2022-10-06 22:35:47
6010847,749226,4455,2021-12-17 07:29:05
698486,44827,6536,2022-10-03 18:32:10
698486,44827,5549,2022-10-21 06:28:01
698486,44827,1893,2023-01-30 20:26:38
7793481,539428,345,2023-05-16 13:30:30
1658980,852299,3797,2023-09-18 19:37:44
1658980,852299,2579,2022-01-25 20:35:18
1658980,852299,5099,2023-05-29 20:22:56
1658980,852299,8134,2023-06-22 06:50:15
3886918,400666,1819,2022-06-08 02:33:38
6787766,667847,8831,2022-06-14 17:45:37
6787766,667847,8017,2023-01-25 03:19:05
7536340,822067,6766,2023-03-04 20:08:21
7536340,822067,8027,2022-02-22 21:51:09
1985711,54933,1738,2023-10-19 06:57:44
8016326,533123,5157,2023-02-20 01:14:37
9549217,675657,2489,2022-12-17 00:05:04
9549217,675657,6770,2021-12-24 21:14:34
9549217,675657,5967,2022-07-05 11:27:26
8115061,919743,3246,2021-11-21 23:21:14
1417970,536093,2323,2022-03-11 16:28:37
1417970,536093,5881,2022-05-04 16:11:54
1177205,919768,5967,2023-01-31 08:55:55
1177205,919768,7566,2022-02-11 13:31:29
4034120,864340,6446,2022-04-13 02:48:49
4034120,864340,1089,2023-09-15 11:36:18
4034120,864340,5141,2022-11-05 03:48:43
4034120,864340,5531,2022-08-12 11:06:26
3231723,120928,2323,2023-11-17 16:12:21
3231723,120928,3797,2023-07-16 22:03:39
3231723,120928,7174,2023-06-21 01:22:00
3231723,120928,7774,2023-08-08 02:03:23
541395,626314,2427,2022-04-27 03:22:32
541395,626314,6536,2023-03-22 02:18:39
541395,626314,98,2022-11-01 16:23:01
541395,626314,2508,2022-10-28 01:48:20
541395,626314,8559,2022-09-14 10:34:44
270429,318791,8559,2022-05-06 17:36:30
270429,318791,4500,2023-05-10 06:43:31
270429,318791,7635,2022-11-25 09:43:41
270429,318791,2059,2022-11-08 07:27:22
270429,318791,6711,2022-10-04 08:23:14
2329616,83602,2436,2022-08-03 11:50:04
2329616,83602,5188,2022-01-04 04:37:41
