OrderDetailID,OrderID,ProductID,Quantity,Price
892542,157265,6290,1,210.04
424637,382996,5806,1,1451.93
180578,76416,5619,4,1312.08
475676,729214,1819,5,627.02
714550,699706,9415,1,986.66
616121,787960,1161,2,1186.47
300622,996279,6436,4,351.84
440994,744071,8862,2,219.82
194152,509114,3962,3,582.1
557222,504867,159,3,102.22
577038,351574,4339,3,176.89
803065,709985,3962,2,582.1
737048,749492,8854,5,365.99
980729,306272,8456,2,537.95
206997,608056,7140,4,383.44
409108,210346,2427,4,1322.63
432552,606899,1073,4,1184.89
166482,85062,6001,4,1150.41
751950,184674,8769,5,192.04
379734,842901,6001,1,1150.41
641762,17088,6770,3,752.17
216155,142111,7747,3,740.59
333786,506953,2323,3,163.41
428061,389851,7550,4,211.52
73551,584075,9436,1,344.19
310413,719925,6302,2,1175.16
279163,115162,617,4,884.1
26319,739924,223,5,241.64
307834,853060,5619,5,1312.08
667850,754145,7569,2,285.31
297234,854091,8746,5,236.28
281269,214216,1161,4,1186.47
394582,369964,1958,4,411.77
381763,29236,5099,1,320.43
701246,669967,6162,2,1018.48
538609,153854,4292,3,182.94
234159,17546,3797,5,862.43
405634,930613,5099,2,320.43
625800,850221,7761,2,310.8
344253,236375,1799,1,1367.5
370708,431191,584,3,1194.22
959763,951521,9415,1,986.66
786179,73968,9407,4,267.44
719789,488429,9677,2,845.49
461801,964161,345,4,1220.68
575277,678477,9194,5,544.04
898496,907048,174,4,510.78
748353,546657,2865,2,217.48
181387,332301,9502,1,57.03
482808,407264,2994,5,356.35
149019,241646,2512,3,1277.95
52498,866364,4248,4,525.49
765874,140790,8831,3,328.9
79083,78974,2508,3,579.92
475813,362679,4537,5,641.1
877169,748946,8831,1,328.9
790549,596799,4307,3,1006.95
42135,880362,876,2,430.56
275057,437782,7883,5,1179.77
527779,594043,1819,3,627.02
848150,376043,5564,5,837.22
934075,73719,3962,1,582.1
681442,859204,8040,2,1262.0
424560,657389,7795,4,856.06
911845,867364,8762,1,1070.52
32893,905600,6986,1,1198.17
799755,92492,4337,1,391.66
904988,111605,98,3,1237.05
595723,538646,6686,2,661.35
253767,70620,6165,3,611.83
237069,529490,8769,4,192.04
985970,855413,4335,5,420.54
147854,763710,1161,3,1186.47
474725,6143,8746,2,236.28
847610,358649,6770,1,752.17
143206,995888,4292,1,182.94
691110,23765,5157,2,916.11
105141,600441,12,2,1460.7
746266,671829,5881,3,51.44
319508,773092,9415,5,986.66
848687,957741,5026,3,753.2
526664,190961,8938,3,363.71
881985,591516,159,5,102.22
299591,846134,8875,2,398.36
851259,809219,4270,4,1471.99
537054,25780,4337,3,391.66
561391,4394,7795,3,856.06
705925,180156,8769,4,192.04
485654,556861,5188,3,889.98
57018,746490,2436,2,358.96
742408,323678,2427,5,1322.63
102300,431048,2579,2,1152.56
216003,814987,3401,1,211.19
500416,585539,6963,1,703.49
556314,101536,8241,4,1102.11
378872,619839,6165,1,611.83
166416,712186,7569,4,285.31
991846,388886,8463,1,295.87
844781,122724,5759,1,1355.49
363673,712074,8456,5,537.95
398621,121848,6149,1,1189.75
644419,764426,9891,1,1002.8
369871,448681,793,2,1396.95
285752,217523,9415,1,986.66
511160,548175,6536,4,629.12
764287,438156,3246,1,1464.29
282180,391438,4766,1,143.42
309291,406783,3449,5,103.22
539896,341534,3246,1,1464.29
164439,605193,5759,5,1355.49
40496,795680,1871,4,966.19
394564,880311,3892,2,1324.62
596315,714809,6520,5,1359.76
12363,597152,8938,4,363.71
856349,975496,4307,1,1006.95
544961,344080,7761,3,310.8
672785,858897,5759,1,1355.49
745231,682284,1161,4,1186.47
787162,633084,5099,1,320.43
647048,377422,6986,1,1198.17
519129,802317,6302,5,1175.16
221196,95856,9832,5,1020.06
493789,343804,1958,4,411.77
126316,319799,2226,2,1315.98
766741,850943,5157,5,916.11
850281,585511,6059,3,1352.99
126103,622262,9436,3,344.19
970967,894780,159,1,102.22
726998,310988,6536,4,629.12
993937,156189,6856,2,733.48
140916,539382,9502,2,57.03
742629,173696,4292,1,182.94
49905,656316,4307,3,1006.95
442633,5225,232,2,314.82
654614,504848,345,4,1220.68
749388,209750,688,4,1114.22
121819,816843,6766,3,1327.85
320664,328238,5726,4,636.42
737564,688911,2865,2,217.48
116306,170585,1095,5,1349.17
65848,644038,6687,1,805.97
499654,748561,5475,3,182.27
745086,725707,8040,2,1262.0
993571,408868,2512,2,1277.95
811985,840435,223,1,241.64
858263,737484,12,1,1460.7
827760,973849,4500,3,748.89
208807,427370,2107,4,854.64
673923,24664,5704,1,590.77
814164,960805,9436,1,344.19
116734,843443,3449,4,103.22
947675,13157,4339,3,176.89
923506,615959,6059,4,1352.99
928322,182934,5531,3,1023.65
679940,283375,7620,1,1131.83
872298,977111,8121,5,330.78
261245,456665,8971,1,402.55
599879,677544,6770,4,752.17
616518,105182,7453,1,1298.95
472965,21038,584,2,1194.22
768543,552119,7750,3,1477.17
569210,486118,835,5,895.44
98228,253607,5475,2,182.27
702827,614905,345,1,1220.68
545010,196397,7022,4,846.92
173591,914010,6059,1,1352.99
234467,364423,8027,5,1430.95
938841,642667,4339,1,176.89
584728,427572,9120,1,1483.46
195464,691319,5914,1,73.9
88834,202502,688,5,1114.22
778186,757511,7795,4,856.06
273645,154108,5962,5,207.05
88825,606064,4438,3,1256.48
71390,101409,1869,1,1174.09
329936,741942,6856,2,733.48
146567,952428,4131,5,1449.82
81215,120534,1073,2,1184.89
677425,635059,5806,1,1451.93
666353,730135,8854,4,365.99
504559,68065,5864,5,1417.44
782499,996044,3952,5,790.0
341180,373853,1043,1,1360.73
213002,503894,8784,4,550.3
983303,400641,7774,4,1078.55
481238,137377,6001,4,1150.41
641365,834929,1089,4,1373.0
355647,424918,1566,1,591.2
845091,51051,8017,5,917.44
254111,478365,4307,2,1006.95
239702,224140,7566,4,335.17
185014,794245,1756,4,705.37
155947,826677,2489,5,1246.39
601230,290336,7569,5,285.31
351274,737609,4438,5,1256.48
248081,136346,485,4,333.43
296303,878109,4313,2,1464.61
607916,237312,8971,5,402.55
675219,322448,5967,3,494.37
427566,608511,3687,2,969.4
844017,600654,8762,5,1070.52
533144,374382,4313,3,1464.61
130241,949227,3942,2,658.25
540437,81000,9415,4,986.66
712966,555191,1869,2,1174.09
773284,344142,793,5,1396.95
743167,556857,8875,5,398.36
462611,14741,6892,4,1370.66
413612,844714,8017,1,917.44
229919,569927,1738,1,483.88
343247,831502,4131,2,1449.82
439091,321730,4518,3,315.01
165654,182343,2456,4,741.07
276110,841517,4592,1,1198.67
293359,980803,345,3,1220.68
349268,449788,6149,4,1189.75
805735,819555,4270,2,1471.99
89673,578418,1089,5,1373.0
559422,34615,6302,5,1175.16
727008,209259,9407,5,267.44
930130,360698,5382,2,993.32
815982,666902,8559,2,356.76
858432,774795,4766,4,143.42
893916,831650,2456,3,741.07
846324,635242,1869,1,1174.09
159785,554393,9854,4,716.26
58634,554169,6963,1,703.49
782121,367402,2226,5,1315.98
138601,738798,7453,1,1298.95
177576,494397,8134,1,142.15
423627,758771,2512,4,1277.95
822574,558599,2427,1,1322.63
481068,871490,6001,2,1150.41
439323,936749,5274,1,528.05
909305,831151,9407,3,267.44
262786,804383,6001,4,1150.41
875764,145902,9415,4,986.66
174500,281007,1819,3,627.02
460547,845094,4339,5,176.89
476531,886883,7747,4,740.59
283861,645633,4071,4,956.73
449091,180603,7550,3,211.52
477938,480774,2994,3,356.35
668982,981495,8463,4,295.87
811373,257135,6149,4,1189.75
84843,26342,6892,3,1370.66
374951,112973,6766,5,1327.85
692648,19484,2323,5,163.41
878855,125838,8762,3,1070.52
441229,12801,3966,3,1442.35
206850,852210,5026,5,753.2
75724,461396,4438,4,1256.48
489241,656059,5324,5,1495.85
727098,670023,8762,1,1070.52
205665,175106,9450,2,103.25
92950,107296,4882,3,893.12
182322,923971,8188,4,267.66
869254,228600,4292,3,182.94
406087,138850,1095,5,1349.17
981887,787824,485,5,333.43
581880,276087,5967,3,494.37
912217,183888,5962,3,207.05
163589,617973,6766,1,1327.85
690771,954267,2994,1,356.35
143147,489236,7453,1,1298.95
564999,463787,8241,2,1102.11
399091,74263,6686,2,661.35
928524,564176,4455,2,771.96
407340,508260,5967,3,494.37
586884,620509,6687,1,805.97
705494,710939,2206,2,1483.74
158029,935088,1073,3,1184.89
90790,692363,1819,5,627.02
890123,843151,1161,5,1186.47
660621,882106,6770,5,752.17
310378,602727,5239,3,947.58
628492,867523,2523,3,58.5
877748,921163,3962,1,582.1
439699,645262,1869,1,1174.09
262026,254622,7795,4,856.06
406655,746185,2508,5,579.92
333777,684844,8101,2,1148.2
171789,870908,159,5,102.22
52041,463884,7550,4,211.52
125004,925582,3401,1,211.19
569076,861755,4339,4,176.89
84981,297880,5963,4,1175.81
597495,605344,9194,5,544.04
269790,260259,4755,4,220.96
179475,266319,5963,3,1175.81
628721,896744,8854,5,365.99
510215,274634,2066,2,1364.6
223233,23621,1958,1,411.77
916508,982036,2066,1,1364.6
108591,843300,6686,5,661.35
109931,280540,9854,5,716.26
58729,160333,9410,2,594.08
175288,988550,4071,4,956.73
207711,477621,6165,4,611.83
890194,817281,4335,2,420.54
333764,404775,8831,2,328.9
130825,787786,345,4,1220.68
826264,579080,6149,2,1189.75
349624,304903,485,4,333.43
995959,503897,5864,4,1417.44
208958,287875,4335,3,420.54
352157,786923,4500,1,748.89
482558,433921,6302,1,1175.16
413508,116085,1819,2,627.02
749109,647598,8134,2,142.15
646602,274348,7140,4,383.44
309999,562980,8862,5,219.82
375000,901394,3952,2,790.0
552174,386104,217,1,101.36
154451,390712,4462,5,1294.08
94996,462187,5963,5,1175.81
145329,916384,1958,4,411.77
305123,482404,2427,3,1322.63
629818,163724,1738,2,483.88
480565,69531,4500,5,748.89
695184,908185,9410,2,594.08
812800,578761,8241,1,1102.11
633487,655546,9194,4,544.04
478609,510820,4969,4,889.71
775926,925373,9410,5,594.08
894924,482417,1566,3,591.2
708014,249617,2512,3,1277.95
462319,447765,4537,4,641.1
689797,556111,2107,1,854.64
690285,447053,1530,2,1056.51
307664,104802,1566,4,591.2
475124,786853,2489,2,1246.39
76632,969814,7550,1,211.52
857240,453395,6856,2,733.48
524874,242911,6711,3,265.31
59794,333308,4292,5,182.94
665141,285419,2512,1,1277.95
907875,705343,8762,3,1070.52
336616,881719,4131,2,1449.82
463003,363639,98,2,1237.05
222550,912579,2206,3,1483.74
461547,636254,6446,1,98.32
865622,58389,8017,1,917.44
325313,568479,7635,2,678.72
7916,214929,6686,5,661.35
971472,922372,232,1,314.82
299006,772523,345,1,1220.68
980335,30253,9436,1,344.19
443277,150698,1958,2,411.77
515720,148337,8831,4,328.9
638308,922899,1161,4,1186.47
726098,269185,8121,3,330.78
482654,346297,4500,2,748.89
601212,545298,7174,2,223.3
482657,326121,5549,2,360.98
88117,330575,8076,3,655.6
238641,790059,5914,2,73.9
341455,207567,3090,2,130.39
836101,995726,5881,4,51.44
403948,809712,2949,2,1392.35
769086,811865,8862,3,219.82
738053,960167,2614,5,638.09
283216,466500,3797,1,862.43
60797,21888,4537,5,641.1
915332,432129,2202,4,995.02
722204,556861,617,5,884.1
190438,334163,1799,5,1367.5
715361,932949,641,5,677.15
787375,767629,7795,4,856.06
931750,646085,661,2,861.91
69191,970407,7620,2,1131.83
424898,94271,6070,3,1154.63
303284,938939,8121,1,330.78
725105,587269,4500,1,748.89
191171,871592,8017,2,917.44
232946,250036,9410,2,594.08
305970,474809,1799,4,1367.5
790569,380137,1819,2,627.02
886184,480126,1530,2,1056.51
618810,618505,835,2,895.44
251684,202797,4131,3,1449.82
116352,506958,1799,2,1367.5
620289,584075,6686,2,661.35
851380,812145,2512,4,1277.95
126378,391447,4438,2,1256.48
990020,682611,835,4,895.44
762577,13680,1161,4,1186.47
400906,426553,8762,4,1070.52
592624,531288,2508,5,579.92
16781,574253,1089,3,1373.0
266943,162376,1530,4,1056.51
600628,185866,6766,1,1327.85
116738,494844,8971,4,402.55
974939,144604,1161,1,1186.47
179126,754965,8559,3,356.76
85810,423736,6162,3,1018.48
936264,764794,9407,1,267.44
846779,758634,2427,3,1322.63
84327,743563,4592,3,1198.67
14959,601128,232,3,314.82
812095,981778,5188,4,889.98
425753,675740,6436,3,351.84
852551,346297,485,3,333.43
586532,808425,661,5,861.91
793744,626523,4438,1,1256.48
238672,45627,3449,5,103.22
836500,345653,6711,4,265.31
524929,361498,2323,3,163.41
862738,863779,8121,1,330.78
441078,866524,4462,5,1294.08
636597,268133,8134,3,142.15
628298,324562,4438,3,1256.48
954057,925800,1799,5,1367.5
754605,726384,2512,4,1277.95
322016,781708,7750,1,1477.17
555303,604764,8134,2,142.15
875679,856331,4766,4,143.42
622206,265223,7453,4,1298.95
650920,899863,835,5,895.44
953831,502021,158,1,1018.56
883642,689570,12,1,1460.7
453289,495196,4335,5,420.54
717377,655189,3449,2,103.22
558778,665362,6766,2,1327.85
79422,278147,6302,1,1175.16
812204,274793,1089,4,1373.0
481037,421763,1738,5,483.88
852731,870364,2523,1,58.5
385431,239544,8241,5,1102.11
514412,165775,2512,5,1277.95
76517,815078,6165,4,611.83
36913,797469,7174,1,223.3
705097,100845,1869,2,1174.09
978478,755241,835,1,895.44
936204,824136,2579,3,1152.56
27462,438393,8241,5,1102.11
506887,728725,5967,4,494.37
599115,197153,7174,4,223.3
439502,899792,4755,3,220.96
247703,128371,793,5,1396.95
269134,384864,5704,3,590.77
848630,689917,8456,1,537.95
439023,360198,2059,4,1455.41
301331,446940,2994,1,356.35
261850,213496,9891,3,1002.8
452828,679916,4455,5,771.96
696750,287747,2436,1,358.96
948999,432165,9502,2,57.03
44875,49038,1219,3,967.23
793423,325570,2523,4,58.5
145526,25524,6149,2,1189.75
564309,337946,661,4,861.91
72419,344676,8971,2,402.55
577101,606919,9410,3,594.08
946119,381691,2886,2,1362.09
884351,424777,5864,3,1417.44
605183,498023,12,4,1460.7
158587,608355,1738,1,483.88
1449,545954,5475,2,182.27
635117,867073,5998,3,1431.07
765849,636267,9450,3,103.25
108895,989852,6520,4,1359.76
966288,342017,5382,2,993.32
168631,417835,6711,2,265.31
656790,800192,8188,1,267.66
522067,198368,5475,4,182.27
657737,260339,8188,1,267.66
106670,556269,4518,4,315.01
166598,403837,1893,5,705.31
977136,836378,8044,2,521.48
304417,288556,5967,4,494.37
451084,977141,2508,4,579.92
364571,597420,1799,4,1367.5
659933,66524,1869,3,1174.09
345068,836743,2994,4,356.35
501401,876880,5475,5,182.27
865017,848925,6686,3,661.35
84163,747987,5726,2,636.42
119431,69969,584,4,1194.22
972473,668475,5619,2,1312.08
961372,835865,5806,2,1451.93
758319,475241,5531,4,1023.65
332223,750220,2994,2,356.35
729666,353237,8167,2,183.11
389280,156463,158,3,1018.56
284801,372286,5324,1,1495.85
501698,60350,7177,5,883.85
375901,268091,4882,4,893.12
275226,653919,9536,1,1208.91
895092,634755,232,3,314.82
944319,923972,1958,3,411.77
274727,514768,217,5,101.36
873130,798580,6302,2,1175.16
569868,453801,1073,4,1184.89
31735,180590,7866,3,1210.48
314893,553519,8463,3,295.87
169831,161797,6059,5,1352.99
352232,224040,1043,4,1360.73
605325,285415,2614,3,638.09
870163,418125,8017,3,917.44
933250,78771,7569,1,285.31
79889,668221,6436,1,351.84
184742,279480,1871,1,966.19
98105,909213,1893,1,705.31
439657,522450,8101,2,1148.2
333996,553756,2489,2,1246.39
302995,400291,5324,3,1495.85
151676,527065,4248,2,525.49
250436,624014,5726,1,636.42
547225,955472,174,5,510.78
757122,983138,9450,5,103.25
731672,78306,4335,4,420.54
146241,484827,2059,3,1455.41
311952,562293,9854,4,716.26
743890,241278,6832,4,1094.28
642283,121854,12,4,1460.7
335098,837892,4337,5,391.66
247782,798194,5274,2,528.05
534737,909149,7453,4,1298.95
275613,744268,688,1,1114.22
936239,41318,7177,4,883.85
214519,515292,5881,5,51.44
416762,679770,1738,2,483.88
192172,907624,9502,4,57.03
251273,597185,6766,2,1327.85
178872,285661,5337,4,181.97
778633,89417,9502,1,57.03
170087,998020,1819,1,627.02
5924,444354,8762,3,1070.52
221223,341970,6302,3,1175.16
455304,825849,1308,2,193.92
349763,903322,6766,5,1327.85
228100,161590,217,3,101.36
203086,185517,7883,2,1179.77
724517,935283,2226,2,1315.98
388712,52618,2489,4,1246.39
243312,654716,6162,5,1018.48
227952,187223,4248,3,525.49
566069,695560,6162,3,1018.48
535646,651375,2865,4,217.48
545254,852474,4270,1,1471.99
884391,694432,5324,1,1495.85
955289,840435,4438,4,1256.48
818667,123017,4882,2,893.12
378156,895591,5619,2,1312.08
875394,212034,2066,2,1364.6
675192,881755,7174,5,223.3
647919,122734,9677,4,845.49
760540,816362,8854,4,365.99
898718,122207,1089,4,1373.0
218934,431191,1893,2,705.31
845628,674077,2523,1,58.5
137641,41255,5619,2,1312.08
709284,390386,223,5,241.64
199569,354915,174,3,510.78
18583,750722,6770,1,752.17
207388,180766,485,4,333.43
786638,661821,3090,3,130.39
291942,927522,223,2,241.64
32244,173696,1073,2,1184.89
517133,517223,2512,5,1277.95
962286,166688,6970,3,1322.29
215406,94860,9536,2,1208.91
767562,157047,2523,5,58.5
823157,455202,835,4,895.44
119666,204358,5141,1,847.68
268663,224827,7174,4,223.3
833845,997146,5881,3,51.44
778960,14560,6749,3,969.27
522948,174108,5962,3,207.05
848994,807230,2886,2,1362.09
472890,541158,1308,1,193.92
38183,646732,2427,5,1322.63
720109,121588,1958,2,411.77
953861,87783,3030,4,542.4
874389,514162,8241,3,1102.11
360180,859994,7761,4,310.8
606288,774928,217,5,101.36
209087,70724,5549,4,360.98
725551,412154,8463,3,295.87
159887,192212,1756,5,705.37
660617,345577,1073,4,1184.89
620294,922514,6520,1,1359.76
488700,205016,4518,5,315.01
435945,714809,5564,5,837.22
224728,626782,9502,2,57.03
258954,610523,2886,2,1362.09
219449,587528,5619,1,1312.08
661391,79965,661,2,861.91
262781,712441,5864,5,1417.44
854602,131403,6536,4,629.12
962804,770705,7022,1,846.92
170989,348215,5157,3,916.11
482915,95713,1958,4,411.77
280172,276811,4462,2,1294.08
496966,229409,8044,5,521.48
233991,971375,793,3,1396.95
825295,752732,5704,3,590.77
469351,340653,1043,3,1360.73
938980,688863,5759,5,1355.49
424348,611408,8971,4,402.55
501399,329173,6290,4,210.04
807139,479539,2579,1,1152.56
263180,521798,1073,1,1184.89
312787,476979,2614,4,638.09
770969,115419,4537,2,641.1
443301,309438,98,2,1237.05
741026,877083,5564,1,837.22
847231,625610,6520,5,1359.76
328084,421827,5157,2,916.11
880118,772104,8938,3,363.71
851091,363342,4766,2,143.42
574859,223930,485,1,333.43
215961,833934,8762,4,1070.52
764013,675344,5864,1,1417.44
123067,933872,4592,5,1198.67
88656,625979,232,5,314.82
137587,813124,6001,3,1150.41
982961,29676,7620,1,1131.83
560293,943179,4518,2,315.01
519921,674322,2323,3,163.41
788472,678519,5324,1,1495.85
557469,671479,835,1,895.44
435816,553097,3090,3,130.39
720045,967150,9407,4,267.44
798763,426953,8854,2,365.99
725465,462927,8167,4,183.11
740875,664461,3144,2,876.59
698405,724917,876,1,430.56
797327,129150,5704,5,590.77
639451,331035,5967,2,494.37
865028,655465,2107,3,854.64
610653,997359,8854,4,365.99
948049,45386,1043,4,1360.73
581630,961480,876,3,430.56
753664,515910,98,5,1237.05
582991,850709,6070,5,1154.63
632896,758870,7022,1,846.92
303698,520266,4462,5,1294.08
519161,619882,9832,4,1020.06
729448,248203,5806,5,1451.93
805356,14524,6963,1,703.49
631845,762596,8101,2,1148.2
630440,554914,9415,5,986.66
357512,922249,2579,3,1152.56
883087,134158,1566,5,591.2
378972,753280,345,1,1220.68
675723,228867,8769,4,192.04
799768,718654,7022,1,846.92
725111,771300,2512,4,1277.95
587666,564506,3942,4,658.25
907965,26452,7774,1,1078.55
549230,450058,8831,5,328.9
671530,410258,1043,3,1360.73
58565,108526,3966,2,1442.35
436928,115711,6970,2,1322.29
832136,815078,3401,2,211.19
345944,449747,8854,2,365.99
115098,567975,8463,3,295.87
304951,68488,7177,5,883.85
564679,514692,5026,3,753.2
360798,3410,1073,3,1184.89
644097,16832,8134,3,142.15
438945,970501,2456,1,741.07
99867,906164,217,1,101.36
713428,289664,5881,4,51.44
739249,465893,174,5,510.78
61202,677207,6302,3,1175.16
267048,250819,7453,3,1298.95
36596,930233,5382,3,993.32
