WishlistID,CustomerID,ProductID,DateAdded
898474,468149,9536,2023-06-18
477776,6434,5967,2023-03-11
387761,218249,8076,2022-02-14
589594,643345,217,2022-03-11
653325,282435,3942,2022-08-05
175095,296915,4438,2023-10-04
225569,610859,5881,2023-01-22
227650,575305,3952,2023-06-28
446256,54235,1530,2023-02-05
534932,882861,6001,2022-12-06
142330,531841,5999,2022-07-17
62503,191127,1219,2022-08-01
849390,878632,5806,2022-07-19
743300,878626,8040,2022-07-25
309234,537408,5999,2022-09-26
286841,636848,5099,2023-04-05
727719,698120,5962,2023-10-20
782415,347499,8463,2023-07-23
567690,863860,1073,2022-06-19
617113,445359,6927,2023-03-21
187510,269306,5967,2023-01-30
475939,404528,2994,2023-02-28
892112,680093,5274,2023-03-23
934623,75597,4755,2023-08-25
528074,349879,1819,2022-06-19
511638,360460,3797,2022-01-05
347074,677395,8862,2021-11-25
417264,776439,5382,2022-03-19
837147,88356,5914,2022-07-02
937094,559868,2427,2022-01-07
26313,349384,158,2022-09-08
807801,216801,9407,2023-04-21
332179,861664,6686,2022-09-20
973563,524476,1738,2023-01-30
143841,12984,7174,2023-08-09
151567,624903,223,2022-10-24
261801,354575,2206,2022-08-31
182285,991910,1893,2022-06-08
156245,70441,5531,2022-10-05
548136,532191,6686,2022-09-20
186234,499478,5999,2022-07-04
733415,748019,8762,2023-09-24
499133,892917,8463,2023-06-06
133287,674569,4518,2023-07-02
31751,58772,4518,2022-01-21
942450,189045,2523,2022-11-25
533502,478455,688,2023-07-31
68286,295433,7795,2022-05-06
607707,658874,3401,2023-07-02
862558,576099,6892,2023-09-02
553429,878445,4500,2023-03-25
72813,784315,6770,2023-08-28
289771,604041,2886,2023-09-07
51757,358920,3952,2022-09-01
208252,212178,2508,2022-06-10
101899,413343,9854,2022-08-31
311157,334660,584,2023-08-21
201753,957579,8746,2023-05-20
228379,229331,6001,2023-03-27
472458,829995,1308,2022-09-17
343733,156837,4335,2023-05-21
475470,6434,6927,2022-10-23
587934,134287,223,2022-12-27
858236,892041,4438,2021-11-25
205826,882849,7174,2021-12-15
146701,576284,3966,2023-03-17
729716,396426,2206,2023-10-13
387419,790408,98,2021-11-23
478327,526748,8101,2022-06-29
723583,11839,9436,2022-10-27
380269,18820,3952,2023-10-20
577763,103654,4313,2023-03-17
760319,170182,5881,2023-07-05
686241,528829,6892,2022-07-08
140339,480550,5759,2022-01-08
723044,96652,8456,2022-08-24
794830,244336,2614,2022-03-07
525590,894217,159,2022-07-30
404753,44301,7550,2023-05-10
813923,965987,4313,2023-09-07
872278,99275,9280,2021-12-20
19315,346655,6070,2022-05-13
986650,58649,6001,2023-10-19
673098,763690,2886,2022-03-08
931502,141392,6832,2023-10-10
780961,785679,4755,2022-05-31
843330,82370,2226,2022-11-27
317381,715902,3449,2021-11-19
864865,907416,5157,2023-03-30
553725,361407,6711,2022-06-12
403545,779833,5619,2021-12-06
337115,981584,4592,2023-07-17
219852,52518,9194,2022-08-08
854388,776925,223,2023-04-26
442452,319603,5274,2023-06-24
603659,37451,3962,2022-04-09
968391,883746,8101,2021-11-27
609924,386157,9891,2023-04-20
565908,93044,4755,2023-05-24
553348,358848,4248,2023-07-16
577308,644112,6436,2023-10-25
11521,785387,2427,2022-10-22
115351,934137,8121,2023-09-25
108062,670230,7883,2022-11-24
924079,639080,6711,2022-04-11
887023,149496,7795,2023-02-03
421904,527099,1530,2022-05-04
265612,347576,12,2022-10-14
5208,870611,1871,2023-01-11
7517,510016,688,2022-07-19
138178,286704,1566,2022-08-30
196197,836103,8762,2022-02-26
854818,291616,9410,2023-09-16
668545,269306,5157,2022-05-11
349064,141872,5026,2022-06-15
401477,421081,6149,2023-08-07
149459,859767,7774,2023-11-01
180787,119701,9407,2022-03-12
37327,707679,8044,2023-01-21
831161,555350,6856,2023-04-28
793759,951722,9410,2023-06-10
860880,164211,7774,2023-02-05
996496,372240,3966,2022-08-05
904252,915717,2489,2023-07-05
348769,703285,5239,2022-12-06
368013,493719,1893,2023-08-01
742045,14313,2614,2022-08-05
780434,604231,4337,2023-09-04
217322,397795,5337,2022-05-25
880941,506058,4455,2022-12-17
400085,918654,8463,2023-01-27
277757,199125,617,2022-02-16
350128,424578,3962,2023-09-29
516767,191783,6963,2022-03-18
274461,493299,5188,2023-04-30
57611,71234,6963,2023-08-22
27015,624726,6749,2022-05-25
870866,129162,5239,2023-11-08
539257,589429,6536,2023-04-12
773887,780965,8762,2022-03-28
667552,441374,1073,2022-05-20
178813,967849,4248,2023-01-07
14479,721452,5475,2022-12-11
995608,614321,5962,2023-09-24
35151,785355,7453,2023-02-12
988890,162098,4462,2022-05-04
811927,487326,688,2022-01-27
646200,348419,7022,2023-03-18
533060,798882,6770,2022-12-15
225434,965987,8938,2022-05-16
120464,738374,4335,2022-06-23
154118,779201,223,2022-05-07
711018,597221,7566,2023-02-12
56239,396137,3952,2022-04-29
756237,592127,8101,2023-10-28
912344,168858,8854,2023-09-15
207412,875535,2436,2022-07-06
413000,272174,7550,2023-03-03
49566,939360,1530,2023-08-08
235910,543932,7635,2021-12-31
515057,128028,5188,2023-03-08
823218,158239,8044,2022-01-04
240953,273401,5998,2023-02-16
151528,597489,3892,2023-06-20
382741,934407,6536,2022-10-14
765338,18594,4537,2021-11-29
500783,779459,9410,2022-11-05
932039,440393,9120,2022-03-06
729146,773825,8769,2023-09-25
243108,352743,4248,2021-12-26
70857,622000,223,2022-12-02
393000,404528,6686,2022-04-15
368795,243858,7550,2021-12-12
914579,572013,9415,2023-10-15
403797,736327,6766,2023-04-17
156863,950346,5141,2023-01-24
586086,43214,2614,2023-10-29
737640,618856,4969,2022-04-29
445683,853539,9407,2022-07-08
170042,470884,9502,2021-12-08
183908,212310,5963,2023-06-26
970242,272795,6970,2023-02-17
693979,700923,159,2022-06-10
118248,770767,9536,2023-04-06
903962,604936,3966,2023-09-26
781034,512331,1819,2023-02-17
86228,241708,2202,2022-02-10
451974,760693,5624,2023-05-20
251314,404699,5337,2022-10-26
227933,517177,159,2022-06-24
771857,152523,5337,2022-12-26
921445,788465,3144,2022-01-06
839419,803321,345,2022-07-07
67494,598659,8241,2022-05-18
883195,286908,6686,2023-05-26
201950,677395,1089,2022-05-26
953331,348132,5864,2023-05-23
912206,881563,1871,2021-11-20
30185,646762,3449,2021-12-24
778872,150383,5864,2022-08-21
988481,115051,2886,2022-08-24
926773,707679,9536,2022-08-20
946374,513713,174,2022-10-12
753160,426594,6892,2023-02-02
423072,46564,7453,2022-11-14
24843,278477,7774,2022-03-03
314326,237162,8121,2022-09-24
465883,865944,4307,2023-08-02
28570,336904,4969,2023-07-25
608918,352844,4248,2022-07-30
287570,865725,4248,2021-12-05
372262,235003,6766,2023-06-27
143690,629279,1219,2023-08-17
486241,980183,7747,2023-10-12
982285,744830,5274,2022-09-24
70462,308392,6070,2021-11-30
830076,703679,4337,2023-06-11
886525,657140,1073,2022-11-20
993341,272174,1887,2021-12-31
930030,498161,3449,2021-12-24
7045,413827,7883,2023-07-14
114865,829543,4462,2023-02-19
112392,462972,2949,2022-03-19
168950,833253,4339,2023-02-08
750418,360067,6290,2021-11-17
114238,58649,4335,2023-09-16
273051,663319,6001,2023-08-22
348253,5418,5962,2022-02-18
677324,978138,5914,2023-10-09
665528,891737,4438,2023-05-30
501963,198962,9891,2023-03-10
493154,907476,2886,2022-06-29
792845,58195,3892,2023-01-17
67605,846287,6687,2023-03-31
493344,946338,8040,2023-05-14
867415,349366,5726,2022-07-03
150047,325946,7750,2022-10-23
865931,800644,6766,2022-08-14
368912,581032,8854,2022-12-19
522013,14836,1871,2023-05-18
312949,181266,8188,2022-08-24
617863,898313,5475,2023-07-07
287363,330196,4755,2023-05-08
263720,839182,8559,2023-05-09
903904,234928,8040,2022-10-07
694411,553995,5239,2023-04-05
672722,928102,6986,2023-10-20
718924,851482,8559,2023-02-09
820786,249044,8076,2023-09-05
310924,199866,1869,2023-07-30
634447,17429,2614,2023-01-08
210215,270105,2523,2022-06-22
996627,724933,2323,2023-11-04
465073,401260,8101,2022-02-14
2197,312343,6687,2023-06-29
42458,355678,7174,2023-07-25
4119,771234,2508,2023-04-25
623249,308084,6520,2023-10-30
114242,673178,3687,2022-01-21
404138,623102,8188,2022-01-04
584236,797800,8040,2023-08-03
840921,321371,7795,2023-04-24
375904,769836,6832,2023-09-30
604804,309534,793,2022-03-31
2240,555634,2107,2022-10-27
851061,220836,9407,2023-07-27
549598,573703,4500,2023-06-23
915461,565350,8854,2022-12-05
255983,771801,217,2021-11-26
231604,896730,1095,2022-11-26
3701,323612,9436,2023-09-11
971473,261371,5382,2023-07-03
574835,374773,6520,2022-02-03
532218,752080,2323,2021-11-20
50559,686196,3966,2023-01-26
83942,509190,7635,2023-03-06
714588,50811,8762,2022-01-25
831760,85471,6149,2023-10-18
232828,293300,3401,2023-09-06
408798,95410,1738,2022-06-10
436274,206052,5099,2022-10-07
444138,345862,2886,2022-05-20
456751,341789,7453,2023-04-04
15517,525315,1308,2023-04-27
430372,241067,6687,2023-01-12
383106,530418,5337,2022-02-06
728160,330192,5475,2022-01-11
663021,117376,3144,2022-06-30
197689,911570,2059,2022-05-02
503305,613572,4292,2023-06-26
30603,341054,8167,2022-03-03
294105,788450,6686,2023-05-17
664836,321727,5881,2022-04-05
39095,476080,1089,2022-01-18
308059,853562,5475,2023-07-16
608229,22656,1219,2022-01-08
168263,782176,6927,2022-01-18
593955,144435,1530,2022-03-30
240858,544033,5864,2023-05-31
208852,592441,7774,2021-12-26
675816,249079,2206,2022-10-18
35713,651630,217,2023-10-07
193182,590351,7620,2023-06-03
30385,455884,9891,2023-06-14
748821,143263,6165,2022-01-31
10539,989476,4313,2023-05-03
475077,761823,174,2021-12-09
636601,34084,7174,2023-05-09
143266,441800,8188,2023-06-17
89794,166217,5549,2023-11-10
544802,145961,5914,2022-08-28
414625,338006,5549,2022-04-22
722170,61951,6436,2021-12-12
193601,142389,8769,2022-11-09
387313,462767,1887,2023-03-10
370977,32557,6711,2022-08-12
751188,136065,6536,2023-06-05
193181,842744,6070,2023-05-09
257397,112870,1161,2023-01-31
790349,469638,2949,2023-07-25
712274,407285,2614,2022-12-20
885353,356998,9502,2022-07-11
262684,569588,9854,2022-03-26
206123,265736,9832,2023-05-13
375636,903591,6059,2022-05-18
889207,386842,6892,2022-12-07
253429,518617,6986,2023-02-01
890871,428014,223,2023-09-01
55244,375392,8241,2022-09-02
269310,691341,4592,2022-12-19
66512,167084,3401,2022-05-31
138261,877602,4500,2023-08-17
448991,248063,6302,2022-08-22
380486,316739,9854,2022-06-15
204830,785355,5337,2022-03-16
106676,670032,5806,2022-05-04
675969,61930,2512,2023-09-26
41012,502752,2427,2023-06-25
415014,886046,9407,2022-10-20
244760,179461,3246,2022-10-19
798093,127687,9832,2023-01-25
785544,167266,1530,2022-02-26
533670,327710,6520,2022-11-17
923936,522128,5324,2023-04-18
414641,68772,5324,2022-04-24
342278,303557,8044,2022-01-19
710331,953969,3966,2023-10-13
322776,324543,4766,2021-12-29
9546,664121,9436,2022-11-18
401200,319051,5239,2022-07-19
941312,652144,6749,2023-06-02
241400,886046,4131,2022-12-03
207967,511003,9502,2022-03-19
615779,892837,8831,2023-08-28
796029,637492,1089,2023-03-01
557227,978889,8854,2022-06-16
662637,609698,6770,2023-01-11
347714,899298,2226,2022-06-05
552907,833916,9120,2022-10-29
678781,528231,8076,2023-10-10
736456,953969,617,2021-12-04
845113,453744,7569,2022-09-05
333881,174146,9450,2023-05-12
846593,221949,1756,2023-09-10
343957,883100,6612,2023-01-25
701152,983470,174,2023-10-12
425860,661786,4438,2022-09-19
326544,738359,4270,2023-11-11
55022,460350,4313,2022-10-11
948015,931830,5726,2023-01-01
733711,571694,2323,2023-09-02
667783,626500,6963,2022-02-07
116141,836770,5914,2023-03-31
521876,375392,9407,2023-10-20
788755,199481,1887,2022-03-24
905863,478997,232,2023-02-05
680131,220200,8762,2023-03-25
347847,656887,9832,2022-02-27
196447,676457,2226,2023-03-04
364989,19800,6536,2022-03-08
945953,224338,1799,2022-01-04
390741,61816,9536,2023-01-21
198185,891689,6162,2022-04-15
881916,201619,2202,2023-01-30
777315,904866,6612,2023-05-29
179910,173476,6536,2022-04-25
200652,587505,2886,2022-07-21
540456,157771,12,2023-03-18
111128,888070,6832,2022-07-08
891183,942964,5475,2023-01-31
742351,972379,1073,2023-04-04
699653,362004,7883,2022-12-19
910388,21018,2202,2022-01-04
376290,153922,3962,2022-03-02
199618,657268,4455,2021-12-31
129952,230927,1958,2023-04-19
983926,559275,8746,2023-10-31
911625,897535,217,2023-09-06
870136,638154,5337,2023-04-16
781166,294974,7174,2023-05-27
177745,203415,5549,2022-03-21
989818,104382,159,2023-06-28
16286,898055,4307,2022-02-06
636470,241220,2226,2021-12-27
117045,584480,3144,2023-01-23
98899,475873,8241,2022-02-12
497728,766158,1095,2023-05-14
966633,992111,835,2022-12-20
404498,381035,1219,2022-08-20
636063,67862,6070,2022-04-07
660998,606480,7174,2023-05-29
189400,998658,1819,2022-04-05
750324,295056,3144,2023-05-11
102979,57055,8762,2022-06-25
404510,18533,8188,2023-03-04
303995,524476,584,2022-05-29
958574,289545,5188,2023-05-30
196518,444113,8854,2022-07-30
555731,201619,7750,2022-04-25
395057,935779,7883,2022-03-24
230990,300946,5188,2022-09-24
9305,862149,1887,2023-11-11
11505,40872,4755,2023-10-30
15813,296252,174,2023-04-12
586908,274130,3090,2022-08-14
236611,10341,8027,2023-07-02
94868,175503,1095,2023-03-14
562465,978370,3962,2022-09-17
131105,260561,7774,2022-08-07
527329,61789,1756,2023-02-09
783837,329428,2107,2023-04-19
440507,138932,3449,2023-05-18
606358,919227,1566,2023-06-07
221969,738359,1073,2022-12-19
623855,923475,1095,2023-10-09
310184,140923,8134,2022-03-24
232785,364948,2456,2022-07-13
314248,945504,835,2023-05-03
227498,21191,232,2022-03-05
344546,50173,485,2023-09-22
554615,908181,3952,2022-10-15
992219,228680,7022,2023-08-15
75871,156069,5998,2023-09-23
306461,261584,6162,2022-09-17
844335,493501,9194,2022-08-08
81650,140514,5726,2022-06-08
279283,31006,5239,2022-06-03
120804,723135,7795,2022-01-22
96141,21394,2436,2023-01-03
905954,643986,9854,2023-05-01
61346,531366,7761,2023-07-19
303541,667597,2226,2023-04-22
26819,400579,3892,2023-01-06
414520,720238,9415,2023-05-31
408304,986562,4462,2023-04-17
614231,189234,6612,2022-01-07
968603,130808,1073,2023-11-12
254363,34863,4766,2022-09-11
35827,533930,5157,2022-08-27
599928,881127,7177,2022-04-30
774840,907199,7140,2022-04-05
282759,669113,8746,2022-10-31
354019,586728,232,2022-12-28
450209,463279,5157,2023-07-11
40471,92119,7750,2023-01-30
407315,334111,2206,2023-02-02
703019,768064,5619,2022-07-18
260272,543889,4455,2022-08-01
32401,421768,8862,2021-11-25
665387,570891,2994,2022-04-19
295838,174522,2508,2023-01-17
819526,144435,7761,2022-03-21
41521,442575,8831,2023-03-22
583338,378780,8040,2022-12-22
450232,963104,6766,2022-06-13
892329,105097,6749,2023-03-20
114907,832648,5624,2023-07-08
177970,29519,6963,2022-09-27
908580,225577,2865,2023-02-01
136832,379318,6749,2021-12-29
379778,377205,5999,2022-06-06
344895,314101,6001,2023-06-29
952204,914882,98,2023-07-01
47520,810763,7620,2023-06-30
228796,644538,5141,2022-02-24
552232,255861,1893,2022-07-22
297154,950511,3246,2022-05-09
205348,739334,5549,2023-01-15
784612,658242,2886,2023-09-29
488485,558887,6986,2022-04-27
379530,43511,1738,2023-05-26
918243,241098,7774,2022-07-08
516512,796101,3962,2022-02-27
221647,727261,617,2023-08-16
25741,723769,4766,2022-09-13
868440,739549,3449,2022-09-22
486267,914882,5324,2022-10-07
253368,530298,5806,2021-11-26
120845,631137,6927,2022-02-09
201797,217251,4131,2022-06-17
461068,76280,6686,2023-11-14
171133,930637,8017,2023-08-24
171850,456261,5324,2023-07-06
412852,619196,3892,2023-06-23
200116,160550,6970,2022-04-08
988516,10335,8938,2023-07-06
405812,231361,4131,2023-06-25
664842,177602,2202,2023-06-28
289117,650721,2206,2022-09-03
350304,226782,3030,2023-01-07
651835,359785,8017,2022-08-21
8305,139965,2436,2022-07-20
485643,262576,6766,2023-05-15
447922,829543,8040,2023-09-11
415808,485263,6162,2023-05-07
773507,336210,584,2021-12-23
636955,958526,7569,2022-05-30
582618,823602,6749,2023-09-26
155869,241108,8769,2022-09-28
498343,502516,9536,2022-12-21
122347,823090,4292,2022-03-19
447493,180470,5475,2022-01-22
781760,61005,7774,2021-12-08
749329,441376,9891,2022-06-06
417439,339489,3966,2022-04-27
971679,745879,7174,2023-11-16
372868,317967,9854,2022-07-29
352200,647714,8027,2022-03-03
500331,522818,8875,2023-05-09
402775,76147,9832,2021-11-18
616265,748034,5382,2022-04-12
278645,608999,9194,2022-10-21
658758,736264,1566,2021-12-29
597635,992719,4455,2023-02-06
18063,109969,2508,2022-08-18
586081,224617,7620,2023-03-20
567861,567602,584,2022-11-23
760086,752080,2865,2023-10-07
706016,258604,4882,2022-05-19
360091,583615,8971,2022-02-25
773103,719546,3144,2022-06-24
837240,894659,5157,2022-09-07
895532,594485,98,2023-01-18
962994,983132,158,2022-03-28
799382,728481,9194,2023-06-25
397687,200196,5382,2023-04-03
571122,347655,6892,2023-01-02
723109,926809,1161,2023-01-09
128819,133215,7883,2023-03-19
178524,668696,485,2022-03-05
494736,836199,5963,2023-09-13
270215,497732,5324,2023-02-14
311845,851580,4592,2023-05-24
286862,913860,98,2023-11-04
871372,310685,6612,2022-12-10
895316,44346,2508,2022-04-29
129783,263278,3962,2022-08-19
673361,540677,2949,2022-01-13
691857,494161,5099,2021-12-24
597657,496977,8769,2023-03-19
430888,532919,8167,2022-03-04
795941,91034,5962,2022-09-08
412771,153673,8784,2022-12-09
860260,596591,8769,2023-08-05
618874,578892,4882,2023-05-08
184798,415742,7750,2022-02-13
961151,550119,7550,2023-07-18
623415,469022,8559,2023-08-14
754627,594215,2436,2022-02-26
437225,726524,3962,2022-03-13
889449,374819,8746,2022-02-05
582473,192383,7866,2023-01-09
152335,120141,2579,2023-04-24
510559,237388,6927,2022-12-27
687433,908698,7177,2022-02-21
524936,928349,5337,2022-05-23
539937,903908,4270,2022-06-19
214949,273853,2066,2022-02-27
510308,504177,4518,2022-07-24
624010,687532,2456,2022-11-11
712737,471495,2202,2022-12-14
22612,444830,7747,2023-04-09
584196,128134,7569,2022-12-12
23404,979295,6927,2022-06-02
790472,682154,8167,2023-06-21
625660,23228,3942,2022-09-12
633017,446101,4339,2022-08-29
262004,840633,7750,2022-10-04
772638,802531,3144,2023-02-12
44546,162952,8167,2022-12-28
594677,111171,6766,2022-10-01
516877,526479,7761,2022-07-26
331617,676428,5619,2022-08-12
235154,335253,2579,2022-08-17
628232,827058,641,2022-12-26
790073,585065,2059,2023-02-04
746248,289038,1043,2021-12-13
343901,684543,5531,2022-10-10
830703,199481,3966,2022-10-01
349328,624465,12,2022-11-25
93623,488171,8938,2023-09-25
471456,409255,3942,2023-11-13
427037,252298,5382,2022-01-20
617078,502069,8044,2023-10-27
840944,30315,6963,2022-06-09
33155,724526,6070,2022-12-08
119080,713537,1073,2023-07-24
872871,82572,9832,2023-05-02
300013,608283,8121,2023-01-07
936122,451360,1869,2021-12-20
874168,16565,6970,2022-12-21
7394,868802,6612,2022-09-07
664000,666022,2066,2022-10-15
506874,618,1073,2023-10-17
844749,818224,98,2022-05-05
315117,54176,8971,2021-12-04
605299,335593,174,2022-10-20
289247,131767,2066,2023-06-20
103159,882075,2427,2023-09-06
289550,857940,2886,2021-11-23
995038,397891,5967,2022-10-15
151071,971646,2994,2023-01-04
238677,878791,8831,2023-08-29
323260,902202,6963,2023-10-10
313235,535142,9536,2022-06-17
926269,340649,1756,2023-03-15
324481,305270,7140,2023-08-02
849242,98191,5864,2023-04-16
10672,211020,4969,2023-01-23
230023,749226,1756,2023-03-05
688073,670267,1161,2022-09-21
803310,380698,2066,2023-11-01
760114,64839,6165,2023-01-05
108273,525104,3952,2021-12-29
711339,500165,5967,2022-07-15
226212,198277,9832,2022-02-12
938343,101791,8971,2021-12-13
21863,436977,9407,2023-04-16
545638,376537,9832,2022-12-08
987810,425941,232,2022-11-28
453839,646762,9536,2023-05-15
542857,462767,793,2022-07-28
539531,737309,6436,2023-07-29
289902,21525,8746,2021-12-30
47534,928778,7022,2023-03-04
615506,373946,6001,2022-03-08
640480,130188,5806,2023-06-04
855796,278276,9536,2022-12-20
521485,151357,7866,2021-11-21
749657,430730,1530,2022-09-18
10898,612088,1566,2022-02-24
7508,874684,7566,2023-03-24
459120,438574,4313,2023-04-04
605146,824639,8017,2023-05-20
442217,164891,6686,2022-05-09
87369,566682,793,2022-04-05
615183,693747,7795,2022-12-25
4759,694576,7550,2022-09-24
172487,460445,9536,2022-10-09
788064,183985,1958,2022-11-03
568229,63972,7747,2023-07-01
222027,235576,8076,2023-03-19
199454,669640,1512,2023-07-10
369994,554858,5967,2023-08-18
272367,85703,2107,2023-09-23
623495,684030,5726,2023-11-08
512272,944291,8854,2022-09-24
914024,763154,3687,2023-08-19
40572,989684,6711,2021-12-18
568799,433817,7866,2021-12-03
803000,228213,6986,2023-10-16
739856,957144,7566,2022-01-11
194847,950012,6001,2023-10-14
530094,47904,4766,2022-09-15
664456,820576,1089,2023-02-05
931072,457539,6446,2023-05-19
193960,37099,8769,2023-09-16
813322,909475,6162,2023-10-30
198143,780280,2489,2022-01-17
858732,437691,5324,2023-01-14
921773,255019,3892,2023-08-08
541461,733848,2323,2022-06-27
447580,707679,5531,2022-05-06
84654,111139,4339,2022-01-12
272048,914613,1512,2022-03-13
565233,806238,2202,2022-04-30
596647,47437,7883,2023-11-15
177178,740722,1869,2022-04-08
201131,37957,5099,2022-12-23
705083,600826,1512,2023-07-04
203691,938371,3449,2022-05-28
530698,152926,5141,2022-07-16
765869,222574,5619,2023-01-07
900748,678993,7174,2023-03-19
525929,981584,6766,2022-07-03
442456,635696,6856,2023-02-22
170768,945432,876,2022-06-03
129612,223678,4755,2023-09-09
116124,599397,5239,2023-05-27
32888,55869,5141,2022-07-06
614675,29339,159,2023-06-11
503308,869561,2456,2022-02-28
876453,686474,5026,2022-10-15
246568,987037,6686,2023-09-19
27113,878626,4292,2021-12-23
585848,885112,2886,2023-08-13
504474,3594,3687,2022-11-06
572277,585885,9120,2021-11-24
452406,646810,5726,2023-10-31
10567,61026,9450,2023-10-05
585557,518317,485,2022-06-09
553177,198658,876,2022-07-17
802034,776439,7774,2023-02-16
624518,607034,5141,2023-01-24
287346,997446,2456,2023-11-08
51831,532132,9677,2023-08-10
52584,261359,835,2023-08-29
87979,944291,8027,2023-10-08
347600,853820,9536,2023-08-01
792386,894300,174,2023-10-20
814108,636089,5624,2022-11-24
812251,135136,2523,2022-10-10
609360,907722,6766,2023-09-14
135393,263499,1738,2023-07-02
82575,610651,1738,2022-08-17
182426,476959,5549,2022-01-21
622035,874628,1756,2022-09-08
346715,87773,4307,2023-05-12
631494,888998,8831,2023-01-11
693769,531665,1738,2023-04-05
273819,339464,3401,2022-01-28
310215,557811,4248,2022-10-11
937288,427220,6059,2022-05-30
503896,796246,6770,2022-06-29
420717,688751,1308,2022-06-17
109655,595840,8101,2023-07-27
650641,766158,6536,2022-06-18
888645,463358,6001,2022-12-10
416452,113508,8762,2022-08-23
832817,762397,2886,2022-11-28
245654,254617,9436,2022-05-15
